id,sex,income
s1189,Female,<=50K
s1190,Female,<=50K
s1191,Male,<=50K
s1192,Female,<=50K
s1193,Male,<=50K
s1194,Female,<=50K
s1195,Female,>50K
s1196,Male,>50K
s1197,Male,<=50K
s1198,Female,<=50K
s1199,Female,<=50K
s1200,Female,<=50K
s1201,Female,<=50K
s1202,Female,<=50K
s1203,Female,<=50K
s1204,Male,<=50K
s1205,Male,<=50K
s1206,Male,<=50K
s1207,Female,<=50K
s1208,Male,<=50K
s1209,Female,<=50K
s1210,Female,<=50K
s1211,Male,<=50K
s1212,Male,>50K
s1213,Male,<=50K
s1214,Male,>50K
s1215,Female,>50K
s1216,Male,<=50K
s1217,Female,>50K
s1218,Female,<=50K
s1219,Male,<=50K
s1220,Male,<=50K
s1221,Male,<=50K
s1222,Female,<=50K
s1223,Female,<=50K
s1224,Male,<=50K
s1225,Male,<=50K
s1226,Male,<=50K
s1227,Female,>50K
s1228,Male,>50K
s1229,Female,>50K
s1230,Male,<=50K
s1231,Female,>50K
s1232,Male,<=50K
s1233,Female,<=50K
s1234,Male,<=50K
s1235,Male,<=50K
s1236,Female,<=50K
s1237,Female,<=50K
s1238,Male,<=50K
s1239,Male,<=50K
s1240,Male,>50K
s1241,Male,<=50K
s1242,Male,>50K
s1243,Female,<=50K
s1244,Female,<=50K
s1245,Female,<=50K
s1246,Male,>50K
s1247,Female,<=50K
s1248,Male,<=50K
s1249,Male,<=50K
s1250,Male,<=50K
s1251,Female,<=50K
s1252,Male,>50K
s1253,Male,<=50K
s1254,Male,<=50K
s1255,Female,<=50K
s1256,Male,<=50K
s1257,Male,>50K
s1258,Female,<=50K
s1259,Male,>50K
s1260,Male,<=50K
s1261,Female,>50K
s1262,Female,>50K
s1263,Female,<=50K
s1264,Male,<=50K
s1265,Female,<=50K
s1266,Female,<=50K
s1267,Male,>50K
s1268,Male,<=50K
s1269,Female,>50K
s1270,Male,<=50K
s1271,Female,<=50K
s1272,Male,<=50K
s1273,Female,<=50K
s1274,Male,>50K
s1275,Male,<=50K
s1276,Male,>50K
s1277,Male,<=50K
s1278,Male,<=50K
s1279,Male,<=50K
s1280,Female,<=50K
s1281,Female,<=50K
s1282,Female,>50K
s1283,Male,<=50K
s1284,Female,>50K
s1285,Female,<=50K
s1286,Male,<=50K
s1287,Male,<=50K
s1288,Male,<=50K
s1289,Female,<=50K
s1290,Female,<=50K
s1291,Female,<=50K
s1292,Male,>50K
s1293,Female,<=50K
s1294,Female,<=50K
s1295,Female,<=50K
s1296,Male,<=50K
s1297,Female,<=50K
s1298,Female,<=50K
s1299,Male,>50K
s1300,Female,<=50K
s1301,Male,<=50K
s1302,Female,<=50K
s1303,Female,<=50K
s1304,Male,<=50K
s1305,Male,<=50K
s1306,Female,<=50K
s1307,Female,>50K
s1308,Male,<=50K
s1309,Female,<=50K
s1310,Male,>50K
s1311,Male,>50K
s1312,Male,<=50K
s1313,Male,<=50K
s1314,Male,<=50K
s1315,Female,>50K
s1316,Female,<=50K
s1317,Female,<=50K
s1318,Female,<=50K
s1319,Female,<=50K
s1320,Female,<=50K
s1321,Female,>50K
s1322,Female,>50K
s1323,Male,>50K
s1324,Male,<=50K
s1325,Male,<=50K
s1326,Female,<=50K
s1327,Male,<=50K
s1328,Female,<=50K
s1329,Male,<=50K
s1330,Male,<=50K
s1331,Female,>50K
s1332,Male,<=50K
s1333,Male,<=50K
s1334,Female,>50K
s1335,Male,<=50K
s1336,Female,>50K
s1337,Female,<=50K
s1338,Male,>50K
s1339,Female,>50K
s1340,Female,>50K
s1341,Female,>50K
s1342,Female,<=50K
s1343,Male,<=50K
s1344,Female,<=50K
s1345,Female,<=50K
s1346,Female,<=50K
s1347,Female,<=50K
s1348,Male,<=50K
s1349,Female,<=50K
s1350,Male,<=50K
s1351,Female,>50K
s1352,Female,<=50K
s1353,Male,<=50K
s1354,Male,<=50K
s1355,Female,<=50K
s1356,Female,<=50K
s1357,Male,<=50K
s1358,Female,>50K
s1359,Female,<=50K
s1360,Female,<=50K
s1361,Female,<=50K
s1362,Male,<=50K
s1363,Male,>50K
s1364,Female,<=50K
s1365,Female,<=50K
s1366,Female,<=50K
s1367,Female,>50K
s1368,Female,<=50K
s1369,Female,<=50K
s1370,Female,<=50K
s1371,Male,>50K
s1372,Male,<=50K
s1373,Male,<=50K
s1374,Male,>50K
s1375,Female,<=50K
s1376,Male,<=50K
s1377,Female,<=50K
s1378,Female,>50K
s1379,Male,<=50K
s1380,Male,>50K
s1381,Male,<=50K
s1382,Male,<=50K
s1383,Female,>50K
s1384,Female,<=50K
s1385,Male,<=50K
s1386,Male,>50K
s1387,Male,>50K
s1388,Male,>50K
s1389,Female,<=50K
s1390,Female,>50K
s1391,Male,>50K
s1392,Female,<=50K
s1393,Male,<=50K
s1394,Male,>50K
s1395,Female,<=50K
s1396,Female,<=50K
s1397,Female,<=50K
s1398,Female,<=50K
s1399,Female,<=50K
s1400,Female,>50K
s1401,Male,<=50K
s1402,Female,<=50K
s1403,Male,<=50K
s1404,Female,<=50K
s1405,Female,<=50K
s1406,Female,<=50K
s1407,Male,<=50K
s1408,Male,<=50K
s1409,Male,<=50K
s1410,Female,<=50K
s1411,Male,<=50K
s1412,Female,<=50K
s1413,Female,>50K
s1414,Male,>50K
s1415,Female,<=50K
s1416,Female,<=50K
s1417,Female,>50K
s1418,Male,<=50K
s1419,Male,<=50K
s1420,Male,>50K
s1421,Male,<=50K
s1422,Male,<=50K
s1423,Male,>50K
s1424,Male,<=50K
s1425,Female,<=50K
s1426,Male,<=50K
s1427,Male,<=50K
s1428,Female,<=50K
s1429,Female,<=50K
s1430,Male,>50K
s1431,Female,<=50K
s1432,Female,>50K
s1433,Female,>50K
s1434,Female,>50K
s1435,Male,<=50K
s1436,Male,<=50K
s1437,Male,>50K
s1438,Male,<=50K
s1439,Female,<=50K
s1440,Male,<=50K
s1441,Female,<=50K
s1442,Female,<=50K
s1443,Female,<=50K
s1444,Male,>50K
s1445,Female,>50K
s1446,Female,<=50K
s1447,Male,<=50K
s1448,Male,<=50K
s1449,Male,<=50K
s1450,Male,<=50K
s1451,Male,<=50K
s1452,Male,<=50K
s1453,Male,<=50K
s1454,Female,>50K
s1455,Female,<=50K
s1456,Female,>50K
s1457,Male,<=50K
s1458,Female,<=50K
s1459,Male,<=50K
s1460,Female,<=50K
s1461,Female,<=50K
s1462,Female,>50K
s1463,Male,<=50K
s1464,Male,>50K
s1465,Male,<=50K
s1466,Male,<=50K
s1467,Male,>50K
s1468,Male,<=50K
s1469,Male,<=50K
s1470,Male,<=50K
s1471,Female,<=50K
s1472,Male,>50K
s1473,Male,<=50K
s1474,Female,>50K
s1475,Male,<=50K
s1476,Female,<=50K
s1477,Male,>50K
s1478,Female,<=50K
s1479,Male,<=50K
s1480,Male,<=50K
s1481,Male,<=50K
s1482,Female,<=50K
s1483,Female,>50K
s1484,Female,<=50K
s1485,Male,>50K
s1486,Female,<=50K
s1487,Female,>50K
s1488,Male,<=50K
s1489,Male,>50K
s1490,Female,>50K
s1491,Male,<=50K
s1492,Male,<=50K
s1493,Male,<=50K
s1494,Female,<=50K
s1495,Male,<=50K
s1496,Female,>50K
s1497,Female,<=50K
s1498,Male,<=50K
s1499,Female,<=50K
s1500,Male,<=50K
s1501,Female,<=50K
s1502,Female,<=50K
s1503,Male,<=50K
s1504,Male,<=50K
s1505,Male,<=50K
s1506,Male,<=50K
s1507,Female,<=50K
s1508,Male,<=50K
s1509,Male,>50K
s1510,Male,>50K
s1511,Female,<=50K
s1512,Female,>50K
s1513,Male,>50K
s1514,Female,<=50K
s1515,Male,>50K
s1516,Male,>50K
s1517,Male,<=50K
s1518,Female,<=50K
s1519,Female,<=50K
s1520,Male,<=50K
s1521,Female,<=50K
s1522,Female,>50K
s1523,Male,<=50K
s1524,Male,<=50K
s1525,Female,<=50K
s1526,Male,<=50K
s1527,Male,>50K
s1528,Male,>50K
s1529,Male,<=50K
s1530,Female,<=50K
s1531,Female,>50K
s1532,Male,<=50K
s1533,Female,<=50K
s1534,Male,<=50K
s1535,Male,<=50K
s1536,Male,<=50K
s1537,Male,>50K
s1538,Male,<=50K
s1539,Female,>50K
s1540,Male,<=50K
s1541,Female,>50K
s1542,Male,>50K
s1543,Male,>50K
s1544,Female,<=50K
s1545,Female,<=50K
s1546,Female,<=50K
s1547,Male,<=50K
s1548,Male,<=50K
s1549,Female,>50K
s1550,Female,>50K
s1551,Female,>50K
s1552,Female,>50K
s1553,Female,<=50K
s1554,Female,>50K
s1555,Male,<=50K
s1556,Female,<=50K
s1557,Female,>50K
s1558,Female,<=50K
s1559,Female,>50K
s1560,Female,<=50K
s1561,Female,>50K
s1562,Female,<=50K
s1563,Female,<=50K
s1564,Male,>50K
s1565,Male,>50K
s1566,Female,<=50K
s1567,Female,<=50K
s1568,Male,>50K
s1569,Female,>50K
s1570,Female,<=50K
s1571,Male,<=50K
s1572,Male,<=50K
s1573,Female,<=50K
s1574,Male,<=50K
s1575,Female,<=50K
s1576,Female,>50K
s1577,Female,<=50K
s1578,Male,<=50K
s1579,Male,>50K
s1580,Female,>50K
s1581,Male,<=50K
s1582,Male,>50K
s1583,Male,>50K
s1584,Female,<=50K
s1585,Male,<=50K
s1586,Female,<=50K
s1587,Female,<=50K
s1588,Female,<=50K
s1589,Female,<=50K
s1590,Male,<=50K
s1591,Female,<=50K
s1592,Male,>50K
s1593,Male,<=50K
s1594,Female,<=50K
s1595,Female,<=50K
s1596,Female,<=50K
s1597,Male,<=50K
s1598,Female,<=50K
s1599,Female,<=50K
s1600,Male,<=50K
s1601,Male,<=50K
s1602,Female,<=50K
s1603,Female,<=50K
s1604,Male,<=50K
s1605,Female,<=50K
s1606,Male,<=50K
s1607,Female,<=50K
s1608,Male,<=50K
s1609,Male,>50K
s1610,Female,>50K
s1611,Female,>50K
s1612,Male,<=50K
s1613,Male,>50K
s1614,Female,>50K
s1615,Male,<=50K
s1616,Male,<=50K
s1617,Male,<=50K
s1618,Female,<=50K
s1619,Female,<=50K
s1620,Female,<=50K
s1621,Female,<=50K
s1622,Female,>50K
s1623,Female,<=50K
s1624,Male,<=50K
s1625,Female,>50K
s1626,Male,<=50K
s1627,Female,<=50K
s1628,Male,<=50K
s1629,Female,<=50K
s1630,Female,>50K
s1631,Male,<=50K
s1632,Male,<=50K
s1633,Female,<=50K
s1634,Female,<=50K
s1635,Female,<=50K
s1636,Male,<=50K
s1637,Female,<=50K
s1638,Male,>50K
s1639,Female,<=50K
s1640,Female,>50K
s1641,Male,<=50K
s1642,Male,<=50K
s1643,Female,>50K
s1644,Female,<=50K
s1645,Female,<=50K
s1646,Male,<=50K
s1647,Female,>50K
s1648,Female,<=50K
s1649,Female,<=50K
s1650,Male,<=50K
s1651,Male,<=50K
s1652,Male,<=50K
s1653,Female,<=50K
s1654,Female,<=50K
s1655,Male,<=50K
s1656,Female,<=50K
s1657,Male,<=50K
s1658,Female,<=50K
s1659,Male,<=50K
s1660,Female,>50K
s1661,Male,<=50K
s1662,Male,<=50K
s1663,Female,<=50K
s1664,Female,<=50K
s1665,Female,<=50K
s1666,Male,>50K
s1667,Female,<=50K
s1668,Female,<=50K
s1669,Female,<=50K
s1670,Male,<=50K
s1671,Female,>50K
s1672,Male,<=50K
s1673,Female,<=50K
s1674,Female,<=50K
s1675,Female,<=50K
s1676,Male,<=50K
s1677,Female,<=50K
s1678,Female,<=50K
s1679,Female,<=50K
s1680,Male,<=50K
s1681,Male,<=50K
s1682,Male,>50K
s1683,Male,<=50K
s1684,Male,<=50K
s1685,Female,<=50K
s1686,Male,<=50K
s1687,Male,<=50K
s1688,Female,<=50K
s1689,Female,<=50K
s1690,Female,<=50K
s1691,Female,<=50K
s1692,Male,<=50K
s1693,Female,<=50K
s1694,Male,>50K
s1695,Female,<=50K
s1696,Female,<=50K
s1697,Female,<=50K
s1698,Male,>50K
s1699,Female,<=50K
s1700,Male,<=50K
s1701,Female,>50K
s1702,Female,<=50K
s1703,Female,>50K
s1704,Male,<=50K
s1705,Female,<=50K
s1706,Female,<=50K
s1707,Male,<=50K
s1708,Male,<=50K
s1709,Male,<=50K
s1710,Male,<=50K
s1711,Male,<=50K
s1712,Female,<=50K
s1713,Female,<=50K
s1714,Male,<=50K
s1715,Female,<=50K
s1716,Female,<=50K
s1717,Female,<=50K
s1718,Female,<=50K
s1719,Male,>50K
s1720,Female,<=50K
s1721,Male,<=50K
s1722,Female,>50K
s1723,Female,>50K
s1724,Male,<=50K
s1725,Male,<=50K
s1726,Female,<=50K
s1727,Male,<=50K
s1728,Female,>50K
s1729,Male,<=50K
s1730,Male,<=50K
s1731,Female,<=50K
s1732,Female,<=50K
s1733,Female,>50K
s1734,Female,>50K
s1735,Male,<=50K
s1736,Female,<=50K
s1737,Male,<=50K
s1738,Male,>50K
s1739,Male,<=50K
s1740,Female,<=50K
s1741,Male,<=50K
s1742,Female,<=50K
s1743,Female,<=50K
s1744,Female,>50K
s1745,Male,<=50K
s1746,Female,<=50K
s1747,Female,>50K
s1748,Female,<=50K
s1749,Female,<=50K
s1750,Male,<=50K
s1751,Female,<=50K
s1752,Male,<=50K
s1753,Female,>50K
s1754,Male,<=50K
s1755,Female,<=50K
s1756,Male,<=50K
s1757,Male,<=50K
s1758,Male,<=50K
s1759,Male,<=50K
s1760,Male,<=50K
s1761,Female,>50K
s1762,Male,>50K
s1763,Female,<=50K
s1764,Female,<=50K
s1765,Male,>50K
s1766,Male,<=50K
s1767,Male,>50K
s1768,Male,<=50K
s1769,Female,<=50K
s1770,Female,<=50K
s1771,Male,>50K
s1772,Female,<=50K
s1773,Male,>50K
s1774,Female,<=50K
s1775,Female,<=50K
s1776,Female,<=50K
s1777,Male,>50K
s1778,Male,<=50K
s1779,Male,>50K
s1780,Female,<=50K
s1781,Female,>50K
s1782,Male,<=50K
s1783,Female,>50K
s1784,Female,<=50K
s1785,Female,>50K
s1786,Female,>50K
s1787,Female,>50K
s1788,Male,<=50K
s1789,Female,<=50K
s1790,Female,<=50K
s1791,Female,>50K
s1792,Female,>50K
s1793,Female,<=50K
s1794,Female,<=50K
s1795,Male,<=50K
s1796,Female,<=50K
s1797,Female,<=50K
s1798,Female,<=50K
s1799,Male,<=50K
s1800,Female,<=50K
s1801,Male,<=50K
s1802,Male,>50K
s1803,Female,<=50K
s1804,Female,>50K
s1805,Female,>50K
s1806,Male,>50K
s1807,Male,>50K
s1808,Male,<=50K
s1809,Male,<=50K
s1810,Female,>50K
s1811,Female,<=50K
s1812,Male,<=50K
s1813,Male,<=50K
s1814,Female,<=50K
s1815,Female,>50K
s1816,Female,>50K
s1817,Female,<=50K
s1818,Male,<=50K
s1819,Female,>50K
s1820,Male,<=50K
s1821,Female,<=50K
s1822,Female,<=50K
s1823,Male,<=50K
s1824,Female,<=50K
s1825,Male,<=50K
s1826,Female,<=50K
s1827,Female,>50K
s1828,Male,<=50K
s1829,Female,>50K
s1830,Female,<=50K
s1831,Male,<=50K
s1832,Female,<=50K
s1833,Male,<=50K
s1834,Female,<=50K
s1835,Male,<=50K
s1836,Female,>50K
s1837,Male,<=50K
s1838,Female,>50K
s1839,Female,<=50K
s1840,Female,<=50K
s1841,Female,<=50K
s1842,Female,<=50K
s1843,Female,<=50K
s1844,Female,<=50K
s1845,Male,<=50K
s1846,Male,<=50K
s1847,Female,<=50K
s1848,Female,>50K
s1849,Male,<=50K
s1850,Female,<=50K
s1851,Female,<=50K
s1852,Male,>50K
s1853,Female,<=50K
s1854,Female,<=50K
s1855,Male,<=50K
s1856,Male,<=50K
s1857,Male,<=50K
s1858,Female,<=50K
s1859,Male,<=50K
s1860,Male,>50K
s1861,Female,<=50K
s1862,Male,<=50K
s1863,Female,<=50K
s1864,Male,<=50K
s1865,Female,<=50K
s1866,Female,>50K
s1867,Male,<=50K
s1868,Male,>50K
s1869,Male,>50K
s1870,Female,<=50K
s1871,Female,<=50K
s1872,Male,>50K
s1873,Female,<=50K
s1874,Male,>50K
s1875,Female,<=50K
s1876,Female,<=50K
s1877,Male,>50K
s1878,Female,<=50K
s1879,Female,>50K
s1880,Female,<=50K
s1881,Male,<=50K
s1882,Male,<=50K
s1883,Female,<=50K
s1884,Female,<=50K
s1885,Female,<=50K
s1886,Male,<=50K
s1887,Female,<=50K
s1888,Female,<=50K
s1889,Male,<=50K
s1890,Female,<=50K
s1891,Female,<=50K
s1892,Male,<=50K
s1893,Male,>50K
s1894,Male,<=50K
s1895,Female,<=50K
s1896,Male,>50K
s1897,Female,>50K
s1898,Male,<=50K
s1899,Female,<=50K
s1900,Male,<=50K
s1901,Male,<=50K
s1902,Female,<=50K
s1903,Female,>50K
s1904,Male,<=50K
s1905,Female,<=50K
s1906,Female,<=50K
s1907,Male,<=50K
s1908,Male,<=50K
s1909,Male,<=50K
s1910,Male,>50K
s1911,Male,<=50K
s1912,Female,<=50K
s1913,Female,<=50K
s1914,Male,<=50K
s1915,Male,<=50K
s1916,Male,<=50K
s1917,Female,<=50K
s1918,Male,>50K
s1919,Female,<=50K
s1920,Female,>50K
s1921,Female,>50K
s1922,Female,>50K
s1923,Male,<=50K
s1924,Female,<=50K
s1925,Male,>50K
s1926,Female,<=50K
s1927,Male,>50K
s1928,Female,<=50K
s1929,Female,<=50K
s1930,Female,<=50K
s1931,Male,<=50K
s1932,Male,<=50K
s1933,Male,<=50K
s1934,Female,<=50K
s1935,Male,>50K
s1936,Female,>50K
s1937,Male,>50K
s1938,Female,<=50K
s1939,Female,<=50K
s1940,Female,<=50K
s1941,Male,>50K
s1942,Male,>50K
s1943,Male,<=50K
s1944,Female,>50K
s1945,Male,>50K
s1946,Male,<=50K
s1947,Female,<=50K
s1948,Female,<=50K
s1949,Female,<=50K
s1950,Male,<=50K
s1951,Female,<=50K
s1952,Female,>50K
s1953,Female,>50K
s1954,Male,<=50K
s1955,Male,>50K
s1956,Male,>50K
s1957,Female,<=50K
s1958,Male,<=50K
s1959,Male,<=50K
s1960,Female,>50K
s1961,Female,<=50K
s1962,Female,<=50K
s1963,Female,>50K
s1964,Female,<=50K
s1965,Female,>50K
s1966,Female,<=50K
s1967,Female,<=50K
s1968,Male,<=50K
s1969,Female,>50K
s1970,Male,<=50K
s1971,Male,>50K
s1972,Male,>50K
s1973,Female,<=50K
s1974,Male,<=50K
s1975,Male,<=50K
s1976,Male,<=50K
s1977,Male,<=50K
s1978,Female,<=50K
s1979,Female,<=50K
s1980,Male,<=50K
s1981,Female,>50K
s1982,Female,<=50K
s1983,Female,>50K
s1984,Male,<=50K
s1985,Male,<=50K
s1986,Female,>50K
s1987,Male,<=50K
s1988,Male,>50K
s1989,Male,>50K
s1990,Female,<=50K
s1991,Male,<=50K
s1992,Female,<=50K
s1993,Female,<=50K
s1994,Female,<=50K
s1995,Male,<=50K
s1996,Male,<=50K
s1997,Female,<=50K
s1998,Male,<=50K
s1999,Female,<=50K
s2000,Female,<=50K
s2001,Female,<=50K
s2002,Female,<=50K
s2003,Male,<=50K
s2004,Male,<=50K
s2005,Female,<=50K
s2006,Female,<=50K
s2007,Male,<=50K
s2008,Female,>50K
s2009,Male,<=50K
s2010,Female,<=50K
s2011,Female,>50K
s2012,Male,<=50K
s2013,Male,<=50K
s2014,Male,<=50K
s2015,Male,<=50K
s2016,Male,>50K
s2017,Female,<=50K
s2018,Female,<=50K
s2019,Male,>50K
s2020,Female,<=50K
s2021,Female,<=50K
s2022,Female,>50K
s2023,Female,<=50K
s2024,Male,<=50K
s2025,Female,<=50K
s2026,Female,<=50K
s2027,Female,<=50K
s2028,Male,>50K
s2029,Male,<=50K
s2030,Male,<=50K
s2031,Female,>50K
s2032,Female,<=50K
s2033,Female,<=50K
s2034,Female,>50K
s2035,Male,<=50K
s2036,Female,<=50K
s2037,Male,<=50K
s2038,Male,<=50K
s2039,Female,>50K
s2040,Male,<=50K
s2041,Male,>50K
s2042,Female,>50K
s2043,Female,>50K
s2044,Male,<=50K
s2045,Male,<=50K
s2046,Male,<=50K
s2047,Male,<=50K
s2048,Male,<=50K
s2049,Female,>50K
s2050,Female,<=50K
s2051,Female,<=50K
s2052,Male,<=50K
s2053,Male,<=50K
s2054,Female,>50K
s2055,Male,<=50K
s2056,Female,>50K
s2057,Female,>50K
s2058,Male,<=50K
s2059,Male,<=50K
s2060,Male,>50K
s2061,Male,<=50K
s2062,Female,<=50K
s2063,Male,<=50K
s2064,Male,>50K
s2065,Male,>50K
s2066,Female,<=50K
s2067,Male,<=50K
s2068,Male,>50K
s2069,Male,<=50K
s2070,Male,<=50K
s2071,Male,<=50K
s2072,Male,<=50K
s2073,Male,<=50K
s2074,Male,<=50K
s2075,Female,>50K
s2076,Male,>50K
s2077,Male,<=50K
s2078,Male,<=50K
s2079,Male,<=50K
s2080,Female,<=50K
s2081,Female,<=50K
s2082,Male,<=50K
s2083,Male,<=50K
s2084,Male,>50K
s2085,Female,<=50K
s2086,Male,<=50K
s2087,Female,<=50K
s2088,Female,<=50K
s2089,Female,>50K
s2090,Male,<=50K
s2091,Male,>50K
s2092,Male,>50K
s2093,Female,<=50K
s2094,Male,<=50K
s2095,Male,<=50K
s2096,Female,<=50K
s2097,Female,<=50K
s2098,Male,<=50K
s2099,Male,>50K
s2100,Male,<=50K
s2101,Female,>50K
s2102,Female,<=50K
s2103,Female,<=50K
s2104,Female,<=50K
s2105,Male,>50K
s2106,Female,<=50K
s2107,Female,<=50K
s2108,Male,<=50K
s2109,Male,<=50K
s2110,Female,>50K
s2111,Male,<=50K
s2112,Female,<=50K
s2113,Male,>50K
s2114,Female,<=50K
s2115,Male,<=50K
s2116,Female,<=50K
s2117,Male,<=50K
s2118,Male,<=50K
s2119,Female,<=50K
s2120,Male,>50K
s2121,Male,>50K
s2122,Female,>50K
s2123,Female,>50K
s2124,Male,<=50K
s2125,Male,<=50K
s2126,Female,<=50K
s2127,Female,<=50K
s2128,Female,>50K
s2129,Female,<=50K
s2130,Female,<=50K
s2131,Female,<=50K
s2132,Male,>50K
s2133,Male,<=50K
s2134,Female,<=50K
s2135,Female,<=50K
s2136,Male,<=50K
s2137,Male,>50K
s2138,Male,<=50K
s2139,Male,<=50K
s2140,Male,<=50K
s2141,Female,>50K
s2142,Male,<=50K
s2143,Female,<=50K
s2144,Female,<=50K
s2145,Male,>50K
s2146,Male,<=50K
s2147,Male,>50K
s2148,Male,<=50K
s2149,Male,<=50K
s2150,Female,<=50K
s2151,Female,<=50K
s2152,Female,<=50K
s2153,Male,<=50K
s2154,Female,>50K
s2155,Male,>50K
s2156,Male,>50K
s2157,Female,>50K
s2158,Male,<=50K
s2159,Female,<=50K
s2160,Male,>50K
s2161,Male,<=50K
s2162,Male,<=50K
s2163,Female,<=50K
s2164,Male,<=50K
s2165,Male,<=50K
s2166,Male,<=50K
s2167,Female,>50K
s2168,Female,<=50K
s2169,Male,<=50K
s2170,Female,<=50K
s2171,Male,<=50K
s2172,Female,<=50K
s2173,Male,<=50K
s2174,Female,>50K
s2175,Male,<=50K
s2176,Male,<=50K
s2177,Male,<=50K
s2178,Male,<=50K
s2179,Female,<=50K
s2180,Female,<=50K
s2181,Female,<=50K
s2182,Male,<=50K
s2183,Female,<=50K
s2184,Female,<=50K
s2185,Male,<=50K
s2186,Female,>50K
s2187,Female,<=50K
s2188,Male,<=50K
s2189,Male,>50K
s2190,Male,<=50K
s2191,Male,<=50K
s2192,Male,>50K
s2193,Male,<=50K
s2194,Male,<=50K
s2195,Female,<=50K
s2196,Male,<=50K
s2197,Female,>50K
s2198,Male,<=50K
s2199,Female,>50K
s2200,Female,<=50K
s2201,Male,<=50K
s2202,Female,<=50K
s2203,Male,<=50K
s2204,Female,>50K
s2205,Male,<=50K
s2206,Female,>50K
s2207,Male,<=50K
s2208,Male,<=50K
s2209,Female,<=50K
s2210,Female,<=50K
s2211,Female,<=50K
s2212,Male,<=50K
s2213,Female,<=50K
s2214,Female,<=50K
s2215,Male,>50K
s2216,Female,<=50K
s2217,Male,<=50K
s2218,Male,<=50K
s2219,Male,<=50K
s2220,Female,<=50K
s2221,Male,<=50K
s2222,Female,<=50K
s2223,Female,>50K
s2224,Female,<=50K
s2225,Male,<=50K
s2226,Male,<=50K
s2227,Male,<=50K
s2228,Male,<=50K
s2229,Female,<=50K
s2230,Female,<=50K
s2231,Female,<=50K
s2232,Female,<=50K
s2233,Female,<=50K
s2234,Male,<=50K
s2235,Male,<=50K
s2236,Female,<=50K
s2237,Female,>50K
s2238,Male,<=50K
s2239,Male,>50K
s2240,Female,<=50K
s2241,Male,<=50K
s2242,Male,>50K
s2243,Male,<=50K
s2244,Male,<=50K
s2245,Male,>50K
s2246,Female,<=50K
s2247,Female,<=50K
s2248,Female,<=50K
s2249,Male,<=50K
s2250,Female,<=50K
s2251,Male,<=50K
s2252,Male,<=50K
s2253,Male,<=50K
s2254,Male,<=50K
s2255,Male,>50K
s2256,Male,<=50K
s2257,Male,<=50K
s2258,Female,<=50K
s2259,Female,<=50K
s2260,Female,>50K
s2261,Female,>50K
s2262,Male,>50K
s2263,Female,>50K
s2264,Female,<=50K
s2265,Male,<=50K
s2266,Female,<=50K
s2267,Female,>50K
s2268,Male,<=50K
s2269,Male,<=50K
s2270,Male,>50K
s2271,Female,<=50K
s2272,Female,>50K
s2273,Female,<=50K
s2274,Male,>50K
s2275,Female,<=50K
s2276,Female,<=50K
s2277,Female,<=50K
s2278,Female,>50K
s2279,Female,>50K
s2280,Female,<=50K
s2281,Female,<=50K
s2282,Female,<=50K
s2283,Female,<=50K
s2284,Female,<=50K
s2285,Female,<=50K
s2286,Female,<=50K
s2287,Male,<=50K
s2288,Male,<=50K
s2289,Female,<=50K
s2290,Female,<=50K
s2291,Female,<=50K
s2292,Female,<=50K
s2293,Male,<=50K
s2294,Female,>50K
s2295,Male,<=50K
s2296,Female,<=50K
s2297,Female,<=50K
s2298,Female,>50K
s2299,Male,>50K
s2300,Male,>50K
s2301,Female,>50K
s2302,Female,<=50K
s2303,Female,>50K
s2304,Female,<=50K
s2305,Male,<=50K
s2306,Female,>50K
s2307,Female,<=50K
s2308,Male,<=50K
s2309,Female,>50K
s2310,Female,<=50K
s2311,Female,<=50K
s2312,Male,<=50K
s2313,Male,<=50K
s2314,Male,<=50K
s2315,Male,<=50K
s2316,Female,<=50K
s2317,Male,<=50K
s2318,Female,<=50K
s2319,Female,<=50K
s2320,Male,<=50K
s2321,Male,>50K
s2322,Female,<=50K
s2323,Male,<=50K
s2324,Male,<=50K
s2325,Male,<=50K
s2326,Female,<=50K
s2327,Male,>50K
s2328,Female,>50K
s2329,Male,<=50K
s2330,Female,<=50K
s2331,Female,<=50K
s2332,Male,<=50K
s2333,Male,<=50K
s2334,Female,<=50K
s2335,Female,<=50K
s2336,Male,<=50K
s2337,Female,>50K
s2338,Male,<=50K
s2339,Female,<=50K
s2340,Female,>50K
s2341,Female,>50K
s2342,Female,<=50K
s2343,Male,<=50K
s2344,Female,<=50K
s2345,Female,<=50K
s2346,Female,<=50K
s2347,Female,<=50K
s2348,Female,>50K
s2349,Female,<=50K
s2350,Male,<=50K
s2351,Female,<=50K
s2352,Male,<=50K
s2353,Female,<=50K
s2354,Male,<=50K
s2355,Male,<=50K
s2356,Male,>50K
s2357,Male,<=50K
s2358,Female,>50K
s2359,Female,<=50K
s2360,Female,<=50K
s2361,Male,>50K
s2362,Male,<=50K
s2363,Female,<=50K
s2364,Female,<=50K
s2365,Female,<=50K
s2366,Male,<=50K
s2367,Male,<=50K
s2368,Female,<=50K
s2369,Male,<=50K
s2370,Male,>50K
s2371,Male,<=50K
s2372,Male,<=50K
s2373,Male,<=50K
s2374,Female,>50K
s2375,Male,<=50K
s2376,Male,<=50K
s2377,Male,<=50K
s2378,Male,<=50K
s2379,Male,<=50K
