id,age,workclass,education,marital_status,occupation,relationship,race,hours_per_week
s1555,28,Private,HS-grad,Never-married,Craft-repair,Own-child,White,40
s1556,20,Private,Some-college,Never-married,Sales,Not-in-family,White,40
s1557,64,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,40
s1558,17,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,35
s1559,42,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,40
s1560,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,40
s1561,33,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,40
s1562,45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,40
s1563,56,Private,HS-grad,Widowed,Tech-support,Not-in-family,White,40
s1564,43,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,40
s1565,38,Self-emp-not-inc,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,70
s1566,53,Private,11th,Divorced,Other-service,Unmarried,White,40
s1567,42,Self-emp-not-inc,10th,Never-married,Craft-repair,Unmarried,White,40
s1568,50,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,40
s1569,43,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,40
s1570,29,Federal-gov,Some-college,Separated,Tech-support,Unmarried,Black,40
s1571,21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,40
s1572,43,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Black,58
s1573,39,Private,11th,Divorced,Other-service,Not-in-family,Black,40
s1574,56,Private,HS-grad,Divorced,Other-service,Unmarried,Black,50
s1575,32,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40
s1576,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40
s1577,41,?,11th,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,40
s1578,57,Private,10th,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,40
s1579,44,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,40
s1580,30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,50
s1581,36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,50
s1582,43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,40
s1583,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
s1584,35,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,40
s1585,43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1586,23,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,35
s1587,21,Private,HS-grad,Never-married,Other-service,Own-child,Black,25
s1588,55,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,40
s1589,35,?,11th,Never-married,?,Other-relative,White,41
s1590,37,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,40
s1591,21,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,40
s1592,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,45
s1593,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,40
s1594,24,Private,11th,Divorced,Protective-serv,Other-relative,White,40
s1595,62,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,18
s1596,27,State-gov,Some-college,Married-spouse-absent,Sales,Unmarried,Black,27
s1597,34,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,80
s1598,27,?,Some-college,Never-married,?,Own-child,White,35
s1599,41,?,Assoc-voc,Divorced,?,Not-in-family,White,12
s1600,20,?,HS-grad,Never-married,?,Not-in-family,White,45
s1601,35,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40
s1602,18,?,Some-college,Never-married,?,Own-child,White,20
s1603,31,State-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,35
s1604,35,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,50
s1605,42,Private,Some-college,Divorced,Sales,Not-in-family,White,40
s1606,34,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,50
s1607,70,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,21
s1608,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,40
s1609,40,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,40
s1610,50,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,45
s1611,53,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,16
s1612,32,Self-emp-not-inc,Masters,Never-married,Other-service,Not-in-family,White,40
s1613,50,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,50
s1614,51,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,40
s1615,50,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,40
s1616,24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,40
s1617,31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,44
s1618,27,Private,Assoc-acdm,Widowed,Adm-clerical,Unmarried,White,35
s1619,20,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,36
s1620,24,Private,Bachelors,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,40
s1621,24,Private,HS-grad,Divorced,Sales,Own-child,White,40
s1622,51,Local-gov,Some-college,Married-civ-spouse,Other-service,Wife,Black,40
s1623,61,Private,HS-grad,Widowed,Sales,Not-in-family,White,25
s1624,20,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,20
s1625,32,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,40
s1626,36,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,40
s1627,31,Private,HS-grad,Never-married,Sales,Not-in-family,White,40
s1628,27,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,White,16
s1629,37,Private,Some-college,Separated,Adm-clerical,Unmarried,White,50
s1630,57,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,45
s1631,26,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,40
s1632,25,Private,Bachelors,Never-married,Other-service,Own-child,White,22
s1633,17,Private,11th,Never-married,Other-service,Not-in-family,White,40
s1634,30,Private,HS-grad,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,40
s1635,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,20
s1636,22,Private,Some-college,Never-married,Sales,Other-relative,White,17
s1637,51,Private,10th,Married-civ-spouse,Other-service,Wife,Black,30
s1638,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,45
s1639,43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,40
s1640,51,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40
s1641,34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,40
s1642,51,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,40
s1643,36,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,52
s1644,21,Private,Some-college,Never-married,Sales,Own-child,White,40
s1645,28,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,50
s1646,35,Self-emp-not-inc,Assoc-voc,Separated,Craft-repair,Not-in-family,White,40
s1647,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Wife,White,40
s1648,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,40
s1649,45,Private,11th,Divorced,Other-service,Not-in-family,White,39
s1650,37,Private,9th,Separated,Craft-repair,Unmarried,White,40
s1651,42,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,40
s1652,18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,22
s1653,34,Private,10th,Widowed,Priv-house-serv,Unmarried,White,35
s1654,37,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,40
s1655,37,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1656,46,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,45
s1657,20,Local-gov,9th,Separated,Protective-serv,Not-in-family,Black,48
s1658,38,State-gov,9th,Divorced,Handlers-cleaners,Not-in-family,White,40
s1659,29,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,55
s1660,39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,40
s1661,17,Private,12th,Never-married,Machine-op-inspct,Own-child,White,25
s1662,29,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,55
s1663,21,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,70
s1664,19,Private,Some-college,Never-married,Exec-managerial,Own-child,White,40
s1665,40,Private,Some-college,Divorced,Sales,Own-child,White,50
s1666,37,Local-gov,7th-8th,Married-civ-spouse,Tech-support,Husband,White,30
s1667,23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
s1668,29,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,45
s1669,25,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,White,84
s1670,39,Private,11th,Separated,Other-service,Unmarried,White,40
s1671,45,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,50
s1672,29,Private,Masters,Never-married,Other-service,Not-in-family,White,40
s1673,74,Private,11th,Widowed,Other-service,Not-in-family,White,30
s1674,20,Private,HS-grad,Separated,Sales,Unmarried,Black,40
s1675,30,?,Bachelors,Married-civ-spouse,?,Wife,White,40
s1676,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1677,62,Local-gov,11th,Widowed,Other-service,Not-in-family,Black,40
s1678,41,State-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,40
s1679,39,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,20
s1680,36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40
s1681,43,Local-gov,HS-grad,Never-married,Protective-serv,Not-in-family,White,40
s1682,36,Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,45
s1683,29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,50
s1684,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50
s1685,28,Private,Some-college,Never-married,Sales,Other-relative,White,50
s1686,50,Private,10th,Married-civ-spouse,Sales,Husband,White,10
s1687,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
s1688,31,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,40
s1689,30,Private,Some-college,Divorced,Sales,Not-in-family,White,35
s1690,40,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,45
s1691,33,?,Bachelors,Never-married,?,Own-child,White,40
s1692,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,45
s1693,41,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,40
s1694,55,Private,Assoc-voc,Widowed,Transport-moving,Not-in-family,Black,60
s1695,35,Private,Some-college,Divorced,Other-service,Unmarried,Black,32
s1696,37,State-gov,Some-college,Widowed,Adm-clerical,Unmarried,Black,40
s1697,28,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,40
s1698,46,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,40
s1699,36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40
s1700,34,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,40
s1701,35,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,30
s1702,29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
s1703,59,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,40
s1704,30,Private,Assoc-voc,Divorced,Exec-managerial,Own-child,White,20
s1705,29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,30
s1706,71,?,HS-grad,Widowed,?,Not-in-family,White,50
s1707,33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,45
s1708,51,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Other,40
s1709,22,Private,Some-college,Never-married,Transport-moving,Own-child,Black,36
s1710,67,?,Doctorate,Never-married,?,Not-in-family,White,10
s1711,22,Private,Assoc-acdm,Separated,Transport-moving,Not-in-family,White,20
s1712,18,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,20
s1713,25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,50
s1714,66,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,32
s1715,24,Private,11th,Married-spouse-absent,Sales,Own-child,White,50
s1716,60,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,40
s1717,26,Private,Some-college,Never-married,Other-service,Unmarried,Black,30
s1718,18,?,HS-grad,Never-married,?,Own-child,Other,44
s1719,35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,45
s1720,31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,20
s1721,29,Self-emp-not-inc,HS-grad,Never-married,Adm-clerical,Not-in-family,White,35
s1722,43,Local-gov,HS-grad,Separated,Protective-serv,Not-in-family,White,40
s1723,39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,40
s1724,43,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1725,82,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,34
s1726,44,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,40
s1727,23,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,44
s1728,40,?,HS-grad,Divorced,?,Not-in-family,White,40
s1729,28,Private,Some-college,Divorced,Protective-serv,Unmarried,White,48
s1730,25,Private,10th,Never-married,Craft-repair,Not-in-family,White,40
s1731,49,Federal-gov,Masters,Divorced,Prof-specialty,Unmarried,White,40
s1732,23,Private,HS-grad,Never-married,Exec-managerial,Unmarried,Black,40
s1733,31,Private,12th,Never-married,Farming-fishing,Not-in-family,White,40
s1734,34,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,50
s1735,34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50
s1736,53,State-gov,9th,Never-married,Adm-clerical,Unmarried,Black,40
s1737,36,?,11th,Divorced,?,Own-child,White,40
s1738,43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,40
s1739,29,Private,Some-college,Never-married,Other-service,Not-in-family,White,40
s1740,19,?,Some-college,Never-married,?,Not-in-family,White,29
s1741,32,Private,12th,Divorced,Farming-fishing,Not-in-family,White,40
s1742,21,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,40
s1743,56,Private,HS-grad,Widowed,Other-service,Not-in-family,White,30
s1744,37,Private,Some-college,Married-civ-spouse,Sales,Wife,White,40
s1745,36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
s1746,18,Private,Some-college,Never-married,Other-service,Own-child,Asian-Pac-Islander,20
s1747,28,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,36
s1748,22,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,40
s1749,34,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,40
s1750,39,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,15
s1751,26,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,40
s1752,32,Self-emp-inc,Bachelors,Never-married,Sales,Not-in-family,White,40
s1753,46,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,40
s1754,31,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,40
s1755,20,Private,Some-college,Never-married,Tech-support,Own-child,White,45
s1756,57,?,Some-college,Married-civ-spouse,?,Husband,White,20
s1757,21,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,31
s1758,51,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,35
s1759,34,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,40
s1760,23,Private,Assoc-acdm,Never-married,Craft-repair,Own-child,White,40
s1761,39,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,60
s1762,37,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,45
s1763,56,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,Black,48
s1764,61,Private,12th,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,48
s1765,31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,55
s1766,31,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,50
s1767,31,?,Masters,Married-civ-spouse,?,Husband,White,40
s1768,28,Self-emp-inc,Some-college,Never-married,Craft-repair,Own-child,White,40
s1769,20,Private,Some-college,Never-married,Sales,Own-child,White,40
s1770,18,Private,HS-grad,Never-married,Other-service,Own-child,White,20
s1771,53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1772,42,Private,HS-grad,Divorced,Other-service,Unmarried,White,45
s1773,55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,40
s1774,40,Private,10th,Divorced,Other-service,Own-child,White,40
s1775,39,Private,HS-grad,Divorced,Sales,Unmarried,Black,40
s1776,18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40
s1777,58,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
s1778,30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,40
s1779,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,30
s1780,23,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,24
s1781,31,?,Bachelors,Married-civ-spouse,?,Wife,White,15
s1782,66,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,40
s1783,49,Self-emp-inc,Doctorate,Divorced,Prof-specialty,Not-in-family,White,45
s1784,31,State-gov,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,40
s1785,46,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,40
s1786,51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,40
s1787,42,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,40
s1788,51,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,45
s1789,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,50
s1790,27,?,11th,Married-civ-spouse,?,Other-relative,White,15
s1791,43,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Black,35
s1792,35,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Black,40
s1793,52,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,40
s1794,50,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,32
s1795,17,?,10th,Never-married,?,Own-child,Asian-Pac-Islander,14
s1796,18,Private,10th,Never-married,Other-service,Not-in-family,White,96
s1797,36,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,40
s1798,34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,40
s1799,58,Private,Masters,Married-civ-spouse,Sales,Husband,White,70
s1800,26,Private,Some-college,Never-married,Sales,Own-child,White,27
s1801,47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,40
s1802,62,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,45
s1803,26,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,45
s1804,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,40
s1805,55,Local-gov,HS-grad,Married-civ-spouse,Tech-support,Wife,White,40
s1806,47,Private,Bachelors,Divorced,Sales,Not-in-family,White,48
s1807,43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
s1808,32,Private,HS-grad,Divorced,Craft-repair,Own-child,White,40
s1809,46,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,30
s1810,48,Private,Bachelors,Divorced,Tech-support,Unmarried,White,40
s1811,17,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,15
s1812,30,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
s1813,67,Self-emp-not-inc,Bachelors,Married-spouse-absent,Sales,Not-in-family,White,2
s1814,32,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,40
s1815,54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,60
s1816,33,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,65
s1817,51,Private,Prof-school,Never-married,Prof-specialty,Unmarried,Black,5
s1818,38,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,60
s1819,41,Private,Some-college,Divorced,Other-service,Not-in-family,White,40
s1820,59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,44
s1821,43,Private,Some-college,Divorced,Sales,Unmarried,White,40
s1822,51,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,34
s1823,23,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40
s1824,20,Private,Some-college,Never-married,Other-service,Not-in-family,White,16
s1825,36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,40
s1826,55,Private,Bachelors,Never-married,Prof-specialty,Other-relative,White,40
s1827,45,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,15
s1828,24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,60
s1829,44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,25
s1830,55,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,40
s1831,35,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,40
s1832,38,?,Some-college,Married-civ-spouse,?,Wife,Black,50
s1833,28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1834,19,Private,11th,Never-married,Adm-clerical,Own-child,White,20
s1835,19,?,Some-college,Never-married,?,Own-child,White,60
s1836,37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,50
s1837,45,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,50
s1838,37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,35
s1839,20,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,40
s1840,39,Local-gov,Bachelors,Divorced,Other-service,Not-in-family,White,40
s1841,39,Private,12th,Never-married,Other-service,Unmarried,White,37
s1842,23,Private,HS-grad,Never-married,Sales,Not-in-family,Black,40
s1843,23,Private,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,10
s1844,66,Private,HS-grad,Divorced,Other-service,Not-in-family,White,48
s1845,30,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,40
s1846,40,Private,HS-grad,Separated,Handlers-cleaners,Other-relative,Black,40
s1847,35,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,40
s1848,38,Private,Some-college,Married-civ-spouse,Other-service,Wife,Black,32
s1849,73,?,Assoc-voc,Married-civ-spouse,?,Husband,White,16
s1850,40,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,40
s1851,32,Private,Some-college,Never-married,Other-service,Not-in-family,Black,35
s1852,55,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,40
s1853,48,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,40
s1854,36,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,60
s1855,22,Private,HS-grad,Never-married,Craft-repair,Own-child,White,30
s1856,30,Private,Some-college,Never-married,Craft-repair,Own-child,White,40
s1857,32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,50
s1858,56,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,40
s1859,49,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Unmarried,White,50
s1860,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,40
s1861,63,Federal-gov,Some-college,Widowed,Adm-clerical,Not-in-family,Black,40
s1862,61,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,33
s1863,52,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,32
s1864,32,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,39
s1865,29,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,45
s1866,36,Self-emp-not-inc,Bachelors,Separated,Prof-specialty,Not-in-family,White,30
s1867,26,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Black,40
s1868,24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,50
s1869,47,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,85
s1870,22,Private,HS-grad,Never-married,Sales,Not-in-family,White,40
s1871,20,Private,Some-college,Never-married,Sales,Not-in-family,White,20
s1872,52,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,50
s1873,50,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,40
s1874,38,Private,Masters,Married-civ-spouse,Sales,Husband,White,40
s1875,20,Local-gov,Some-college,Never-married,Prof-specialty,Own-child,White,40
s1876,31,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,40
s1877,44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,45
s1878,31,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,40
s1879,33,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,40
s1880,33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,60
s1881,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,76
s1882,17,?,12th,Never-married,?,Own-child,Black,30
s1883,23,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,40
s1884,24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,40
s1885,37,Private,HS-grad,Divorced,Tech-support,Unmarried,White,40
s1886,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1887,34,Private,HS-grad,Married-spouse-absent,Exec-managerial,Unmarried,Black,40
s1888,22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,40
s1889,33,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,60
s1890,44,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,50
s1891,49,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,43
s1892,56,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,99
s1893,47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,50
s1894,20,Private,Some-college,Never-married,Sales,Not-in-family,White,30
s1895,37,State-gov,Assoc-voc,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,40
s1896,29,State-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,50
s1897,28,Private,Bachelors,Separated,Adm-clerical,Own-child,White,40
s1898,32,Private,Preschool,Married-civ-spouse,Craft-repair,Husband,White,40
s1899,19,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,40
s1900,19,Private,HS-grad,Never-married,Farming-fishing,Other-relative,White,10
s1901,36,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,50
s1902,34,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40
s1903,38,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,38
s1904,42,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s1905,17,Private,12th,Never-married,Handlers-cleaners,Own-child,White,36
s1906,30,Private,HS-grad,Divorced,Exec-managerial,Own-child,White,36
s1907,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,20
