id,age,workclass,education,marital_status,occupation,relationship,race,hours_per_week
748,44,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40
749,31,Private,Assoc-acdm,Separated,Transport-moving,Not-in-family,White,45
750,48,Private,HS-grad,Divorced,Sales,Unmarried,White,30
751,58,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,40
752,30,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,40
753,35,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,Black,40
754,30,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,55
755,51,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,50
756,23,Private,Some-college,Never-married,Tech-support,Not-in-family,White,40
757,57,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,10
758,25,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,45
759,38,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,40
760,37,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,45
761,39,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40
762,25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40
763,23,Private,HS-grad,Never-married,Other-service,Unmarried,Black,40
764,43,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Black,40
765,36,State-gov,Some-college,Separated,Prof-specialty,Unmarried,White,32
766,40,Private,7th-8th,Separated,Other-service,Not-in-family,White,25
767,46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,58
768,53,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,60
769,38,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,35
770,23,Private,Bachelors,Never-married,Sales,Own-child,White,40
771,33,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,40
772,25,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,38
773,35,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,40
774,56,Private,HS-grad,Widowed,Sales,Not-in-family,White,40
775,35,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,40
776,55,Local-gov,12th,Widowed,Adm-clerical,Not-in-family,White,40
777,19,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,40
778,32,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,65
779,32,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,45
780,28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,55
781,30,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
782,23,Private,Some-college,Never-married,Other-service,Own-child,White,30
783,19,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,40
784,20,Self-emp-not-inc,10th,Never-married,Machine-op-inspct,Own-child,White,40
785,38,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,50
786,25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,40
787,48,Federal-gov,Some-college,Widowed,Other-service,Unmarried,Black,40
788,20,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,40
789,67,Private,Some-college,Widowed,Sales,Not-in-family,White,18
790,32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
791,22,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,40
792,41,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,40
793,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,36
794,61,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Unmarried,White,20
795,46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,40
796,19,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,30
797,42,Private,HS-grad,Divorced,Other-service,Unmarried,White,40
798,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,40
799,19,Private,HS-grad,Never-married,Sales,Own-child,Black,35
800,54,Private,HS-grad,Widowed,Other-service,Unmarried,White,40
801,32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
802,44,Private,HS-grad,Divorced,Other-service,Unmarried,White,40
803,21,?,Some-college,Never-married,?,Other-relative,White,52
804,53,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,28
805,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,25
806,45,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,45
807,32,Private,11th,Never-married,Handlers-cleaners,Own-child,Black,40
808,36,Private,5th-6th,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,40
809,25,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,50
810,44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,60
811,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,10
812,17,Private,11th,Never-married,Protective-serv,Own-child,White,40
813,44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,40
814,32,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,35
815,32,Private,10th,Never-married,Craft-repair,Other-relative,White,45
816,29,Private,HS-grad,Divorced,Other-service,Not-in-family,White,15
817,30,Private,HS-grad,Married-spouse-absent,Craft-repair,Other-relative,White,40
818,44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,45
819,51,Private,HS-grad,Never-married,Craft-repair,Own-child,White,35
820,54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
821,24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,50
822,54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
823,20,Private,Some-college,Married-civ-spouse,Sales,Husband,White,30
824,58,Private,12th,Married-civ-spouse,Other-service,Wife,White,24
825,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,32
826,44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,48
827,69,?,HS-grad,Married-civ-spouse,?,Husband,White,45
828,39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
829,20,Private,Some-college,Never-married,Sales,Own-child,White,20
830,45,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,75
831,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,50
832,22,Private,HS-grad,Never-married,Sales,Own-child,Other,40
833,27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,White,40
834,21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,35
835,20,?,Some-college,Never-married,?,Own-child,White,20
836,36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
837,70,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,30
838,53,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,46
839,33,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,White,40
840,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,40
841,26,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
842,43,Private,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,40
843,26,Private,HS-grad,Never-married,Sales,Not-in-family,Black,40
844,47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,40
845,61,?,Some-college,Married-civ-spouse,?,Husband,White,14
846,34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,40
847,25,Private,HS-grad,Never-married,Other-service,Own-child,White,30
848,54,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,40
849,36,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,56
850,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,64
851,64,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,45
852,27,Private,Assoc-voc,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,40
853,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,44
854,31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,40
855,34,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40
856,46,Local-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,36
857,32,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Black,46
858,25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40
859,46,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
860,24,Private,Preschool,Never-married,Machine-op-inspct,Own-child,White,30
861,31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,56
862,46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,35
863,32,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,50
864,47,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,60
865,58,?,HS-grad,Married-civ-spouse,?,Husband,White,55
866,46,State-gov,Assoc-voc,Divorced,Adm-clerical,Own-child,White,20
867,23,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
868,24,State-gov,Some-college,Never-married,Machine-op-inspct,Own-child,White,40
869,36,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,40
870,30,?,Some-college,Never-married,?,Own-child,White,30
871,20,Private,Some-college,Never-married,Sales,Not-in-family,White,30
872,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
873,27,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,45
874,53,State-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,40
875,25,Private,11th,Separated,Machine-op-inspct,Not-in-family,Black,35
876,54,State-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,35
877,30,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,50
878,31,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,50
879,38,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,8
880,24,?,HS-grad,Never-married,?,Not-in-family,White,40
881,18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40
882,23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,40
883,32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
884,61,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,40
885,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,32
886,24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,60
887,52,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,48
888,36,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,45
889,32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,40
890,33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,45
891,46,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,40
892,70,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,40
893,22,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,40
894,38,Private,HS-grad,Divorced,Other-service,Not-in-family,White,25
895,63,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,70
896,61,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,40
897,19,Private,HS-grad,Never-married,Sales,Own-child,White,35
898,40,Private,Bachelors,Separated,Sales,Not-in-family,White,40
899,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,45
900,25,Private,HS-grad,Never-married,Tech-support,Other-relative,Black,35
901,72,?,Bachelors,Married-civ-spouse,?,Husband,White,20
902,45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
903,38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,50
904,38,State-gov,Some-college,Separated,Exec-managerial,Own-child,White,40
905,23,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,10
906,53,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,20
907,25,Private,Some-college,Never-married,Other-service,Not-in-family,White,40
908,30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,60
909,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50
910,22,Private,11th,Never-married,Craft-repair,Own-child,White,40
911,59,Private,HS-grad,Divorced,Other-service,Unmarried,White,40
912,47,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,40
913,33,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,40
914,36,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,52
915,33,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,50
916,40,Private,Some-college,Married-civ-spouse,Sales,Wife,White,40
917,42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40
918,24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40
919,35,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40
920,21,Local-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,White,40
921,53,?,7th-8th,Married-civ-spouse,?,Husband,White,35
922,46,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,40
923,27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,60
924,73,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Not-in-family,White,75
925,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,40
926,52,Private,Some-college,Divorced,Other-service,Unmarried,White,50
927,31,Private,1st-4th,Never-married,Other-service,Other-relative,White,25
928,28,Federal-gov,Some-college,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,40
929,31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,50
930,49,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,40
931,33,Private,Assoc-voc,Never-married,Prof-specialty,Unmarried,Black,26
932,30,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,40
933,29,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,70
934,22,Private,Some-college,Never-married,Other-service,Own-child,White,35
935,32,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,40
936,23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40
937,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,40
938,29,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,40
939,47,Private,10th,Widowed,Machine-op-inspct,Not-in-family,White,40
940,60,Private,10th,Married-civ-spouse,Sales,Husband,White,40
941,47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,45
942,52,Private,HS-grad,Widowed,Priv-house-serv,Other-relative,White,40
943,28,Private,11th,Never-married,Craft-repair,Not-in-family,White,40
944,25,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,40
945,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
946,20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,2
947,63,?,HS-grad,Widowed,?,Not-in-family,Black,11
948,25,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,50
949,19,?,Some-college,Never-married,?,Own-child,White,24
950,17,Private,11th,Never-married,Adm-clerical,Own-child,White,20
951,34,Private,HS-grad,Never-married,Tech-support,Own-child,Black,40
952,70,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,50
953,29,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,70
954,48,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,40
955,21,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,30
956,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,50
957,41,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,60
958,46,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,40
959,48,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,40
960,47,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,48
961,35,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,60
962,37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,45
963,38,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,40
964,42,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,80
965,53,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Black,50
966,51,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,44
967,34,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,40
968,34,Private,Some-college,Never-married,Other-service,Own-child,Black,40
969,47,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,40
970,34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,40
971,49,Private,Bachelors,Married-spouse-absent,Transport-moving,Unmarried,White,30
972,57,Private,10th,Widowed,Adm-clerical,Not-in-family,White,8
973,42,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,44
974,40,Private,Assoc-voc,Separated,Sales,Not-in-family,Black,44
975,28,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,40
976,24,Private,11th,Never-married,Sales,Own-child,Black,20
977,56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
978,49,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,60
979,38,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,40
980,31,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,40
981,44,Self-emp-not-inc,12th,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,60
982,34,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,45
983,68,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,30
984,21,Private,HS-grad,Never-married,Sales,Own-child,White,40
985,35,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,50
986,21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,40
987,23,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,60
988,39,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,38
989,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,45
990,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,40
991,42,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,40
992,70,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,30
993,61,State-gov,HS-grad,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,40
994,27,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,40
995,21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,48
996,53,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,40
997,40,Private,Some-college,Separated,Adm-clerical,Unmarried,White,45
998,36,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,40
999,20,?,HS-grad,Never-married,?,Own-child,Black,25
1000,52,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,50
1001,35,Private,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,40
1002,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,39
1003,19,Private,10th,Never-married,Farming-fishing,Own-child,White,40
1004,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,40
1005,18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40
1006,28,Private,HS-grad,Never-married,Other-service,Unmarried,White,40
1007,52,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,40
1008,42,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,40
1009,18,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,30
1010,37,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,39
1011,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,45
1012,51,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,99
1013,56,Self-emp-not-inc,HS-grad,Divorced,Other-service,Not-in-family,White,50
1014,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
1015,41,Private,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,50
1016,55,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Wife,White,30
1017,23,Private,HS-grad,Separated,Other-service,Unmarried,White,40
1018,37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,50
1019,24,Private,HS-grad,Never-married,Other-service,Other-relative,White,30
1020,33,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,50
1021,30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,45
1022,18,Private,Some-college,Never-married,Sales,Not-in-family,White,20
1023,46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,50
1024,29,?,Preschool,Never-married,?,Not-in-family,Black,40
1025,45,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,50
1026,56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
1027,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,35
1028,79,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,20
1029,51,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,8
1030,37,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,65
1031,22,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,40
1032,51,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,40
1033,32,Private,Some-college,Never-married,Craft-repair,Own-child,White,40
1034,25,?,Some-college,Divorced,?,Unmarried,White,50
1035,29,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,50
1036,35,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,32
1037,22,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,40
1038,51,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,40
1039,46,Private,Bachelors,Divorced,Sales,Not-in-family,White,40
1040,39,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,Black,48
1041,36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,48
1042,22,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,20
1043,19,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,35
1044,17,Private,10th,Never-married,Other-service,Own-child,White,10
1045,81,?,HS-grad,Married-civ-spouse,?,Husband,White,18
1046,66,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,15
1047,41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
1048,44,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,45
1049,38,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,44
1050,43,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,20
1051,44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,44
1052,25,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,40
1053,57,?,Bachelors,Married-civ-spouse,?,Husband,White,8
1054,20,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,40
1055,43,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
1056,21,Private,HS-grad,Divorced,Sales,Unmarried,White,48
1057,39,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,40
1058,55,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,40
1059,17,Private,10th,Never-married,Other-service,Own-child,White,25
1060,47,State-gov,Masters,Separated,Prof-specialty,Not-in-family,White,38
1061,36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50
1062,17,Private,11th,Never-married,Other-service,Own-child,White,40
1063,22,?,HS-grad,Never-married,?,Unmarried,Black,35
1064,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,20
1065,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,38
1066,36,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,40
1067,26,Private,10th,Divorced,Other-service,Not-in-family,White,40
1068,18,Private,11th,Never-married,Sales,Own-child,White,15
1069,51,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,40
1070,62,Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,40
1071,32,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,50
1072,33,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,40
1073,48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,45
1074,24,Private,HS-grad,Never-married,Sales,Not-in-family,White,40
1075,35,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,50
1076,37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,36
1077,21,Private,Some-college,Never-married,Other-service,Own-child,White,16
1078,41,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,45
1079,35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
1080,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,40
1081,33,State-gov,10th,Married-civ-spouse,Other-service,Husband,White,40
1082,50,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,48
1083,45,?,10th,Divorced,?,Unmarried,White,40
1084,63,Private,11th,Married-civ-spouse,Other-service,Husband,White,30
1085,32,Private,HS-grad,Separated,Exec-managerial,Not-in-family,White,40
1086,37,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,30
1087,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,50
1088,28,Private,HS-grad,Divorced,Transport-moving,Unmarried,Black,20
1089,74,?,HS-grad,Married-civ-spouse,?,Husband,White,6
1090,21,State-gov,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,40
1091,25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,48
1092,44,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,50
1093,58,?,11th,Married-civ-spouse,?,Husband,White,16
1094,49,Local-gov,Masters,Separated,Prof-specialty,Unmarried,White,50
1095,62,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,40
1096,34,Private,Some-college,Never-married,Other-service,Unmarried,White,40
1097,53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,52
1098,40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,45
1099,25,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,40
1100,60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,40
1101,22,Private,10th,Never-married,Adm-clerical,Not-in-family,White,40
1102,21,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,40
1103,17,Private,12th,Never-married,Other-service,Other-relative,White,20
1104,60,Private,7th-8th,Never-married,Transport-moving,Not-in-family,White,48
1105,33,?,11th,Divorced,?,Own-child,White,53
1106,36,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,35
1107,41,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,80
1108,62,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,40
1109,31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,45
1110,47,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,40
1111,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,40
1112,27,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Black,40
1113,35,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,40
