id,room_type,price,minimum_nights,number_of_reviews
4733,Entire home/apt,290,30,2
4734,Entire home/apt,239,30,0
4735,Entire home/apt,225,31,0
4736,Entire home/apt,175,4,5
4737,Private room,97,7,2
4738,Entire home/apt,236,2,0
4739,Entire home/apt,140,7,12
4740,Entire home/apt,150,29,2
4741,Private room,40,2,0
4742,Entire home/apt,200,2,2
4743,Private room,47,1,3
4744,Entire home/apt,1600,3,0
4745,Private room,150,1,2
4746,Entire home/apt,70,2,16
4747,Private room,179,1,27
4748,Entire home/apt,135,31,2
4749,Private room,235,1,34
4750,Entire home/apt,200,4,0
4751,Entire home/apt,173,30,12
4752,Private room,106,2,191
4753,Entire home/apt,142,30,2
4754,Entire home/apt,199,2,1
4755,Private room,114,1,133
4756,Entire home/apt,160,5,14
4757,Private room,75,2,13
4758,Entire home/apt,200,3,41
4759,Entire home/apt,650,2,30
4760,Private room,52,4,7
4761,Entire home/apt,198,30,0
4762,Entire home/apt,99,1,33
4763,Entire home/apt,189,2,9
4764,Entire home/apt,209,29,0
4765,Private room,75,2,3
4766,Private room,90,4,0
4767,Entire home/apt,103,2,12
4768,Entire home/apt,255,30,0
4769,Entire home/apt,269,4,6
4770,Entire home/apt,100,5,10
4771,Entire home/apt,175,2,4
4772,Entire home/apt,230,2,179
4773,Private room,120,3,1
4774,Private room,100,1,10
4775,Entire home/apt,135,3,21
4776,Private room,138,1,8
4777,Entire home/apt,175,7,4
4778,Private room,78,2,36
4779,Private room,63,20,31
4780,Private room,70,4,2
4781,Private room,79,1,10
4782,Private room,150,100,0
4783,Entire home/apt,400,2,5
4784,Private room,65,7,7
4785,Entire home/apt,250,2,5
4786,Entire home/apt,160,4,48
4787,Private room,150,4,0
4788,Entire home/apt,300,4,69
4789,Private room,120,4,31
4790,Entire home/apt,175,4,6
4791,Entire home/apt,200,2,119
4792,Entire home/apt,250,30,0
4793,Entire home/apt,250,1,2
4794,Entire home/apt,50,1,0
4795,Entire home/apt,179,5,0
4796,Entire home/apt,250,7,0
4797,Entire home/apt,259,4,0
4798,Private room,40,5,3
4799,Private room,399,1,1
4800,Entire home/apt,300,1,0
4801,Entire home/apt,180,3,5
4802,Entire home/apt,407,30,12
4803,Entire home/apt,155,29,0
4804,Private room,50,3,0
4805,Entire home/apt,149,2,82
4806,Private room,75,1,59
4807,Entire home/apt,85,2,3
4808,Private room,95,2,100
4809,Entire home/apt,140,30,5
4810,Entire home/apt,245,3,14
4811,Private room,200,3,2
4812,Entire home/apt,999,7,1
4813,Entire home/apt,125,2,1
4814,Entire home/apt,2500,70,0
4815,Private room,120,1,1
4816,Private room,39,1,4
4817,Entire home/apt,140,7,131
4818,Private room,46,1,0
4819,Entire home/apt,145,2,4
4820,Private room,86,30,0
4821,Entire home/apt,140,7,3
4822,Entire home/apt,750,3,0
4823,Entire home/apt,200,3,0
4824,Entire home/apt,180,2,2
4825,Private room,160,3,10
4826,Private room,95,3,1
4827,Entire home/apt,123,2,6
4828,Private room,40,7,12
4829,Entire home/apt,100,12,0
4830,Entire home/apt,125,30,39
4831,Entire home/apt,1600,1,0
4832,Entire home/apt,175,2,0
4833,Entire home/apt,209,1,116
4834,Entire home/apt,200,2,1
4835,Entire home/apt,225,1,8
4836,Entire home/apt,399,7,104
4837,Entire home/apt,140,7,59
4838,Entire home/apt,166,14,18
4839,Private room,120,2,67
4840,Private room,60,20,0
4841,Entire home/apt,200,2,3
4842,Entire home/apt,165,1,8
4843,Entire home/apt,150,1,14
4844,Entire home/apt,550,7,0
4845,Entire home/apt,165,1,6
4846,Entire home/apt,199,7,6
4847,Private room,50,1,8
4848,Private room,110,1,136
4849,Entire home/apt,425,5,7
4850,Private room,175,1,0
4851,Entire home/apt,850,1,16
4852,Entire home/apt,150,19,0
4853,Private room,80,1,0
4854,Private room,125,3,8
4855,Entire home/apt,325,5,7
4856,Entire home/apt,600,1,0
4857,Private room,70,2,0
4858,Shared room,77,1,3
4859,Entire home/apt,250,28,5
4860,Private room,95,3,0
4861,Entire home/apt,250,2,29
4862,Entire home/apt,175,3,4
4863,Entire home/apt,99,5,35
4864,Entire home/apt,145,1,12
4865,Private room,70,3,1
4866,Entire home/apt,345,3,141
4867,Entire home/apt,139,20,0
4868,Entire home/apt,500,4,46
4869,Private room,80,1,0
4870,Entire home/apt,95,1,51
4871,Private room,179,1,2
4872,Entire home/apt,375,1,110
4873,Entire home/apt,190,3,9
4874,Private room,79,5,112
4875,Entire home/apt,300,1,12
4876,Private room,155,1,179
4877,Entire home/apt,350,3,16
4878,Private room,70,2,3
4879,Private room,250,3,33
4880,Entire home/apt,750,3,5
4881,Entire home/apt,280,4,97
4882,Private room,90,5,1
4883,Entire home/apt,220,2,40
4884,Private room,85,2,2
4885,Private room,60,3,194
4886,Entire home/apt,154,30,8
4887,Entire home/apt,110,7,0
4888,Private room,65,1,4
4889,Entire home/apt,165,3,2
4890,Entire home/apt,800,3,0
4891,Private room,75,1,0
4892,Private room,45,1,3
4893,Entire home/apt,125,10,10
4894,Private room,169,7,1
4895,Private room,99,1,123
4896,Private room,53,1,26
4897,Private room,130,4,91
4898,Entire home/apt,187,29,1
4899,Shared room,62,1,112
4900,Entire home/apt,200,7,1
4901,Private room,150,1,2
4902,Private room,110,1,10
4903,Entire home/apt,400,6,40
4904,Private room,65,4,4
4905,Private room,85,3,5
4906,Entire home/apt,170,3,94
4907,Private room,300,1,0
4908,Entire home/apt,200,1,0
4909,Entire home/apt,250,2,22
4910,Private room,75,30,1
4911,Entire home/apt,319,2,2
4912,Entire home/apt,250,1,8
4913,Entire home/apt,184,30,0
4914,Private room,95,4,9
4915,Private room,69,14,3
4916,Private room,75,5,0
4917,Private room,205,2,41
4918,Private room,62,20,0
4919,Entire home/apt,175,6,0
4920,Private room,99,1,95
4921,Private room,126,1,120
4922,Private room,100,2,1
4923,Entire home/apt,425,30,0
4924,Entire home/apt,175,1,0
4925,Entire home/apt,250,1,67
4926,Entire home/apt,250,2,1
4927,Private room,55,30,8
4928,Entire home/apt,120,8,6
4929,Entire home/apt,180,3,29
4930,Private room,91,2,42
4931,Entire home/apt,225,1,14
4932,Entire home/apt,115,29,26
4933,Private room,78,25,0
4934,Private room,95,7,25
4935,Private room,75,1,4
4936,Private room,90,2,3
4937,Private room,120,1,14
4938,Entire home/apt,115,2,70
4939,Entire home/apt,195,7,28
4940,Entire home/apt,127,4,86
4941,Entire home/apt,215,30,1
4942,Shared room,42,2,37
4943,Entire home/apt,80,3,37
4944,Entire home/apt,95,4,3
4945,Entire home/apt,269,3,5
4946,Entire home/apt,199,3,45
4947,Private room,425,7,1
4948,Entire home/apt,134,1,24
4949,Entire home/apt,255,30,0
4950,Private room,40,1,1
4951,Entire home/apt,300,2,1
4952,Private room,300,7,51
4953,Private room,80,7,0
4954,Private room,40,2,27
4955,Entire home/apt,226,2,15
4956,Entire home/apt,150,31,1
4957,Entire home/apt,199,1,1
4958,Entire home/apt,175,2,29
4959,Entire home/apt,340,30,0
4960,Private room,59,30,1
4961,Entire home/apt,250,5,3
4962,Entire home/apt,90,31,9
4963,Entire home/apt,225,1,0
4964,Entire home/apt,200,2,0
4965,Entire home/apt,285,5,3
4966,Entire home/apt,140,1,9
4967,Private room,120,1,44
4968,Entire home/apt,150,2,8
4969,Entire home/apt,1177,3,42
4970,Private room,75,2,122
4971,Entire home/apt,250,3,0
4972,Private room,45,1,84
4973,Entire home/apt,150,1,9
4974,Private room,41,1,124
4975,Private room,56,14,0
4976,Entire home/apt,140,4,0
4977,Entire home/apt,121,30,0
4978,Entire home/apt,199,7,1
4979,Entire home/apt,50,4,24
4980,Private room,100,1,66
4981,Entire home/apt,159,1,15
4982,Entire home/apt,149,3,0
4983,Private room,450,3,0
4984,Entire home/apt,219,1,5
4985,Private room,80,1,1
4986,Entire home/apt,350,3,0
4987,Entire home/apt,200,2,1
4988,Entire home/apt,175,2,2
4989,Entire home/apt,150,2,25
4990,Private room,85,1,3
4991,Entire home/apt,110,30,9
4992,Entire home/apt,199,2,15
4993,Entire home/apt,275,1,0
4994,Entire home/apt,950,3,42
4995,Shared room,299,1,0
4996,Entire home/apt,168,3,20
4997,Entire home/apt,6800,1,0
4998,Entire home/apt,149,5,1
4999,Entire home/apt,200,2,11
5000,Private room,100,3,21
5001,Entire home/apt,200,1,0
5002,Entire home/apt,250,6,11
5003,Private room,70,7,1
5004,Entire home/apt,165,3,22
5005,Private room,77,3,92
5006,Entire home/apt,820,1,1
5007,Shared room,110,7,15
5008,Private room,200,1,5
5009,Private room,90,5,3
5010,Entire home/apt,222,30,1
5011,Entire home/apt,200,30,14
5012,Entire home/apt,140,10,0
5013,Entire home/apt,170,1,3
5014,Entire home/apt,150,2,25
5015,Private room,85,2,14
5016,Entire home/apt,153,30,1
5017,Entire home/apt,185,1,0
5018,Entire home/apt,160,3,12
5019,Private room,80,3,1
5020,Private room,105,3,4
5021,Private room,98,7,2
5022,Entire home/apt,150,2,1
5023,Private room,80,2,3
5024,Private room,35,1,0
5025,Entire home/apt,199,7,36
5026,Entire home/apt,150,5,10
5027,Entire home/apt,150,4,1
5028,Shared room,49,2,60
5029,Entire home/apt,145,28,2
5030,Private room,80,1,0
5031,Private room,52,22,1
5032,Entire home/apt,202,29,0
5033,Private room,45,1,50
5034,Entire home/apt,175,4,5
5035,Entire home/apt,90,30,20
5036,Entire home/apt,135,1,0
5037,Entire home/apt,128,90,8
5038,Private room,60,1,1
5039,Entire home/apt,2500,40,17
5040,Private room,59,30,4
5041,Private room,75,3,2
5042,Entire home/apt,125,1,59
5043,Entire home/apt,249,2,80
5044,Entire home/apt,189,2,136
5045,Entire home/apt,149,5,88
5046,Entire home/apt,225,1,5
5047,Entire home/apt,180,2,178
5048,Private room,65,2,2
5049,Entire home/apt,175,3,157
5050,Entire home/apt,150,3,7
5051,Private room,125,1,0
5052,Entire home/apt,140,30,8
5053,Private room,60,3,124
5054,Entire home/apt,300,3,0
5055,Entire home/apt,615,4,42
5056,Private room,60,2,3
5057,Entire home/apt,131,3,35
5058,Entire home/apt,1150,1,0
5059,Private room,115,1,54
5060,Private room,300,1,0
5061,Private room,90,8,3
5062,Private room,149,1,6
5063,Private room,82,4,0
5064,Private room,50,15,0
5065,Private room,75,2,1
5066,Entire home/apt,127,3,1
5067,Entire home/apt,299,4,1
5068,Entire home/apt,1750,7,0
5069,Private room,80,3,1
5070,Private room,60,30,0
5071,Private room,100,5,32
5072,Entire home/apt,150,14,1
5073,Private room,70,15,2
5074,Entire home/apt,250,2,12
5075,Entire home/apt,300,1,14
5076,Entire home/apt,400,6,5
5077,Entire home/apt,200,1,23
5078,Entire home/apt,550,1,57
5079,Entire home/apt,144,3,0
5080,Entire home/apt,200,1,5
5081,Entire home/apt,150,1,0
5082,Entire home/apt,160,3,0
5083,Entire home/apt,95,5,3
5084,Entire home/apt,80,2,40
5085,Entire home/apt,120,1,3
5086,Entire home/apt,150,5,1
5087,Private room,100,1,0
5088,Entire home/apt,256,2,4
5089,Entire home/apt,300,30,0
5090,Entire home/apt,350,1,0
5091,Entire home/apt,205,30,1
5092,Entire home/apt,612,1,15
5093,Entire home/apt,159,30,12
5094,Private room,150,4,12
5095,Entire home/apt,195,2,21
5096,Entire home/apt,100,1,32
5097,Entire home/apt,650,3,2
5098,Entire home/apt,7500,1,0
5099,Shared room,44,1,49
5100,Entire home/apt,190,2,5
5101,Private room,84,1,2
5102,Private room,1250,1,0
5103,Entire home/apt,179,2,3
5104,Private room,57,4,0
5105,Entire home/apt,100,7,1
5106,Entire home/apt,330,30,1
5107,Entire home/apt,99,25,16
5108,Entire home/apt,200,5,11
5109,Private room,200,2,1
5110,Entire home/apt,300,2,2
5111,Private room,220,3,1
5112,Private room,140,1,13
5113,Entire home/apt,220,2,48
5114,Entire home/apt,270,30,0
5115,Entire home/apt,379,7,45
5116,Private room,75,2,77
5117,Entire home/apt,250,1,3
5118,Entire home/apt,340,2,1
5119,Private room,55,30,4
5120,Entire home/apt,231,2,5
5121,Private room,95,5,45
5122,Private room,68,3,0
5123,Entire home/apt,159,1,5
5124,Private room,100,1,62
5125,Private room,89,30,30
5126,Entire home/apt,120,2,5
5127,Private room,70,30,76
5128,Entire home/apt,400,5,0
5129,Private room,64,5,42
5130,Entire home/apt,190,1,1
5131,Entire home/apt,150,3,9
5132,Entire home/apt,350,1,6
5133,Entire home/apt,108,2,6
5134,Private room,52,3,186
5135,Private room,369,3,8
5136,Entire home/apt,150,8,3
5137,Entire home/apt,200,3,21
5138,Entire home/apt,245,2,2
5139,Private room,73,5,4
5140,Entire home/apt,499,3,2
5141,Entire home/apt,158,1,0
5142,Entire home/apt,170,1,127
5143,Entire home/apt,149,3,25
5144,Entire home/apt,260,30,3
5145,Entire home/apt,225,3,12
5146,Entire home/apt,189,30,3
5147,Private room,65,2,219
5148,Entire home/apt,249,30,0
5149,Private room,180,1,319
5150,Entire home/apt,168,2,0
5151,Entire home/apt,150,10,0
5152,Entire home/apt,170,7,83
5153,Entire home/apt,135,1,0
5154,Entire home/apt,85,30,10
5155,Entire home/apt,199,30,6
5156,Private room,42,2,0
5157,Shared room,400,2,0
5158,Entire home/apt,225,30,1
5159,Private room,100,3,2
5160,Entire home/apt,300,30,0
5161,Entire home/apt,78,4,7
5162,Entire home/apt,105,30,5
5163,Entire home/apt,250,2,17
5164,Entire home/apt,150,3,27
5165,Entire home/apt,315,2,29
5166,Entire home/apt,250,2,47
5167,Entire home/apt,309,1,0
5168,Entire home/apt,170,1,20
5169,Entire home/apt,200,3,22
5170,Entire home/apt,449,5,5
5171,Entire home/apt,199,5,0
5172,Private room,155,1,193
5173,Private room,82,1,6
5174,Private room,59,1,15
5175,Entire home/apt,125,30,128
5176,Entire home/apt,151,3,19
5177,Entire home/apt,190,5,0
5178,Private room,100,1,4
5179,Private room,77,1,9
5180,Private room,285,1,32
5181,Private room,90,3,3
5182,Private room,65,30,1
5183,Private room,75,3,4
5184,Entire home/apt,250,31,0
5185,Entire home/apt,200,3,3
5186,Entire home/apt,170,3,86
5187,Private room,60,2,3
5188,Private room,170,2,5
5189,Entire home/apt,165,7,5
5190,Entire home/apt,300,5,7
5191,Entire home/apt,350,20,0
5192,Entire home/apt,160,4,0
5193,Shared room,117,1,5
5194,Entire home/apt,125,30,3
5195,Private room,80,1,0
5196,Private room,30,8,1
5197,Entire home/apt,125,30,4
5198,Private room,69,1,77
5199,Entire home/apt,105,30,2
5200,Entire home/apt,183,2,35
5201,Entire home/apt,294,30,0
5202,Private room,150,3,0
5203,Entire home/apt,150,30,0
5204,Private room,425,1,4
5205,Private room,39,2,0
5206,Private room,40,10,0
5207,Private room,175,1,0
5208,Entire home/apt,99,3,0
5209,Private room,80,3,15
5210,Private room,138,2,41
5211,Shared room,66,1,1
5212,Entire home/apt,161,2,9
5213,Entire home/apt,179,30,0
5214,Private room,85,3,3
5215,Private room,130,2,10
5216,Private room,70,1,0
5217,Private room,300,1,0
5218,Private room,100,30,0
5219,Entire home/apt,249,1,67
5220,Entire home/apt,120,2,6
5221,Entire home/apt,180,4,3
5222,Entire home/apt,187,3,12
5223,Shared room,70,1,4
5224,Private room,115,3,1
5225,Entire home/apt,70,30,11
5226,Private room,150,3,167
5227,Private room,130,2,3
5228,Private room,99,1,5
5229,Entire home/apt,250,3,0
5230,Entire home/apt,420,1,3
5231,Entire home/apt,500,30,0
5232,Entire home/apt,175,2,7
5233,Entire home/apt,119,3,6
5234,Entire home/apt,165,1,12
5235,Entire home/apt,300,1,0
5236,Entire home/apt,310,30,0
5237,Entire home/apt,171,30,4
5238,Entire home/apt,130,2,3
5239,Private room,45,10,0
5240,Private room,130,3,11
5241,Entire home/apt,100,3,226
5242,Private room,150,1,61
5243,Entire home/apt,85,90,1
5244,Private room,75,1,5
5245,Private room,45,1,0
5246,Entire home/apt,159,90,0
5247,Private room,47,3,13
5248,Entire home/apt,149,1,15
5249,Private room,119,7,11
5250,Private room,80,180,1
5251,Entire home/apt,299,2,155
5252,Private room,99,1,6
5253,Private room,65,2,0
5254,Entire home/apt,145,1,1
5255,Private room,159,2,150
5256,Entire home/apt,339,4,28
5257,Entire home/apt,225,3,10
5258,Entire home/apt,230,5,14
5259,Private room,90,3,1
5260,Entire home/apt,84,2,0
5261,Entire home/apt,215,1,0
5262,Entire home/apt,215,1,0
5263,Private room,125,2,0
5264,Entire home/apt,219,30,8
5265,Entire home/apt,100,3,12
5266,Entire home/apt,150,30,0
5267,Entire home/apt,222,6,0
5268,Private room,125,4,1
5269,Entire home/apt,180,5,6
5270,Entire home/apt,90,30,1
5271,Entire home/apt,350,6,13
5272,Entire home/apt,499,4,5
5273,Private room,95,1,0
5274,Entire home/apt,100,2,11
5275,Private room,70,28,0
5276,Entire home/apt,199,2,5
5277,Private room,61,1,1
5278,Private room,105,3,29
5279,Private room,150,4,37
5280,Entire home/apt,250,5,0
5281,Entire home/apt,180,2,51
5282,Private room,110,3,59
5283,Entire home/apt,299,2,5
5284,Private room,100,5,0
5285,Entire home/apt,176,30,1
5286,Entire home/apt,100,30,12
5287,Private room,60,15,0
5288,Entire home/apt,150,1,1
5289,Entire home/apt,225,3,3
5290,Private room,93,1,2
5291,Entire home/apt,86,20,0
5292,Entire home/apt,250,53,2
5293,Private room,35,3,0
5294,Entire home/apt,165,3,2
5295,Entire home/apt,129,7,11
5296,Entire home/apt,148,30,9
5297,Entire home/apt,99,2,0
5298,Entire home/apt,500,1,5
5299,Private room,57,2,57
5300,Entire home/apt,172,1,18
5301,Entire home/apt,280,1,1
5302,Private room,59,4,7
5303,Entire home/apt,149,2,7
5304,Private room,69,3,1
5305,Entire home/apt,150,5,9
5306,Private room,65,1,26
5307,Private room,125,2,42
5308,Entire home/apt,205,3,0
5309,Private room,52,2,1
5310,Entire home/apt,146,3,45
5311,Private room,25,2,102
5312,Entire home/apt,314,30,1
5313,Private room,80,5,15
5314,Private room,140,1,1
5315,Private room,50,60,13
5316,Entire home/apt,160,1,26
5317,Entire home/apt,230,9,49
5318,Entire home/apt,150,1,5
5319,Entire home/apt,159,2,15
5320,Private room,45,5,20
5321,Entire home/apt,87,30,8
5322,Private room,280,1,0
5323,Entire home/apt,225,2,129
5324,Entire home/apt,2000,7,0
5325,Private room,78,1,38
5326,Private room,120,1,7
5327,Entire home/apt,299,1,32
5328,Private room,38,3,0
5329,Entire home/apt,350,1,1
5330,Entire home/apt,270,5,0
5331,Entire home/apt,125,5,2
5332,Private room,220,7,0
5333,Entire home/apt,200,3,5
5334,Private room,99,3,1
5335,Entire home/apt,159,29,0
5336,Entire home/apt,235,30,0
5337,Private room,209,7,1
5338,Entire home/apt,200,10,11
5339,Entire home/apt,367,30,1
5340,Entire home/apt,150,1,0
5341,Private room,70,15,0
5342,Entire home/apt,325,1,0
5343,Entire home/apt,234,2,5
5344,Entire home/apt,220,30,2
5345,Private room,99,1,7
5346,Entire home/apt,748,30,0
5347,Private room,90,2,187
5348,Shared room,44,1,25
5349,Entire home/apt,300,5,5
5350,Entire home/apt,225,4,2
5351,Entire home/apt,118,5,1
5352,Entire home/apt,276,30,0
5353,Private room,90,3,40
5354,Entire home/apt,850,3,32
5355,Entire home/apt,260,3,24
5356,Private room,60,1,0
5357,Private room,60,20,4
5358,Shared room,45,1,6
5359,Private room,90,1,0
5360,Entire home/apt,210,2,2
5361,Entire home/apt,150,7,0
5362,Entire home/apt,185,1,0
5363,Private room,55,2,2
5364,Private room,81,4,27
5365,Entire home/apt,300,2,1
5366,Private room,95,5,110
5367,Private room,100,2,165
5368,Entire home/apt,410,3,0
5369,Entire home/apt,150,2,0
5370,Entire home/apt,137,3,2
5371,Entire home/apt,205,30,2
5372,Private room,65,3,5
5373,Entire home/apt,250,30,1
5374,Private room,65,1,11
5375,Entire home/apt,87,30,7
5376,Private room,110,1,0
5377,Private room,410,1,1
5378,Entire home/apt,699,3,5
5379,Entire home/apt,452,30,1
5380,Entire home/apt,150,6,2
5381,Private room,45,9,1
5382,Entire home/apt,305,30,1
5383,Private room,105,1,2
5384,Private room,85,1,77
5385,Entire home/apt,149,2,8
5386,Entire home/apt,400,4,7
5387,Private room,115,1,31
5388,Entire home/apt,399,5,29
5389,Private room,69,4,0
5390,Entire home/apt,140,5,0
5391,Entire home/apt,165,2,146
5392,Private room,270,1,0
5393,Private room,101,7,51
5394,Private room,65,2,7
5395,Private room,83,2,178
5396,Entire home/apt,299,3,1
5397,Entire home/apt,100,8,8
5398,Entire home/apt,225,2,6
5399,Entire home/apt,200,1,0
5400,Entire home/apt,225,1,7
5401,Private room,100,5,0
5402,Entire home/apt,60,365,9
5403,Private room,50,13,0
5404,Private room,75,1,2
5405,Entire home/apt,185,1,24
5406,Private room,77,3,30
5407,Entire home/apt,89,4,16
5408,Entire home/apt,995,1,3
5409,Entire home/apt,295,4,3
5410,Entire home/apt,395,3,1
5411,Entire home/apt,329,4,33
5412,Entire home/apt,162,1,0
5413,Entire home/apt,325,30,0
5414,Private room,100,2,1
5415,Entire home/apt,160,4,1
5416,Entire home/apt,150,30,0
5417,Entire home/apt,175,2,1
5418,Private room,119,2,6
5419,Entire home/apt,350,1,11
5420,Entire home/apt,200,2,29
5421,Private room,200,1,2
5422,Entire home/apt,229,29,0
5423,Private room,147,1,13
5424,Private room,85,3,4
5425,Entire home/apt,250,4,19
5426,Entire home/apt,150,60,9
5427,Private room,90,2,8
5428,Entire home/apt,230,2,1
5429,Private room,219,1,4
5430,Entire home/apt,100,2,0
5431,Private room,100,3,10
5432,Entire home/apt,850,1,0
5433,Entire home/apt,115,14,1
5434,Entire home/apt,225,25,22
5435,Entire home/apt,150,30,1
5436,Entire home/apt,150,1,23
5437,Private room,425,1,0
5438,Entire home/apt,99,30,23
5439,Entire home/apt,210,2,51
5440,Private room,149,3,16
5441,Entire home/apt,100,3,44
5442,Private room,79,1,56
5443,Entire home/apt,250,30,0
5444,Entire home/apt,130,1,12
5445,Entire home/apt,120,30,2
5446,Entire home/apt,210,1,8
5447,Private room,60,7,25
5448,Private room,30,2,1
5449,Entire home/apt,187,29,0
5450,Private room,150,1,330
5451,Private room,90,1,295
5452,Private room,30,2,1
5453,Entire home/apt,159,1,126
5454,Entire home/apt,182,3,5
5455,Entire home/apt,100,1,1
5456,Private room,69,6,30
5457,Private room,69,1,67
5458,Entire home/apt,185,30,3
5459,Entire home/apt,75,3,5
5460,Entire home/apt,269,4,6
5461,Entire home/apt,325,6,15
5462,Private room,63,3,50
5463,Shared room,75,1,4
5464,Entire home/apt,393,30,0
5465,Private room,120,2,32
5466,Entire home/apt,161,30,18
5467,Entire home/apt,250,7,1
5468,Private room,209,1,0
5469,Shared room,75,1,3
5470,Entire home/apt,250,30,19
5471,Entire home/apt,185,10,1
5472,Entire home/apt,179,4,12
5473,Entire home/apt,900,1,7
5474,Entire home/apt,220,2,8
5475,Entire home/apt,125,21,45
5476,Private room,100,2,16
5477,Entire home/apt,495,2,7
5478,Private room,75,4,7
5479,Private room,62,30,0
5480,Shared room,39,1,7
5481,Private room,55,6,12
5482,Entire home/apt,125,3,5
5483,Private room,50,3,1
5484,Entire home/apt,160,14,3
5485,Entire home/apt,135,4,9
5486,Entire home/apt,250,2,12
5487,Entire home/apt,132,1,1
5488,Entire home/apt,134,7,0
5489,Entire home/apt,495,15,4
5490,Entire home/apt,150,2,0
5491,Entire home/apt,149,7,1
5492,Entire home/apt,220,30,0
5493,Entire home/apt,75,5,0
5494,Entire home/apt,100,5,0
5495,Entire home/apt,135,2,3
5496,Entire home/apt,145,7,13
5497,Private room,150,1,5
5498,Entire home/apt,150,5,3
5499,Shared room,75,1,0
5500,Private room,95,7,2
5501,Entire home/apt,350,30,0
5502,Private room,85,1,70
5503,Entire home/apt,200,4,47
5504,Private room,65,5,23
5505,Private room,450,3,0
5506,Private room,77,7,17
5507,Private room,100,1,2
5508,Entire home/apt,100,1,1
5509,Entire home/apt,220,30,1
5510,Entire home/apt,96,3,2
5511,Entire home/apt,1000,2,95
5512,Private room,75,2,129
5513,Private room,100,3,140
5514,Private room,79,1,62
5515,Entire home/apt,135,7,2
5516,Private room,69,2,45
5517,Entire home/apt,249,1,9
5518,Entire home/apt,145,4,20
5519,Private room,125,1,84
5520,Private room,120,2,11
5521,Entire home/apt,199,4,15
5522,Private room,113,1,12
5523,Entire home/apt,130,4,7
5524,Entire home/apt,230,2,2
5525,Entire home/apt,200,2,74
5526,Entire home/apt,95,16,8
5527,Private room,70,1,2
5528,Entire home/apt,189,1,40
5529,Entire home/apt,124,5,124
5530,Entire home/apt,150,2,21
5531,Entire home/apt,150,14,0
5532,Entire home/apt,225,30,1
5533,Entire home/apt,275,1,2
5534,Private room,60,15,1
5535,Shared room,79,3,4
5536,Entire home/apt,300,7,14
5537,Entire home/apt,229,2,7
5538,Entire home/apt,120,3,11
5539,Private room,169,2,0
5540,Entire home/apt,125,21,0
5541,Entire home/apt,449,1,1
5542,Entire home/apt,499,5,6
5543,Private room,80,2,12
5544,Shared room,65,2,9
5545,Private room,50,3,14
5546,Private room,94,15,0
5547,Entire home/apt,120,6,1
5548,Entire home/apt,195,6,0
5549,Entire home/apt,175,3,10
5550,Private room,95,1,3
5551,Entire home/apt,200,30,0
5552,Private room,75,26,57
5553,Private room,100,15,5
5554,Entire home/apt,180,2,0
5555,Entire home/apt,175,8,3
5556,Entire home/apt,350,1,1
5557,Entire home/apt,219,2,129
5558,Entire home/apt,379,20,0
5559,Entire home/apt,175,3,4
5560,Private room,94,2,4
5561,Private room,62,3,21
5562,Entire home/apt,130,30,10
5563,Private room,100,1,13
5564,Entire home/apt,145,3,13
5565,Entire home/apt,140,2,31
5566,Private room,110,1,2
5567,Private room,150,1,2
5568,Entire home/apt,750,3,97
5569,Private room,80,2,3
5570,Entire home/apt,200,5,7
5571,Entire home/apt,180,3,2
5572,Private room,100,3,6
5573,Private room,104,5,0
5574,Entire home/apt,150,30,0
5575,Entire home/apt,180,5,11
5576,Entire home/apt,99,30,15
5577,Private room,99,1,1
5578,Private room,55,21,0
5579,Private room,100,3,172
5580,Private room,105,1,1
5581,Private room,120,2,128
5582,Private room,169,2,33
5583,Private room,60,7,1
5584,Private room,50,4,0
5585,Entire home/apt,150,4,1
5586,Private room,100,1,4
5587,Private room,69,3,0
5588,Entire home/apt,66,1,12
5589,Entire home/apt,100,4,5
5590,Shared room,85,1,5
5591,Private room,125,56,0
5592,Private room,90,4,20
5593,Entire home/apt,290,30,4
5594,Private room,135,4,37
5595,Entire home/apt,297,30,0
5596,Private room,150,1,9
5597,Private room,55,1,167
5598,Entire home/apt,201,2,33
5599,Entire home/apt,418,1,16
5600,Entire home/apt,800,5,0
5601,Entire home/apt,295,4,0
5602,Entire home/apt,119,3,1
5603,Entire home/apt,325,3,2
5604,Private room,50,2,31
5605,Entire home/apt,166,30,7
5606,Shared room,80,1,60
5607,Entire home/apt,160,2,53
5608,Private room,95,14,172
5609,Private room,85,1,165
5610,Private room,115,1,160
5611,Entire home/apt,140,4,119
5612,Entire home/apt,85,1,28
5613,Entire home/apt,110,1,8
5614,Private room,60,1,103
5615,Private room,60,3,8
5616,Entire home/apt,470,2,4
5617,Entire home/apt,175,31,3
5618,Entire home/apt,150,4,12
5619,Entire home/apt,200,5,4
5620,Entire home/apt,150,1,2
5621,Private room,79,1,26
5622,Entire home/apt,900,2,0
5623,Private room,60,7,11
5624,Entire home/apt,130,30,2
5625,Entire home/apt,300,2,0
5626,Private room,82,2,26
5627,Entire home/apt,159,2,43
5628,Entire home/apt,239,7,70
5629,Entire home/apt,200,3,1
5630,Entire home/apt,200,4,1
5631,Entire home/apt,120,30,1
5632,Entire home/apt,250,2,0
5633,Private room,180,1,205
5634,Private room,100,1,6
5635,Private room,93,3,32
5636,Entire home/apt,70,30,0
