id,sex,income
1391,Male,<=50K
1392,Female,<=50K
1393,Male,<=50K
1394,Female,<=50K
1395,Male,<=50K
1396,Female,<=50K
1397,Male,<=50K
1398,Male,>50K
1399,Male,>50K
1400,Male,<=50K
1401,Male,<=50K
1402,Male,>50K
1403,Male,<=50K
1404,Female,<=50K
1405,Male,>50K
1406,Female,>50K
1407,Male,<=50K
1408,Male,>50K
1409,Female,<=50K
1410,Female,<=50K
1411,Male,>50K
1412,Male,<=50K
1413,Female,<=50K
1414,Male,>50K
1415,Female,<=50K
1416,Female,<=50K
1417,Female,<=50K
1418,Male,<=50K
1419,Male,<=50K
1420,Male,<=50K
1421,Male,<=50K
1422,Female,<=50K
1423,Male,<=50K
1424,Male,<=50K
1425,Male,<=50K
1426,Male,<=50K
1427,Male,<=50K
1428,Male,<=50K
1429,Male,<=50K
1430,Male,<=50K
1431,Male,<=50K
1432,Female,<=50K
1433,Male,<=50K
1434,Female,<=50K
1435,Male,>50K
1436,Female,<=50K
1437,Male,>50K
1438,Male,>50K
1439,Female,<=50K
1440,Male,>50K
1441,Male,<=50K
1442,Female,<=50K
1443,Male,>50K
1444,Male,<=50K
1445,Female,<=50K
1446,Male,<=50K
1447,Female,<=50K
1448,Male,<=50K
1449,Male,<=50K
1450,Male,<=50K
1451,Male,<=50K
1452,Male,>50K
1453,Male,>50K
1454,Female,<=50K
1455,Male,<=50K
1456,Male,<=50K
1457,Male,<=50K
1458,Male,<=50K
1459,Male,<=50K
1460,Male,<=50K
1461,Female,<=50K
1462,Male,<=50K
1463,Male,<=50K
1464,Male,<=50K
1465,Female,<=50K
1466,Male,>50K
1467,Male,<=50K
1468,Female,>50K
1469,Female,<=50K
1470,Male,<=50K
1471,Male,>50K
1472,Female,<=50K
1473,Female,<=50K
1474,Male,>50K
1475,Female,<=50K
1476,Male,<=50K
1477,Male,<=50K
1478,Female,<=50K
1479,Male,>50K
1480,Male,<=50K
1481,Male,>50K
1482,Male,<=50K
1483,Female,<=50K
1484,Male,<=50K
1485,Female,<=50K
1486,Male,<=50K
1487,Male,>50K
1488,Male,>50K
1489,Male,<=50K
1490,Male,<=50K
1491,Female,<=50K
1492,Male,<=50K
1493,Male,<=50K
1494,Male,>50K
1495,Male,<=50K
1496,Female,<=50K
1497,Male,<=50K
1498,Male,<=50K
1499,Male,>50K
1500,Male,>50K
1501,Female,<=50K
1502,Female,<=50K
1503,Male,<=50K
1504,Female,<=50K
1505,Male,<=50K
1506,Male,<=50K
1507,Female,<=50K
1508,Male,<=50K
1509,Male,>50K
1510,Female,<=50K
1511,Male,<=50K
1512,Female,>50K
1513,Male,<=50K
1514,Female,<=50K
1515,Male,>50K
1516,Male,>50K
1517,Female,<=50K
1518,Female,<=50K
1519,Male,>50K
1520,Male,>50K
1521,Male,<=50K
1522,Female,>50K
1523,Male,>50K
1524,Male,<=50K
1525,Male,<=50K
1526,Male,<=50K
1527,Female,<=50K
1528,Male,>50K
1529,Male,<=50K
1530,Male,<=50K
1531,Male,>50K
1532,Male,<=50K
1533,Male,<=50K
1534,Male,<=50K
1535,Male,<=50K
1536,Male,<=50K
1537,Female,<=50K
1538,Male,<=50K
1539,Male,<=50K
1540,Male,>50K
1541,Male,>50K
1542,Female,<=50K
1543,Male,>50K
1544,Male,<=50K
1545,Female,<=50K
1546,Female,<=50K
1547,Male,>50K
1548,Female,<=50K
1549,Male,<=50K
1550,Male,>50K
1551,Female,<=50K
1552,Male,<=50K
1553,Male,<=50K
1554,Male,<=50K
1555,Male,>50K
1556,Male,<=50K
1557,Male,<=50K
1558,Male,>50K
1559,Male,>50K
1560,Female,>50K
1561,Male,<=50K
1562,Female,<=50K
1563,Female,<=50K
1564,Female,<=50K
1565,Male,>50K
1566,Female,<=50K
1567,Female,>50K
1568,Male,<=50K
1569,Male,<=50K
1570,Female,<=50K
1571,Female,>50K
1572,Female,<=50K
1573,Male,<=50K
1574,Male,<=50K
1575,Male,>50K
1576,Male,<=50K
1577,Female,<=50K
1578,Male,<=50K
1579,Female,>50K
1580,Male,>50K
1581,Male,>50K
1582,Male,>50K
1583,Male,<=50K
1584,Female,<=50K
1585,Male,>50K
1586,Male,>50K
1587,Male,>50K
1588,Female,<=50K
1589,Female,<=50K
1590,Male,<=50K
1591,Male,>50K
1592,Female,<=50K
1593,Female,<=50K
1594,Male,<=50K
1595,Female,<=50K
1596,Female,<=50K
1597,Male,<=50K
1598,Male,<=50K
1599,Male,<=50K
1600,Male,>50K
1601,Female,<=50K
1602,Female,<=50K
1603,Male,<=50K
1604,Male,>50K
1605,Female,<=50K
1606,Male,<=50K
1607,Male,<=50K
1608,Female,<=50K
1609,Female,<=50K
1610,Male,<=50K
1611,Male,<=50K
1612,Male,<=50K
1613,Female,<=50K
1614,Male,<=50K
1615,Female,<=50K
1616,Female,<=50K
1617,Male,>50K
1618,Male,<=50K
1619,Male,>50K
1620,Male,<=50K
1621,Female,<=50K
1622,Male,<=50K
1623,Female,<=50K
1624,Male,<=50K
1625,Male,>50K
1626,Male,>50K
1627,Male,<=50K
1628,Male,>50K
1629,Male,>50K
1630,Female,<=50K
1631,Male,<=50K
1632,Female,<=50K
1633,Female,<=50K
1634,Male,>50K
1635,Female,<=50K
1636,Male,>50K
1637,Male,<=50K
1638,Female,<=50K
1639,Female,<=50K
1640,Male,>50K
1641,Female,<=50K
1642,Female,<=50K
1643,Male,<=50K
1644,Male,<=50K
1645,Male,<=50K
1646,Male,<=50K
1647,Male,<=50K
1648,Male,<=50K
1649,Male,<=50K
1650,Male,>50K
1651,Male,<=50K
1652,Male,>50K
1653,Female,<=50K
1654,Female,<=50K
1655,Male,>50K
1656,Male,>50K
1657,Male,>50K
1658,Female,<=50K
1659,Female,<=50K
1660,Female,<=50K
1661,Male,<=50K
1662,Male,<=50K
1663,Female,>50K
1664,Male,<=50K
1665,Female,<=50K
1666,Female,<=50K
1667,Male,<=50K
1668,Male,<=50K
1669,Male,>50K
1670,Male,<=50K
1671,Male,<=50K
1672,Male,<=50K
1673,Male,<=50K
1674,Male,>50K
1675,Female,>50K
1676,Male,<=50K
1677,Male,<=50K
1678,Female,<=50K
1679,Male,>50K
1680,Female,<=50K
1681,Male,>50K
1682,Female,<=50K
1683,Male,<=50K
1684,Male,>50K
1685,Male,<=50K
1686,Male,<=50K
1687,Male,<=50K
1688,Male,<=50K
1689,Female,<=50K
1690,Male,>50K
1691,Female,<=50K
1692,Female,<=50K
1693,Male,>50K
1694,Female,<=50K
1695,Male,>50K
1696,Male,>50K
1697,Male,>50K
1698,Male,<=50K
1699,Male,>50K
1700,Male,<=50K
1701,Male,>50K
1702,Male,<=50K
1703,Male,>50K
1704,Male,>50K
1705,Female,<=50K
1706,Male,<=50K
1707,Male,<=50K
1708,Male,>50K
1709,Female,>50K
1710,Female,<=50K
1711,Female,<=50K
1712,Female,>50K
1713,Female,<=50K
1714,Male,<=50K
1715,Male,<=50K
1716,Female,<=50K
1717,Female,<=50K
1718,Male,<=50K
1719,Male,>50K
1720,Female,<=50K
1721,Male,>50K
1722,Female,<=50K
1723,Male,<=50K
1724,Male,>50K
1725,Male,<=50K
1726,Male,>50K
1727,Male,>50K
1728,Female,<=50K
1729,Male,<=50K
1730,Male,<=50K
1731,Male,<=50K
1732,Male,<=50K
1733,Male,>50K
1734,Male,>50K
1735,Male,<=50K
1736,Male,<=50K
1737,Male,>50K
1738,Male,<=50K
1739,Female,<=50K
1740,Female,<=50K
1741,Female,<=50K
1742,Male,>50K
1743,Male,<=50K
1744,Male,<=50K
1745,Male,<=50K
1746,Male,<=50K
1747,Male,<=50K
1748,Female,<=50K
1749,Male,<=50K
1750,Male,<=50K
1751,Female,<=50K
1752,Male,<=50K
1753,Male,<=50K
1754,Male,<=50K
1755,Male,>50K
1756,Female,<=50K
1757,Female,<=50K
1758,Female,<=50K
1759,Male,<=50K
1760,Male,>50K
1761,Male,<=50K
1762,Female,<=50K
1763,Male,<=50K
1764,Male,<=50K
1765,Male,<=50K
1766,Female,<=50K
1767,Male,>50K
1768,Female,<=50K
1769,Male,>50K
1770,Male,<=50K
1771,Female,<=50K
1772,Female,<=50K
1773,Female,<=50K
1774,Male,<=50K
1775,Female,>50K
1776,Male,<=50K
1777,Male,<=50K
1778,Male,<=50K
1779,Male,<=50K
1780,Male,<=50K
1781,Female,>50K
1782,Male,<=50K
1783,Male,>50K
1784,Female,<=50K
1785,Male,>50K
1786,Male,<=50K
1787,Male,>50K
1788,Male,>50K
1789,Female,<=50K
1790,Female,<=50K
1791,Male,>50K
1792,Female,<=50K
1793,Male,<=50K
1794,Male,<=50K
1795,Male,<=50K
1796,Male,<=50K
1797,Female,<=50K
1798,Male,<=50K
1799,Male,<=50K
1800,Male,<=50K
1801,Male,>50K
1802,Male,<=50K
1803,Male,<=50K
1804,Male,<=50K
1805,Male,<=50K
1806,Female,<=50K
1807,Female,<=50K
1808,Male,<=50K
1809,Female,<=50K
1810,Female,<=50K
1811,Male,>50K
1812,Male,<=50K
1813,Male,>50K
1814,Male,<=50K
1815,Female,<=50K
1816,Female,<=50K
1817,Female,<=50K
1818,Female,<=50K
1819,Male,<=50K
1820,Male,<=50K
1821,Male,>50K
1822,Male,<=50K
1823,Male,<=50K
1824,Male,<=50K
1825,Female,<=50K
1826,Female,<=50K
1827,Female,<=50K
1828,Male,<=50K
1829,Female,<=50K
1830,Female,<=50K
1831,Male,>50K
1832,Male,>50K
1833,Male,<=50K
1834,Male,<=50K
1835,Female,<=50K
1836,Male,>50K
1837,Male,>50K
1838,Male,<=50K
1839,Male,<=50K
1840,Female,<=50K
1841,Male,<=50K
1842,Female,<=50K
1843,Male,>50K
1844,Male,<=50K
1845,Male,>50K
1846,Male,<=50K
1847,Male,<=50K
1848,Female,<=50K
1849,Female,<=50K
1850,Male,<=50K
1851,Male,<=50K
1852,Female,<=50K
1853,Male,>50K
1854,Male,>50K
1855,Male,<=50K
1856,Male,>50K
1857,Male,<=50K
1858,Female,<=50K
1859,Male,>50K
1860,Male,<=50K
1861,Male,<=50K
1862,Male,<=50K
1863,Male,>50K
1864,Female,<=50K
1865,Male,>50K
1866,Female,<=50K
1867,Male,<=50K
1868,Male,<=50K
1869,Male,<=50K
1870,Male,>50K
1871,Male,<=50K
1872,Male,>50K
1873,Male,<=50K
1874,Female,<=50K
1875,Female,<=50K
1876,Male,<=50K
1877,Female,>50K
1878,Male,>50K
1879,Female,>50K
1880,Male,>50K
1881,Female,<=50K
1882,Female,<=50K
1883,Female,<=50K
1884,Male,<=50K
1885,Male,<=50K
1886,Male,<=50K
1887,Male,<=50K
1888,Male,<=50K
1889,Male,>50K
1890,Male,<=50K
1891,Male,<=50K
1892,Male,>50K
1893,Male,<=50K
1894,Male,<=50K
1895,Male,<=50K
1896,Female,<=50K
1897,Female,<=50K
1898,Male,<=50K
1899,Male,>50K
1900,Male,>50K
1901,Male,>50K
1902,Male,<=50K
1903,Male,<=50K
1904,Male,<=50K
1905,Male,<=50K
1906,Male,<=50K
1907,Male,<=50K
1908,Female,<=50K
1909,Male,<=50K
1910,Male,<=50K
1911,Male,<=50K
1912,Male,<=50K
1913,Female,<=50K
1914,Female,>50K
1915,Male,>50K
1916,Male,<=50K
1917,Female,<=50K
1918,Female,<=50K
1919,Male,<=50K
1920,Male,<=50K
1921,Male,>50K
1922,Male,>50K
1923,Male,>50K
1924,Male,<=50K
1925,Male,<=50K
1926,Male,<=50K
1927,Female,<=50K
1928,Male,<=50K
1929,Male,>50K
1930,Female,<=50K
1931,Female,<=50K
1932,Male,<=50K
1933,Male,>50K
1934,Male,>50K
1935,Male,<=50K
1936,Male,<=50K
1937,Male,<=50K
1938,Male,>50K
1939,Male,<=50K
1940,Male,<=50K
1941,Male,<=50K
1942,Male,<=50K
1943,Female,<=50K
1944,Male,<=50K
1945,Male,<=50K
1946,Male,<=50K
1947,Male,<=50K
1948,Female,<=50K
1949,Male,>50K
1950,Female,<=50K
1951,Female,>50K
1952,Female,<=50K
1953,Female,<=50K
1954,Male,<=50K
1955,Male,>50K
1956,Female,<=50K
1957,Female,<=50K
1958,Male,<=50K
1959,Male,>50K
1960,Female,<=50K
1961,Female,<=50K
1962,Female,<=50K
1963,Female,<=50K
1964,Male,>50K
1965,Male,<=50K
1966,Male,<=50K
1967,Male,>50K
1968,Male,>50K
1969,Male,<=50K
1970,Male,<=50K
1971,Male,<=50K
1972,Male,<=50K
1973,Male,<=50K
1974,Female,>50K
1975,Male,<=50K
1976,Male,<=50K
1977,Male,<=50K
1978,Male,<=50K
1979,Male,<=50K
1980,Female,>50K
1981,Male,<=50K
1982,Male,<=50K
1983,Male,<=50K
1984,Male,<=50K
1985,Male,>50K
1986,Male,<=50K
1987,Male,<=50K
1988,Female,<=50K
1989,Male,<=50K
1990,Female,<=50K
1991,Male,<=50K
1992,Female,<=50K
1993,Male,<=50K
1994,Male,<=50K
1995,Male,>50K
1996,Male,>50K
1997,Male,<=50K
1998,Male,<=50K
1999,Male,<=50K
2000,Female,<=50K
2001,Male,>50K
2002,Male,>50K
2003,Female,<=50K
2004,Male,>50K
2005,Male,<=50K
2006,Male,<=50K
2007,Male,<=50K
2008,Female,<=50K
2009,Male,<=50K
2010,Male,<=50K
2011,Female,<=50K
2012,Male,>50K
2013,Female,<=50K
2014,Male,>50K
2015,Male,<=50K
2016,Male,<=50K
2017,Male,<=50K
2018,Male,<=50K
2019,Male,<=50K
2020,Female,<=50K
2021,Female,<=50K
2022,Male,<=50K
2023,Female,<=50K
2024,Female,>50K
2025,Male,<=50K
2026,Male,<=50K
2027,Male,>50K
2028,Female,>50K
2029,Female,<=50K
2030,Male,>50K
2031,Female,<=50K
2032,Male,<=50K
2033,Female,<=50K
2034,Male,<=50K
2035,Male,<=50K
2036,Male,<=50K
2037,Female,<=50K
2038,Male,>50K
2039,Male,<=50K
2040,Male,<=50K
2041,Male,>50K
2042,Female,<=50K
2043,Female,<=50K
2044,Female,<=50K
2045,Male,<=50K
2046,Female,<=50K
2047,Female,<=50K
2048,Male,<=50K
2049,Male,<=50K
2050,Female,<=50K
2051,Female,>50K
2052,Female,<=50K
2053,Male,<=50K
2054,Male,<=50K
2055,Male,>50K
2056,Male,<=50K
2057,Male,<=50K
2058,Female,<=50K
2059,Male,<=50K
2060,Male,<=50K
2061,Male,<=50K
2062,Male,<=50K
2063,Male,>50K
2064,Male,>50K
2065,Male,>50K
2066,Male,<=50K
2067,Female,<=50K
2068,Male,<=50K
2069,Male,>50K
2070,Male,<=50K
2071,Female,<=50K
2072,Male,>50K
2073,Male,<=50K
2074,Male,<=50K
2075,Male,>50K
2076,Male,<=50K
2077,Male,<=50K
2078,Male,<=50K
2079,Male,<=50K
2080,Female,<=50K
2081,Male,<=50K
2082,Male,>50K
2083,Female,<=50K
2084,Female,<=50K
2085,Male,<=50K
2086,Female,<=50K
2087,Male,<=50K
2088,Female,<=50K
2089,Female,>50K
2090,Male,<=50K
2091,Female,<=50K
2092,Male,>50K
2093,Male,>50K
2094,Male,<=50K
2095,Female,<=50K
2096,Female,<=50K
2097,Female,>50K
2098,Female,<=50K
2099,Male,<=50K
2100,Male,>50K
2101,Male,<=50K
2102,Female,<=50K
2103,Female,<=50K
2104,Male,<=50K
2105,Male,<=50K
2106,Male,>50K
2107,Female,<=50K
2108,Male,<=50K
2109,Female,<=50K
2110,Male,<=50K
2111,Female,>50K
2112,Male,>50K
2113,Male,<=50K
2114,Male,>50K
2115,Female,<=50K
2116,Female,<=50K
2117,Male,>50K
2118,Male,<=50K
2119,Male,<=50K
2120,Male,<=50K
2121,Female,<=50K
2122,Female,<=50K
2123,Male,<=50K
2124,Female,<=50K
2125,Female,<=50K
2126,Female,<=50K
2127,Male,>50K
2128,Male,<=50K
2129,Female,<=50K
2130,Male,<=50K
2131,Male,<=50K
2132,Male,<=50K
2133,Male,<=50K
2134,Male,>50K
2135,Male,<=50K
2136,Male,<=50K
2137,Male,<=50K
2138,Male,<=50K
2139,Male,<=50K
2140,Male,>50K
2141,Male,<=50K
2142,Male,<=50K
2143,Male,<=50K
2144,Male,>50K
2145,Female,<=50K
2146,Female,<=50K
2147,Male,<=50K
2148,Male,<=50K
2149,Male,<=50K
2150,Male,<=50K
2151,Male,<=50K
2152,Male,>50K
2153,Female,<=50K
2154,Female,<=50K
2155,Male,<=50K
2156,Male,<=50K
2157,Male,<=50K
2158,Male,<=50K
2159,Male,>50K
2160,Female,<=50K
2161,Female,>50K
2162,Male,<=50K
2163,Male,<=50K
2164,Female,<=50K
2165,Male,<=50K
2166,Male,<=50K
2167,Male,>50K
2168,Male,>50K
2169,Male,<=50K
2170,Male,>50K
2171,Male,<=50K
2172,Female,<=50K
2173,Male,>50K
2174,Male,<=50K
2175,Male,<=50K
2176,Male,<=50K
2177,Male,>50K
2178,Female,<=50K
2179,Male,<=50K
2180,Female,>50K
2181,Male,<=50K
2182,Male,<=50K
2183,Female,>50K
2184,Female,<=50K
2185,Male,>50K
2186,Male,>50K
2187,Female,<=50K
2188,Male,>50K
2189,Female,<=50K
2190,Male,<=50K
2191,Female,<=50K
2192,Male,<=50K
2193,Male,>50K
2194,Male,<=50K
2195,Male,<=50K
2196,Female,>50K
2197,Male,<=50K
2198,Male,<=50K
2199,Male,>50K
2200,Male,<=50K
2201,Male,<=50K
2202,Female,>50K
2203,Male,>50K
2204,Male,<=50K
2205,Male,<=50K
2206,Male,>50K
2207,Male,<=50K
2208,Female,<=50K
2209,Male,>50K
2210,Male,<=50K
2211,Male,<=50K
2212,Female,<=50K
2213,Female,<=50K
2214,Male,>50K
2215,Female,<=50K
2216,Male,>50K
2217,Male,<=50K
2218,Male,<=50K
2219,Male,>50K
2220,Male,>50K
2221,Male,>50K
2222,Male,>50K
2223,Male,<=50K
2224,Female,<=50K
2225,Male,<=50K
2226,Male,<=50K
2227,Male,>50K
2228,Female,<=50K
2229,Female,<=50K
2230,Male,<=50K
2231,Male,<=50K
2232,Male,<=50K
2233,Male,<=50K
2234,Male,<=50K
2235,Male,<=50K
2236,Male,<=50K
2237,Male,>50K
2238,Female,<=50K
2239,Male,<=50K
2240,Male,<=50K
2241,Female,<=50K
2242,Female,<=50K
2243,Female,<=50K
2244,Male,<=50K
2245,Male,<=50K
2246,Male,>50K
2247,Male,<=50K
2248,Female,<=50K
2249,Female,<=50K
2250,Male,<=50K
2251,Male,<=50K
2252,Male,>50K
2253,Male,<=50K
2254,Female,<=50K
2255,Female,<=50K
2256,Male,<=50K
2257,Female,<=50K
2258,Female,<=50K
2259,Female,<=50K
2260,Male,<=50K
2261,Male,<=50K
2262,Male,<=50K
2263,Male,<=50K
2264,Male,<=50K
2265,Male,<=50K
2266,Male,<=50K
2267,Female,<=50K
2268,Male,<=50K
2269,Male,<=50K
2270,Male,<=50K
2271,Male,<=50K
2272,Male,<=50K
2273,Male,<=50K
2274,Male,<=50K
2275,Male,<=50K
2276,Male,<=50K
2277,Male,>50K
2278,Male,<=50K
2279,Male,<=50K
2280,Male,<=50K
2281,Male,>50K
2282,Female,<=50K
2283,Male,<=50K
2284,Female,<=50K
2285,Male,<=50K
2286,Male,<=50K
2287,Male,<=50K
2288,Male,<=50K
2289,Female,<=50K
2290,Male,<=50K
2291,Male,<=50K
2292,Male,<=50K
2293,Male,<=50K
2294,Male,>50K
2295,Male,<=50K
2296,Female,<=50K
2297,Female,<=50K
2298,Female,<=50K
2299,Male,<=50K
2300,Male,<=50K
2301,Male,<=50K
2302,Male,<=50K
2303,Male,<=50K
2304,Female,<=50K
2305,Male,<=50K
2306,Female,<=50K
2307,Male,>50K
2308,Male,>50K
2309,Female,<=50K
2310,Male,<=50K
2311,Male,<=50K
2312,Female,<=50K
2313,Male,<=50K
2314,Male,<=50K
2315,Male,<=50K
2316,Female,<=50K
2317,Male,>50K
2318,Male,<=50K
2319,Male,<=50K
2320,Female,>50K
2321,Male,<=50K
2322,Male,<=50K
2323,Female,<=50K
2324,Male,<=50K
2325,Male,<=50K
2326,Female,<=50K
2327,Male,<=50K
2328,Male,<=50K
2329,Male,>50K
2330,Male,>50K
2331,Male,<=50K
2332,Male,<=50K
2333,Male,<=50K
2334,Female,<=50K
2335,Female,<=50K
2336,Male,>50K
2337,Male,<=50K
2338,Female,<=50K
2339,Female,<=50K
2340,Male,>50K
2341,Male,>50K
2342,Male,<=50K
2343,Female,<=50K
2344,Female,>50K
2345,Female,<=50K
2346,Female,>50K
2347,Male,<=50K
2348,Male,>50K
2349,Female,<=50K
2350,Female,<=50K
2351,Male,>50K
2352,Female,<=50K
2353,Female,<=50K
2354,Male,<=50K
2355,Male,>50K
2356,Female,<=50K
2357,Male,<=50K
2358,Female,<=50K
2359,Male,<=50K
2360,Male,<=50K
2361,Male,<=50K
2362,Male,<=50K
2363,Female,<=50K
2364,Male,<=50K
2365,Male,<=50K
2366,Male,>50K
2367,Male,<=50K
2368,Male,>50K
2369,Male,<=50K
2370,Female,<=50K
2371,Male,<=50K
2372,Male,>50K
2373,Male,<=50K
2374,Male,>50K
2375,Male,<=50K
2376,Male,<=50K
2377,Male,>50K
2378,Female,<=50K
2379,Male,<=50K
2380,Male,<=50K
2381,Male,<=50K
2382,Female,>50K
2383,Male,>50K
2384,Male,<=50K
2385,Female,<=50K
2386,Female,<=50K
2387,Male,<=50K
2388,Female,<=50K
2389,Male,>50K
2390,Female,<=50K
2391,Male,<=50K
2392,Female,<=50K
2393,Female,<=50K
2394,Male,<=50K
2395,Female,>50K
2396,Female,<=50K
2397,Male,>50K
2398,Male,>50K
2399,Male,>50K
2400,Male,<=50K
2401,Male,>50K
2402,Female,<=50K
2403,Female,<=50K
2404,Male,<=50K
2405,Male,>50K
2406,Female,<=50K
2407,Female,<=50K
2408,Male,>50K
2409,Female,<=50K
2410,Male,>50K
2411,Female,<=50K
2412,Male,<=50K
2413,Male,<=50K
2414,Female,>50K
2415,Female,<=50K
2416,Male,<=50K
2417,Male,<=50K
2418,Male,<=50K
2419,Female,<=50K
2420,Male,<=50K
2421,Male,<=50K
2422,Male,<=50K
2423,Female,<=50K
2424,Male,>50K
2425,Male,>50K
2426,Male,>50K
2427,Female,<=50K
2428,Male,<=50K
2429,Female,<=50K
2430,Male,<=50K
2431,Male,<=50K
2432,Male,<=50K
2433,Male,>50K
2434,Male,<=50K
2435,Female,<=50K
2436,Male,<=50K
2437,Male,<=50K
2438,Male,>50K
2439,Male,>50K
2440,Female,<=50K
2441,Female,<=50K
2442,Male,<=50K
2443,Female,<=50K
2444,Male,>50K
2445,Male,<=50K
2446,Male,>50K
2447,Female,<=50K
2448,Male,<=50K
2449,Male,<=50K
2450,Male,<=50K
2451,Male,>50K
2452,Female,<=50K
2453,Male,<=50K
2454,Female,<=50K
2455,Male,<=50K
2456,Female,<=50K
2457,Male,<=50K
2458,Male,<=50K
2459,Female,<=50K
2460,Male,<=50K
2461,Male,<=50K
2462,Female,<=50K
2463,Male,>50K
2464,Male,<=50K
2465,Female,>50K
2466,Female,<=50K
2467,Male,<=50K
2468,Male,>50K
2469,Male,>50K
2470,Female,<=50K
2471,Female,>50K
2472,Female,<=50K
2473,Female,<=50K
2474,Female,<=50K
2475,Male,>50K
2476,Female,<=50K
2477,Male,>50K
2478,Male,<=50K
2479,Male,<=50K
2480,Male,<=50K
2481,Male,<=50K
2482,Male,<=50K
2483,Male,>50K
2484,Male,>50K
2485,Male,>50K
2486,Male,<=50K
2487,Male,<=50K
2488,Male,>50K
2489,Male,>50K
2490,Female,<=50K
2491,Male,<=50K
2492,Male,<=50K
2493,Male,>50K
2494,Male,<=50K
2495,Male,<=50K
2496,Female,<=50K
2497,Male,<=50K
2498,Male,<=50K
2499,Female,<=50K
2500,Female,<=50K
2501,Male,<=50K
2502,Male,<=50K
2503,Male,<=50K
2504,Male,<=50K
2505,Male,<=50K
2506,Female,<=50K
2507,Male,>50K
2508,Female,<=50K
2509,Male,<=50K
2510,Male,>50K
2511,Female,<=50K
2512,Female,<=50K
2513,Male,<=50K
2514,Male,<=50K
2515,Male,<=50K
2516,Female,>50K
2517,Male,<=50K
2518,Male,<=50K
2519,Male,>50K
2520,Female,<=50K
2521,Male,<=50K
2522,Male,<=50K
2523,Male,<=50K
2524,Female,<=50K
2525,Male,<=50K
2526,Male,<=50K
2527,Male,<=50K
2528,Male,<=50K
2529,Female,<=50K
2530,Male,>50K
2531,Male,<=50K
2532,Male,>50K
2533,Male,<=50K
2534,Male,<=50K
2535,Male,<=50K
2536,Male,<=50K
2537,Male,<=50K
2538,Male,>50K
2539,Male,<=50K
2540,Male,<=50K
2541,Male,>50K
2542,Male,<=50K
2543,Female,>50K
2544,Male,<=50K
2545,Male,>50K
2546,Male,<=50K
2547,Male,<=50K
2548,Female,<=50K
2549,Male,>50K
2550,Male,<=50K
2551,Male,<=50K
2552,Male,<=50K
2553,Male,>50K
2554,Male,<=50K
2555,Male,<=50K
2556,Female,<=50K
2557,Male,<=50K
2558,Male,<=50K
2559,Male,<=50K
2560,Male,<=50K
2561,Male,>50K
2562,Female,<=50K
2563,Female,<=50K
2564,Male,<=50K
2565,Male,<=50K
2566,Male,<=50K
2567,Male,<=50K
2568,Female,<=50K
2569,Male,<=50K
2570,Male,<=50K
2571,Female,<=50K
2572,Female,<=50K
2573,Male,>50K
2574,Male,>50K
2575,Male,<=50K
2576,Male,<=50K
2577,Female,<=50K
2578,Female,<=50K
2579,Male,>50K
2580,Male,<=50K
2581,Male,<=50K
2582,Male,<=50K
2583,Male,>50K
2584,Male,<=50K
2585,Male,<=50K
2586,Male,>50K
2587,Male,<=50K
2588,Male,<=50K
2589,Male,<=50K
2590,Male,<=50K
2591,Female,<=50K
2592,Male,<=50K
2593,Male,<=50K
2594,Female,<=50K
2595,Male,<=50K
2596,Male,<=50K
2597,Male,>50K
2598,Male,>50K
2599,Female,<=50K
2600,Female,>50K
2601,Male,>50K
2602,Female,<=50K
2603,Male,<=50K
2604,Female,<=50K
2605,Female,<=50K
2606,Female,<=50K
2607,Male,<=50K
2608,Male,>50K
2609,Male,>50K
2610,Female,<=50K
2611,Male,<=50K
2612,Female,<=50K
2613,Female,<=50K
2614,Male,>50K
2615,Male,>50K
2616,Female,<=50K
2617,Male,<=50K
2618,Male,>50K
2619,Male,<=50K
2620,Male,>50K
2621,Male,<=50K
2622,Female,<=50K
2623,Male,>50K
2624,Male,<=50K
2625,Female,<=50K
2626,Male,>50K
2627,Male,<=50K
2628,Male,<=50K
2629,Male,>50K
2630,Male,<=50K
2631,Male,<=50K
2632,Female,<=50K
2633,Female,>50K
2634,Male,>50K
2635,Female,<=50K
2636,Female,<=50K
2637,Male,<=50K
2638,Male,>50K
2639,Male,<=50K
2640,Female,<=50K
2641,Female,<=50K
2642,Female,<=50K
2643,Male,>50K
2644,Female,<=50K
2645,Female,<=50K
2646,Male,<=50K
2647,Male,<=50K
2648,Female,<=50K
2649,Male,>50K
2650,Female,<=50K
2651,Male,>50K
2652,Male,>50K
2653,Female,<=50K
2654,Male,<=50K
2655,Male,<=50K
2656,Male,>50K
2657,Male,>50K
2658,Male,>50K
2659,Male,<=50K
2660,Male,<=50K
2661,Male,<=50K
2662,Male,<=50K
2663,Female,<=50K
2664,Male,<=50K
2665,Female,<=50K
2666,Female,<=50K
2667,Male,<=50K
2668,Female,<=50K
2669,Male,>50K
2670,Male,<=50K
2671,Female,<=50K
2672,Male,>50K
2673,Male,<=50K
2674,Male,<=50K
2675,Male,<=50K
2676,Male,<=50K
2677,Female,<=50K
2678,Male,<=50K
2679,Female,<=50K
2680,Male,>50K
2681,Male,<=50K
2682,Female,<=50K
2683,Male,<=50K
2684,Female,<=50K
2685,Male,<=50K
2686,Female,<=50K
2687,Male,<=50K
2688,Female,<=50K
2689,Male,>50K
2690,Male,<=50K
2691,Male,<=50K
