trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank
250308,860,1993-06-12,PRIJEM,VKLAD,19777.5,45463.1,,
307767,1050,1993-06-12,PRIJEM,PREVOD Z UCTU,37976.0,83437.0,,WX
309330,1054,1993-06-12,PRIJEM,VKLAD,14475.0,46554.6,,
1050260,3593,1993-06-12,PRIJEM,VKLAD,23680.5,55794.4,,
403143,1373,1993-06-12,PRIJEM,VKLAD,500.0,500.0,,
717834,2458,1993-06-12,VYDAJ,VYBER,27200.0,53338.4,,
717568,2458,1993-06-12,PRIJEM,PREVOD Z UCTU,38880.0,80538.4,,WX
2579156,8519,1993-06-12,PRIJEM,PREVOD Z UCTU,56019.0,102931.8,,OP
490783,1675,1993-06-12,PRIJEM,PREVOD Z UCTU,4327.0,22816.6,DUCHOD,AB
1066290,3644,1993-06-13,PRIJEM,PREVOD Z UCTU,3456.0,11374.7,,CD
1068149,3649,1993-06-13,VYDAJ,VYBER,3900.0,24292.0,,
48718,163,1993-06-13,VYDAJ,PREVOD NA UCET,3116.0,30775.2,SIPO,UV
48646,163,1993-06-13,PRIJEM,PREVOD Z UCTU,6698.0,33891.2,DUCHOD,YZ
34890,112,1993-06-13,PRIJEM,PREVOD Z UCTU,6582.0,26601.8,DUCHOD,EF
36769,119,1993-06-13,PRIJEM,VKLAD,32288.0,33088.0,,
898750,3064,1993-06-13,PRIJEM,VKLAD,13881.0,14881.0,,
640998,2189,1993-06-13,PRIJEM,VKLAD,31173.0,54786.7,,
450959,1534,1993-06-13,PRIJEM,VKLAD,22414.5,23314.5,,
2103029,7123,1993-06-13,PRIJEM,VKLAD,1500.0,25441.9,,
336709,1144,1993-06-13,VYDAJ,PREVOD NA UCET,2250.0,10895.0,SIPO,GH
1077757,3682,1993-06-13,PRIJEM,VKLAD,6213.0,6413.0,,
671739,2293,1993-06-13,VYDAJ,VYBER,500.0,27180.0,,
775026,2645,1993-06-13,PRIJEM,VKLAD,16846.0,17446.0,,
392496,1334,1993-06-13,PRIJEM,VKLAD,6200.0,14940.0,,
826068,2814,1993-06-13,PRIJEM,PREVOD Z UCTU,4544.0,9588.0,DUCHOD,OP
3315109,11013,1993-06-13,VYDAJ,VYBER,30000.0,92893.1,,
1035596,3542,1993-06-13,PRIJEM,PREVOD Z UCTU,3401.0,4001.0,,WX
148864,497,1993-06-13,PRIJEM,VKLAD,32329.5,55334.9,,
147454,494,1993-06-13,PRIJEM,VKLAD,35623.0,82759.4,,
742048,2534,1993-06-13,PRIJEM,VKLAD,7672.0,8072.0,,
2910393,9640,1993-06-13,PRIJEM,PREVOD Z UCTU,28659.0,64249.8,,UV
509299,1743,1993-06-13,PRIJEM,PREVOD Z UCTU,4260.0,5060.0,DUCHOD,ST
435768,1481,1993-06-13,PRIJEM,PREVOD Z UCTU,3098.0,16490.0,,AB
745326,2543,1993-06-13,VYDAJ,VYBER,1200.0,24598.8,,
1271158,4347,1993-06-13,PRIJEM,VKLAD,900.0,26514.1,,
628515,2146,1993-06-13,PRIJEM,VKLAD,29739.0,29939.0,,
1598933,5428,1993-06-13,VYDAJ,VYBER,4600.0,54196.0,SIPO,
484805,1652,1993-06-13,PRIJEM,PREVOD Z UCTU,6226.0,6526.0,DUCHOD,GH
1084474,3704,1993-06-13,VYDAJ,PREVOD NA UCET,3046.0,27990.6,SIPO,YZ
218884,744,1993-06-13,PRIJEM,PREVOD Z UCTU,5740.0,23426.8,DUCHOD,GH
3039497,10079,1993-06-13,PRIJEM,VKLAD,24845.0,57437.4,,
987044,3367,1993-06-13,PRIJEM,VKLAD,33912.0,68646.0,,
56228,188,1993-06-13,PRIJEM,VKLAD,29120.0,51569.2,,
66926,222,1993-06-13,VYDAJ,VYBER,36700.0,58562.1,,
914524,3117,1993-06-13,PRIJEM,PREVOD Z UCTU,5355.0,22320.0,DUCHOD,CD
618173,2110,1993-06-13,PRIJEM,PREVOD Z UCTU,3076.0,12904.0,,WX
661034,2256,1993-06-13,VYDAJ,VYBER,1760.0,22665.8,,
660840,2256,1993-06-13,PRIJEM,PREVOD Z UCTU,4729.0,24425.8,DUCHOD,AB
1036269,3545,1993-06-13,PRIJEM,VKLAD,30304.0,70211.7,,
880819,3001,1993-06-13,PRIJEM,VKLAD,1000.0,22188.5,,
442461,1505,1993-06-13,PRIJEM,VKLAD,13833.0,29173.5,,
404596,1378,1993-06-13,PRIJEM,VKLAD,36628.0,79258.9,,
716047,2453,1993-06-13,PRIJEM,PREVOD Z UCTU,3285.0,13580.1,,OP
756213,2581,1993-06-13,PRIJEM,VKLAD,29479.5,68530.6,,
737336,2519,1993-06-13,VYDAJ,PREVOD NA UCET,1599.0,25369.8,SIPO,OP
622633,2124,1993-06-13,PRIJEM,VKLAD,32146.5,70730.7,,
1014791,3469,1993-06-13,PRIJEM,PREVOD Z UCTU,5822.0,6622.0,DUCHOD,ST
507138,1731,1993-06-13,VYDAJ,VYBER,600.0,23390.0,,
410116,1397,1993-06-13,PRIJEM,VKLAD,25917.0,59014.2,,
94650,322,1993-06-13,PRIJEM,VKLAD,24969.0,59676.2,,
730777,2497,1993-06-14,VYDAJ,VYBER,1600.0,30564.0,,
1042366,3566,1993-06-14,PRIJEM,VKLAD,8032.0,8332.0,,
919014,3133,1993-06-14,PRIJEM,VKLAD,1000.0,1000.0,,
963190,3283,1993-06-14,PRIJEM,VKLAD,27700.0,57639.9,,
1166755,3999,1993-06-14,PRIJEM,VKLAD,18367.5,36143.1,,
342033,1161,1993-06-14,PRIJEM,PREVOD Z UCTU,5921.0,12457.8,DUCHOD,EF
131928,443,1993-06-14,PRIJEM,PREVOD Z UCTU,3058.0,15790.0,,ST
604006,2056,1993-06-14,VYDAJ,VYBER,52500.0,28504.6,,
1344911,4596,1993-06-14,PRIJEM,VKLAD,45503.0,84789.0,,
391500,1332,1993-06-14,PRIJEM,VKLAD,33502.5,65093.1,,
433802,1475,1993-06-14,PRIJEM,VKLAD,200.0,200.0,,
349921,1189,1993-06-14,PRIJEM,PREVOD Z UCTU,3433.0,10899.0,,ST
149155,497,1993-06-14,VYDAJ,VYBER,14400.0,40934.9,,
951969,3246,1993-06-14,PRIJEM,VKLAD,800.0,800.0,,
745028,2543,1993-06-14,PRIJEM,PREVOD Z UCTU,6148.0,30746.8,DUCHOD,CD
312015,1065,1993-06-14,PRIJEM,VKLAD,1300.0,21876.9,,
1123027,3835,1993-06-14,VYDAJ,VYBER,12100.0,37165.0,,
727890,2489,1993-06-14,PRIJEM,PREVOD Z UCTU,5781.0,24095.8,DUCHOD,YZ
561048,1909,1993-06-14,VYDAJ,PREVOD NA UCET,1156.0,15556.0, ,KL
561120,1909,1993-06-14,VYDAJ,PREVOD NA UCET,928.0,14628.0,POJISTNE,KL
1028510,3513,1993-06-14,PRIJEM,VKLAD,28617.0,65616.8,,
210946,717,1993-06-14,PRIJEM,VKLAD,30561.0,53259.4,,
166264,555,1993-06-14,VYDAJ,VYBER,5200.0,29102.0,,
166987,559,1993-06-14,PRIJEM,PREVOD Z UCTU,5672.0,23052.2,DUCHOD,OP
55851,187,1993-06-14,PRIJEM,PREVOD Z UCTU,4197.0,12791.0,DUCHOD,IJ
911513,3108,1993-06-14,PRIJEM,PREVOD Z UCTU,3063.0,9789.0,,QR
522617,1784,1993-06-14,PRIJEM,PREVOD Z UCTU,6686.0,13789.1,DUCHOD,ST
876083,2985,1993-06-14,PRIJEM,PREVOD Z UCTU,4519.0,13989.1,DUCHOD,ST
902736,3076,1993-06-14,PRIJEM,PREVOD Z UCTU,4164.0,13192.0,DUCHOD,MN
900246,3068,1993-06-14,PRIJEM,PREVOD Z UCTU,6193.0,12886.0,DUCHOD,YZ
940271,3210,1993-06-14,PRIJEM,VKLAD,36658.0,37658.0,,
403008,1372,1993-06-14,VYDAJ,VYBER,5900.0,30455.5,,
593648,2022,1993-06-14,PRIJEM,PREVOD Z UCTU,4652.0,5352.0,DUCHOD,MN
506914,1731,1993-06-14,VYDAJ,PREVOD NA UCET,2631.0,20759.0,SIPO,QR
584592,1990,1993-06-14,PRIJEM,PREVOD Z UCTU,3253.0,3853.0,,KL
849726,2895,1993-06-14,PRIJEM,VKLAD,27219.0,63909.2,,
2502340,8261,1993-06-14,PRIJEM,PREVOD Z UCTU,32938.0,57602.6,,IJ
2521749,8321,1993-06-14,PRIJEM,VKLAD,15843.0,45277.4,,
106240,362,1993-06-14,PRIJEM,VKLAD,14313.0,37303.5,,
90402,306,1993-06-14,PRIJEM,VKLAD,8229.0,9229.0,,
932515,3181,1993-06-14,PRIJEM,VKLAD,1300.0,2300.0,,
519191,1773,1993-06-14,PRIJEM,PREVOD Z UCTU,4316.0,8932.0,DUCHOD,CD
25397,83,1993-06-15,VYDAJ,VYBER,2300.0,28100.5,,
40984,135,1993-06-15,PRIJEM,VKLAD,700.0,700.0,,
133080,446,1993-06-15,PRIJEM,VKLAD,1100.0,1100.0,,
976610,3327,1993-06-15,VYDAJ,VYBER,3700.0,29038.1,,
2034897,6897,1993-06-15,PRIJEM,VKLAD,22897.0,100255.3,,
2895466,9591,1993-06-15,PRIJEM,VKLAD,6208.0,72834.0,,
2931465,9707,1993-06-15,PRIJEM,VKLAD,43947.0,115469.9,,
2931823,9707,1993-06-15,VYDAJ,VYBER,31000.0,84469.9,,
435907,1481,1993-06-15,VYDAJ,VYBER,4290.0,12200.0,,
815812,2779,1993-06-15,PRIJEM,VKLAD,1100.0,1100.0,,
1693958,5740,1993-06-15,VYDAJ,VYBER,15900.0,61075.3,,
1693959,5740,1993-06-15,VYDAJ,VYBER,40300.0,76975.3,,
1693633,5740,1993-06-15,PRIJEM,VKLAD,17652.0,117275.3,,
227772,774,1993-06-15,PRIJEM,VKLAD,1200.0,1700.0,,
589935,2008,1993-06-15,VYDAJ,VYBER,3500.0,32336.9,,
206404,701,1993-06-15,PRIJEM,VKLAD,300.0,1400.0,,
252165,863,1993-06-15,VYDAJ,VYBER,9000.0,32415.7,,
932745,3181,1993-06-15,PRIJEM,VKLAD,9400.0,11700.0,,
963847,3284,1993-06-16,PRIJEM,VKLAD,8900.0,20363.5,,
473152,1610,1993-06-16,VYDAJ,VYBER,8800.0,28259.5,,
648410,2216,1993-06-16,VYDAJ,VYBER,33400.0,53957.9,,
1003510,3424,1993-06-16,VYDAJ,VYBER,1800.0,27599.0,,
3235784,10738,1993-06-16,PRIJEM,VKLAD,3500.0,18123.8,,
533096,1815,1993-06-16,VYDAJ,VYBER,12900.0,37908.2,,
128663,432,1993-06-16,PRIJEM,VKLAD,500.0,500.0,,
146191,489,1993-06-16,VYDAJ,VYBER,1100.0,24337.0,,
2465967,8132,1993-06-16,VYDAJ,VYBER,19400.0,43553.0,,
561237,1909,1993-06-16,VYDAJ,VYBER,990.0,13638.0,,
1086592,3713,1993-06-16,PRIJEM,VKLAD,25197.0,25997.0,,
160859,539,1993-06-16,PRIJEM,VKLAD,1500.0,22400.0,,
940538,3210,1993-06-16,VYDAJ,VYBER,8700.0,28958.0,,
1701162,5767,1993-06-16,PRIJEM,VKLAD,800.0,800.0,,
402752,1372,1993-06-16,PRIJEM,VKLAD,1000.0,31455.5,,
869685,2962,1993-06-16,PRIJEM,VKLAD,19764.0,64116.0,,
2747099,9093,1993-06-16,PRIJEM,VKLAD,800.0,800.0,,
506981,1731,1993-06-16,VYDAJ,VYBER,6350.0,14409.0,,
845567,2880,1993-06-16,PRIJEM,VKLAD,600.0,600.0,,
276863,947,1993-06-16,PRIJEM,VKLAD,8200.0,15351.0,,
35865,115,1993-06-17,VYDAJ,VYBER,7100.0,29740.0,,
502387,1713,1993-06-17,PRIJEM,VKLAD,700.0,24503.2,,
1195296,4093,1993-06-17,PRIJEM,VKLAD,700.0,42380.2,,
129647,435,1993-06-17,VYDAJ,VYBER,12150.0,13445.0,,
1345141,4596,1993-06-17,VYDAJ,VYBER,24800.0,97295.0,,
1344908,4596,1993-06-17,PRIJEM,VKLAD,37306.0,122095.0,,
1234615,4225,1993-06-17,VYDAJ,VYBER,4500.0,29778.0,,
1243459,4254,1993-06-17,PRIJEM,VKLAD,1900.0,14904.8,,
3331816,11065,1993-06-17,VYDAJ,VYBER,11900.0,32018.5,,
126450,425,1993-06-17,VYDAJ,VYBER,5600.0,27335.7,,
636671,2175,1993-06-17,PRIJEM,VKLAD,6275.0,30123.6,,
2931721,9707,1993-06-17,VYDAJ,VYBER,14100.0,116341.9,,
1263699,4321,1993-06-17,VYDAJ,VYBER,23400.0,43743.1,,
164591,551,1993-06-17,PRIJEM,VKLAD,1600.0,16605.8,,
250607,860,1993-06-17,VYDAJ,VYBER,13300.0,32163.1,,
363562,1236,1993-06-17,PRIJEM,VKLAD,1600.0,16805.6,,
289326,991,1993-06-17,VYDAJ,VYBER,4100.0,28009.5,,
586726,1998,1993-06-17,PRIJEM,VKLAD,900.0,900.0,,
416169,1412,1993-06-17,VYDAJ,VYBER,500.0,21930.5,,
251733,863,1993-06-17,PRIJEM,VKLAD,42155.0,74570.7,,
2984717,9883,1993-06-17,PRIJEM,VKLAD,2200.0,22100.0,,
451755,1535,1993-06-18,PRIJEM,VKLAD,600.0,26558.8,,
1075932,3675,1993-06-18,VYDAJ,VYBER,35600.0,65902.9,,
137761,461,1993-06-18,VYDAJ,VYBER,1700.0,24452.0,,
348146,1180,1993-06-18,PRIJEM,VKLAD,1700.0,25009.0,,
861126,2933,1993-06-18,PRIJEM,VKLAD,1100.0,1100.0,,
637116,2176,1993-06-18,PRIJEM,VKLAD,12254.0,12754.0,,
748900,2554,1993-06-18,PRIJEM,VKLAD,400.0,400.0,,
809387,2758,1993-06-18,PRIJEM,VKLAD,5600.0,17058.0,,
2259209,7454,1993-06-18,PRIJEM,VKLAD,3600.0,25041.5,,
3094535,10266,1993-06-18,PRIJEM,VKLAD,29883.0,30283.0,,
900894,3069,1993-06-18,VYDAJ,VYBER,24300.0,46103.1,,
880891,3001,1993-06-18,PRIJEM,VKLAD,1100.0,23288.5,,
227844,774,1993-06-18,PRIJEM,VKLAD,1200.0,2900.0,,
795938,2711,1993-06-18,VYDAJ,VYBER,3700.0,26652.0,,
206476,701,1993-06-18,PRIJEM,VKLAD,1900.0,3300.0,,
777951,2651,1993-06-19,VYDAJ,VYBER,35700.0,62543.4,,
3302977,10973,1993-06-19,VYDAJ,VYBER,16200.0,42441.7,,
3345084,11111,1993-06-19,VYDAJ,VYBER,23100.0,48387.7,,
2895851,9591,1993-06-19,VYDAJ,VYBER,25700.0,47134.0,,
359770,1222,1993-06-19,VYDAJ,VYBER,2800.0,29450.0,,
761657,2599,1993-06-19,PRIJEM,VKLAD,9200.0,20100.0,,
56523,188,1993-06-19,VYDAJ,VYBER,13000.0,38569.2,,
656861,2245,1993-06-19,PRIJEM,VKLAD,40170.0,72750.0,,
1081099,3691,1993-06-19,VYDAJ,VYBER,3100.0,23460.0,,
227248,773,1993-06-19,PRIJEM,VKLAD,900.0,900.0,,
2967473,9828,1993-06-19,VYDAJ,VYBER,10500.0,37372.0,,
711767,2433,1993-06-19,VYDAJ,VYBER,500.0,18872.0,,
498662,1699,1993-06-20,VYDAJ,VYBER,1520.0,21918.0,,
344085,1166,1993-06-20,VYDAJ,VYBER,13600.0,35408.1,,
137128,459,1993-06-20,PRIJEM,VKLAD,300.0,25400.0,,
1158946,3969,1993-06-20,PRIJEM,VKLAD,600.0,600.0,,
1583983,5385,1993-06-20,VYDAJ,VYBER,1800.0,21104.0,,
375176,1277,1993-06-20,PRIJEM,VKLAD,1000.0,1000.0,,
3039487,10079,1993-06-20,PRIJEM,VKLAD,18969.0,76406.4,,
524056,1787,1993-06-20,PRIJEM,VKLAD,3300.0,20100.0,,
447135,1518,1993-06-20,VYDAJ,VYBER,9400.0,36649.7,,
1436752,4894,1993-06-20,PRIJEM,VKLAD,800.0,800.0,,
410414,1397,1993-06-20,VYDAJ,VYBER,14800.0,44214.2,,
44071,148,1993-06-21,PRIJEM,VKLAD,500.0,500.0,,
641393,2189,1993-06-21,VYDAJ,VYBER,14500.0,40286.7,,
1781798,6040,1993-06-21,VYDAJ,VYBER,17200.0,41797.8,,
775575,2645,1993-06-21,PRIJEM,VKLAD,4200.0,21646.0,,
2895448,9591,1993-06-21,PRIJEM,VKLAD,46443.0,93577.0,,
262626,899,1993-06-21,PRIJEM,VKLAD,900.0,900.0,,
382381,1299,1993-06-21,PRIJEM,VKLAD,200.0,200.0,,
216837,738,1993-06-21,PRIJEM,VKLAD,300.0,300.0,,
2127307,7203,1993-06-21,PRIJEM,VKLAD,18286.0,36286.0,,
1501593,5120,1993-06-21,PRIJEM,VKLAD,200.0,200.0,,
5785,23,1993-06-21,VYDAJ,VYBER,5300.0,28632.0,,
878460,2991,1993-06-21,VYDAJ,VYBER,5300.0,28840.0,,
232069,790,1993-06-21,PRIJEM,VKLAD,32699.0,42599.0,,
844871,2876,1993-06-21,VYDAJ,VYBER,10300.0,36891.3,,
1040857,3558,1993-06-22,VYDAJ,VYBER,22700.0,43314.0,,
899191,3064,1993-06-22,PRIJEM,VKLAD,2800.0,17681.0,,
1108469,3786,1993-06-22,PRIJEM,VKLAD,300.0,300.0,,
1108320,3785,1993-06-22,VYDAJ,VYBER,24500.0,48295.6,,
1076872,3678,1993-06-22,VYDAJ,VYBER,6700.0,30633.2,,
2035159,6897,1993-06-22,VYDAJ,VYBER,37900.0,62355.3,,
544496,1851,1993-06-22,PRIJEM,VKLAD,7500.0,17854.0,,
424874,1442,1993-06-22,VYDAJ,VYBER,500.0,27248.0,,
1030478,3521,1993-06-22,PRIJEM,VKLAD,700.0,700.0,,
442640,1505,1993-06-22,VYDAJ,VYBER,3900.0,25273.5,,
507039,1731,1993-06-22,VYDAJ,VYBER,1920.0,12489.0,,
251740,863,1993-06-22,PRIJEM,VKLAD,38608.0,113178.7,,
252166,863,1993-06-22,VYDAJ,VYBER,52400.0,60778.7,,
193439,655,1993-06-22,VYDAJ,VYBER,23200.0,47227.5,,
2502176,8260,1993-06-22,VYDAJ,VYBER,40000.0,59994.6,,
451321,1534,1993-06-23,PRIJEM,VKLAD,600.0,23914.5,,
647975,2216,1993-06-23,PRIJEM,VKLAD,39063.0,93020.9,,
1195536,4093,1993-06-23,VYDAJ,VYBER,10500.0,31880.2,,
391796,1332,1993-06-23,VYDAJ,VYBER,18900.0,46193.1,,
258656,886,1993-06-23,PRIJEM,VKLAD,900.0,900.0,,
1084698,3704,1993-06-23,VYDAJ,VYBER,800.0,27190.6,,
1279724,4377,1993-06-23,PRIJEM,VKLAD,6800.0,20800.0,,
211229,717,1993-06-23,VYDAJ,VYBER,11800.0,41459.4,,
1534899,5228,1993-06-23,PRIJEM,VKLAD,1000.0,1000.0,,
504349,1721,1993-06-23,PRIJEM,VKLAD,3000.0,17800.0,,
206763,702,1993-06-23,PRIJEM,VKLAD,800.0,800.0,,
957033,3260,1993-06-23,VYDAJ,VYBER,7000.0,31629.5,,
97899,334,1993-06-23,VYDAJ,VYBER,2600.0,25458.0,,
88982,300,1993-06-23,PRIJEM,VKLAD,400.0,400.0,,
963448,3283,1993-06-24,VYDAJ,VYBER,16300.0,41339.9,,
37065,119,1993-06-24,VYDAJ,VYBER,3400.0,29688.0,,
1107173,3781,1993-06-24,VYDAJ,VYBER,26700.0,46054.0,,
650208,2222,1993-06-24,PRIJEM,VKLAD,24933.0,42268.1,,
540261,1837,1993-06-24,PRIJEM,VKLAD,300.0,300.0,,
863385,2940,1993-06-24,PRIJEM,VKLAD,1000.0,1000.0,,
637136,2176,1993-06-24,PRIJEM,VKLAD,23813.0,36567.0,,
636665,2175,1993-06-24,PRIJEM,VKLAD,41643.0,71766.6,,
427030,1451,1993-06-24,PRIJEM,VKLAD,1000.0,1000.0,,
1084541,3704,1993-06-24,VYDAJ,VYBER,12050.0,15140.6,,
373694,1272,1993-06-24,PRIJEM,VKLAD,12300.0,12800.0,,
2127531,7203,1993-06-24,VYDAJ,VYBER,8100.0,37296.0,,
2127308,7203,1993-06-24,PRIJEM,VKLAD,9110.0,45396.0,,
523487,1786,1993-06-24,VYDAJ,VYBER,3700.0,24111.0,,
412194,1402,1993-06-24,VYDAJ,VYBER,6600.0,32009.9,,
1111824,3796,1993-06-24,VYDAJ,VYBER,2000.0,21762.0,,
713056,2436,1993-06-24,PRIJEM,VKLAD,3600.0,16810.0,,
270925,928,1993-06-25,VYDAJ,VYBER,600.0,27819.6,,
303404,1032,1993-06-25,VYDAJ,VYBER,31600.0,56743.8,,
340911,1157,1993-06-25,VYDAJ,VYBER,2200.0,30548.5,,
773294,2639,1993-06-25,VYDAJ,VYBER,16900.0,44985.5,,
2035160,6897,1993-06-25,VYDAJ,VYBER,47400.0,63224.3,,
2034902,6897,1993-06-25,PRIJEM,VKLAD,48269.0,110624.3,,
863413,2940,1993-06-25,PRIJEM,VKLAD,23106.0,24106.0,,
2841506,9403,1993-06-25,VYDAJ,VYBER,31900.0,54914.0,,
1155462,3954,1993-06-25,PRIJEM,VKLAD,1000.0,1000.0,,
1271420,4347,1993-06-25,PRIJEM,VKLAD,600.0,27114.1,,
258165,885,1993-06-25,PRIJEM,VKLAD,300.0,300.0,,
261804,897,1993-06-25,PRIJEM,VKLAD,16454.0,76142.6,,
262224,897,1993-06-25,VYDAJ,VYBER,23500.0,52642.6,,
484363,1649,1993-06-25,VYDAJ,VYBER,4400.0,27624.8,,
3039503,10079,1993-06-25,PRIJEM,VKLAD,49980.0,126386.4,,
3039850,10079,1993-06-25,VYDAJ,VYBER,47600.0,78786.4,,
4391,18,1993-06-25,PRIJEM,VKLAD,13500.0,14600.0,,
1048592,3586,1993-06-25,VYDAJ,VYBER,9500.0,35625.9,,
284572,977,1993-06-25,VYDAJ,VYBER,5000.0,34117.5,,
3410848,11320,1993-06-25,PRIJEM,VKLAD,1300.0,27818.0,,
636954,2175,1993-06-26,VYDAJ,VYBER,24600.0,47166.6,,
1615047,5483,1993-06-26,VYDAJ,VYBER,13700.0,42014.1,,
752172,2566,1993-06-26,PRIJEM,VKLAD,3400.0,25500.0,,
790822,2697,1993-06-26,PRIJEM,VKLAD,200.0,200.0,,
1137849,3888,1993-06-26,PRIJEM,VKLAD,10900.0,11900.0,,
2464686,8129,1993-06-26,PRIJEM,VKLAD,700.0,700.0,,
956581,3260,1993-06-26,PRIJEM,VKLAD,15434.0,47063.5,,
2525128,8330,1993-06-26,VYDAJ,VYBER,21100.0,43050.9,,
518688,1771,1993-06-26,VYDAJ,VYBER,3200.0,25499.3,,
1391775,4743,1993-06-27,PRIJEM,VKLAD,31385.0,64862.3,,
861132,2933,1993-06-27,PRIJEM,VKLAD,22800.0,23900.0,,
152268,510,1993-06-27,PRIJEM,VKLAD,30146.0,31246.0,,
1635699,5546,1993-06-27,VYDAJ,VYBER,5100.0,33554.0,,
1104755,3775,1993-06-27,PRIJEM,VKLAD,300.0,300.0,,
1068935,3651,1993-06-27,VYDAJ,VYBER,200.0,20924.0,,
729270,2493,1993-06-27,VYDAJ,VYBER,7000.0,30294.4,,
703520,2411,1993-06-27,PRIJEM,VKLAD,700.0,700.0,,
566671,1930,1993-06-27,PRIJEM,VKLAD,1100.0,1100.0,,
3047895,10105,1993-06-27,VYDAJ,VYBER,2500.0,30521.7,,
1897656,6425,1993-06-27,VYDAJ,VYBER,8900.0,36583.2,,
737403,2519,1993-06-27,VYDAJ,VYBER,9900.0,15469.8,,
408938,1392,1993-06-27,VYDAJ,VYBER,16100.0,44460.8,,
956583,3260,1993-06-27,PRIJEM,VKLAD,18335.0,65398.5,,
520043,1775,1993-06-27,VYDAJ,VYBER,2200.0,26428.0,,
2730505,9034,1993-06-28,PRIJEM,VKLAD,900.0,900.0,,
3235270,10738,1993-06-28,PRIJEM,VKLAD,43602.0,61725.8,,
3284456,10911,1993-06-28,VYDAJ,VYBER,4800.0,29023.0,,
1147012,3923,1993-06-28,VYDAJ,VYBER,22200.0,45709.7,,
833178,2838,1993-06-28,PRIJEM,VKLAD,27344.0,69134.9,,
596146,2029,1993-06-28,PRIJEM,VKLAD,12400.0,13100.0,,
1086586,3713,1993-06-28,PRIJEM,VKLAD,33084.0,59081.0,,
657182,2245,1993-06-28,VYDAJ,VYBER,24400.0,48350.0,,
1082752,3697,1993-06-28,VYDAJ,VYBER,7300.0,29474.4,,
720565,2467,1993-06-28,VYDAJ,VYBER,5000.0,29530.0,,
1563230,5313,1993-06-28,VYDAJ,VYBER,7100.0,29879.4,,
3302590,10973,1993-06-29,PRIJEM,VKLAD,39098.0,81539.7,,
263764,902,1993-06-29,PRIJEM,VKLAD,800.0,800.0,,
908685,3096,1993-06-29,PRIJEM,VKLAD,1000.0,1000.0,,
72145,239,1993-06-29,VYDAJ,VYBER,13200.0,37865.4,,
870051,2962,1993-06-29,VYDAJ,VYBER,20000.0,44116.0,,
185916,630,1993-06-29,PRIJEM,VKLAD,400.0,400.0,,
3564187,1018,1993-06-30,PRIJEM,,16.5,4579.5,UROK,
3565011,1048,1993-06-30,PRIJEM,,29.6,13138.4,UROK,
3564730,1039,1993-06-30,PRIJEM,,135.2,26512.4,UROK,
3563289,991,1993-06-30,PRIJEM,,54.5,28064.0,UROK,
3562672,977,1993-06-30,PRIJEM,,88.6,34206.1,UROK,
3565753,1071,1993-06-30,PRIJEM,,328.5,90618.4,UROK,
3590178,1815,1993-06-30,PRIJEM,,128.8,38037.0,UROK,
3590460,1822,1993-06-30,PRIJEM,,25.5,11363.5,UROK,
3592680,1887,1993-06-30,PRIJEM,,89.5,27645.8,UROK,
3593105,1898,1993-06-30,PRIJEM,,108.3,41281.5,UROK,
3591649,1851,1993-06-30,PRIJEM,,22.3,17876.3,UROK,
3592820,1891,1993-06-30,PRIJEM,,90.7,24151.4,UROK,
3593523,1909,1993-06-30,PRIJEM,,39.4,13677.4,UROK,
3618211,2651,1993-06-30,PRIJEM,,214.7,62758.1,UROK,
3618642,2666,1993-06-30,PRIJEM,,14.6,12257.1,UROK,
3617772,2641,1993-06-30,PRIJEM,,178.0,54817.5,UROK,
3620093,2711,1993-06-30,PRIJEM,,48.1,26700.1,UROK,
3617677,2639,1993-06-30,PRIJEM,,122.4,45107.9,UROK,
3617958,2645,1993-06-30,PRIJEM,,30.1,21676.1,UROK,
3680257,7123,1993-06-30,PRIJEM,,109.2,25551.1,UROK,
3674045,6040,1993-06-30,PRIJEM,,129.9,41927.6,UROK,
3676271,6425,1993-06-30,PRIJEM,,117.3,36700.5,UROK,
3439360,774,1993-06-30,PRIJEM,,5.9,2905.9,UROK,
3438096,551,1993-06-30,PRIJEM,,37.6,16643.4,UROK,
3438845,701,1993-06-30,PRIJEM,,6.5,3306.5,UROK,
3578976,1477,1993-06-30,PRIJEM,,15.0,16519.2,UROK,
3579140,1481,1993-06-30,PRIJEM,,27.1,12227.1,UROK,
3580908,1535,1993-06-30,PRIJEM,,94.4,26653.2,UROK,
3580839,1534,1993-06-30,PRIJEM,,26.6,23941.1,UROK,
3581215,1545,1993-06-30,PRIJEM,,192.3,35346.7,UROK,
498699,1699,1993-06-30,VYDAJ,VYBER,14.6,21988.6,SLUZBY,
3559601,887,1993-06-30,PRIJEM,,21.3,9667.8,UROK,
3558482,860,1993-06-30,PRIJEM,,119.4,32282.5,UROK,
3558685,863,1993-06-30,PRIJEM,,219.7,60998.4,UROK,
3559977,897,1993-06-30,PRIJEM,,262.0,52904.6,UROK,
3561096,928,1993-06-30,PRIJEM,,83.7,27903.3,UROK,
3561855,947,1993-06-30,PRIJEM,,32.0,15383.0,UROK,
336873,1144,1993-06-30,VYDAJ,VYBER,14.6,10909.5,SLUZBY,
650531,2222,1993-06-30,VYDAJ,VYBER,6400.0,35942.8,,
3454015,6897,1993-06-30,PRIJEM,,343.3,63567.6,UROK,
3452817,5868,1993-06-30,PRIJEM,,167.7,29162.9,UROK,
