age,education,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,income
22,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,15,<=50K
30,HS-grad,Never-married,Handlers-cleaners,Other-relative,Female,0,0,40,<=50K
45,HS-grad,Widowed,Craft-repair,Unmarried,Female,0,0,37,<=50K
42,HS-grad,Widowed,Craft-repair,Not-in-family,Female,0,0,45,<=50K
58,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,0,0,75,>50K
35,HS-grad,Never-married,Adm-clerical,Own-child,Male,0,0,50,<=50K
46,Doctorate,Separated,Prof-specialty,Unmarried,Male,0,0,60,>50K
64,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,<=50K
50,Assoc-voc,Divorced,Adm-clerical,Unmarried,Female,0,0,38,<=50K
19,HS-grad,Never-married,Sales,Own-child,Female,0,0,30,<=50K
47,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
29,Some-college,Never-married,Other-service,Other-relative,Female,0,0,30,<=50K
69,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,24,<=50K
21,Some-college,Never-married,?,Own-child,Male,0,0,40,<=50K
37,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,60,>50K
21,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,38,<=50K
26,Bachelors,Never-married,Prof-specialty,Other-relative,Male,0,0,40,<=50K
38,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
35,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,>50K
67,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
22,Some-college,Never-married,Other-service,Other-relative,Male,0,0,40,<=50K
34,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
30,HS-grad,Separated,Adm-clerical,Not-in-family,Male,0,0,30,<=50K
55,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
49,Some-college,Separated,Machine-op-inspct,Unmarried,Female,0,0,40,<=50K
38,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,<=50K
73,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Male,0,0,20,<=50K
32,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,35,<=50K
22,Some-college,Never-married,Prof-specialty,Not-in-family,Male,0,0,24,<=50K
32,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
51,Bachelors,Divorced,Sales,Not-in-family,Male,0,0,50,>50K
22,11th,Never-married,Transport-moving,Unmarried,Male,0,0,50,<=50K
36,12th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,75,<=50K
35,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Male,4786,0,40,<=50K
21,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
23,Some-college,Never-married,Prof-specialty,Own-child,Female,0,0,12,<=50K
39,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
28,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,55,<=50K
28,Some-college,Never-married,Protective-serv,Not-in-family,Male,0,0,40,<=50K
26,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
57,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,>50K
55,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
42,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,30,<=50K
56,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,16,<=50K
18,11th,Never-married,Other-service,Own-child,Female,0,0,16,<=50K
30,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
32,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,0,0,60,<=50K
63,Assoc-acdm,Married-civ-spouse,Sales,Wife,Female,0,0,12,<=50K
17,10th,Never-married,Handlers-cleaners,Own-child,Male,0,0,12,<=50K
40,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
25,Bachelors,Never-married,Other-service,Own-child,Female,0,0,12,<=50K
19,Some-college,Never-married,Adm-clerical,Own-child,Male,0,0,20,<=50K
37,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
56,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
38,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,21,<=50K
69,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,2603,48,>50K
51,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
51,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
52,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,>50K
51,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,55,>50K
59,Some-college,Divorced,Exec-managerial,Not-in-family,Male,0,0,50,>50K
52,HS-grad,Divorced,Adm-clerical,Own-child,Female,0,0,40,<=50K
36,Some-college,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
39,Some-college,Never-married,Adm-clerical,Unmarried,Female,0,0,40,<=50K
46,Some-college,Married-spouse-absent,Prof-specialty,Unmarried,Female,0,0,38,<=50K
24,HS-grad,Divorced,Sales,Not-in-family,Female,0,0,38,<=50K
45,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
35,HS-grad,Never-married,Craft-repair,Not-in-family,Male,0,0,45,<=50K
27,Some-college,Never-married,Adm-clerical,Not-in-family,Female,6551,0,45,<=50K
52,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,0,2057,40,<=50K
36,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
32,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,37,<=50K
20,HS-grad,Never-married,Sales,Not-in-family,Male,0,0,20,<=50K
28,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
32,Prof-school,Divorced,Prof-specialty,Not-in-family,Male,0,0,38,>50K
25,Assoc-acdm,Never-married,Other-service,Own-child,Male,0,0,40,<=50K
29,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,>50K
36,Bachelors,Never-married,Prof-specialty,Own-child,Female,0,0,45,<=50K
26,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,20,<=50K
60,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,35,>50K
51,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,0,1558,40,<=50K
24,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,45,>50K
43,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
60,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
63,Masters,Divorced,Prof-specialty,Not-in-family,Female,0,0,20,<=50K
51,Masters,Divorced,Prof-specialty,Not-in-family,Male,0,0,60,>50K
21,Some-college,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
21,Some-college,Married-civ-spouse,Other-service,Wife,Female,0,0,30,<=50K
19,HS-grad,Never-married,Other-service,Own-child,Female,0,0,30,<=50K
33,HS-grad,Never-married,Craft-repair,Not-in-family,Male,0,1980,48,<=50K
39,Masters,Divorced,Exec-managerial,Not-in-family,Female,0,0,50,<=50K
57,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
39,10th,Never-married,Machine-op-inspct,Unmarried,Female,0,0,40,<=50K
26,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
30,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
55,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
32,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,0,0,35,>50K
20,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,<=50K
38,11th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
30,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,75,<=50K
47,Bachelors,Married-civ-spouse,Sales,Husband,Male,3103,0,60,>50K
70,7th-8th,Widowed,?,Not-in-family,Female,0,0,25,<=50K
44,Bachelors,Divorced,Exec-managerial,Unmarried,Female,0,0,40,>50K
60,7th-8th,Widowed,Other-service,Not-in-family,Male,0,0,48,<=50K
37,1st-4th,Widowed,Priv-house-serv,Unmarried,Female,0,0,50,<=50K
41,HS-grad,Divorced,Other-service,Unmarried,Female,0,0,15,<=50K
39,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
35,Masters,Divorced,Prof-specialty,Unmarried,Female,0,0,40,<=50K
55,Assoc-voc,Married-spouse-absent,Adm-clerical,Not-in-family,Male,0,0,35,>50K
32,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
46,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,>50K
56,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
34,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
49,5th-6th,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
49,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
25,HS-grad,Divorced,Other-service,Not-in-family,Female,0,0,50,<=50K
25,HS-grad,Never-married,Craft-repair,Not-in-family,Male,0,0,40,<=50K
24,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
38,Masters,Never-married,Exec-managerial,Not-in-family,Male,0,1974,75,>50K
25,5th-6th,Never-married,Other-service,Not-in-family,Female,0,0,40,<=50K
28,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
22,HS-grad,Never-married,?,Own-child,Male,0,0,40,<=50K
38,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,27828,0,40,>50K
50,HS-grad,Never-married,?,Own-child,Male,0,0,40,<=50K
50,Bachelors,Divorced,Exec-managerial,Unmarried,Female,0,0,55,<=50K
31,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,<=50K
57,Some-college,Separated,Craft-repair,Not-in-family,Female,0,0,40,<=50K
46,Bachelors,Divorced,Other-service,Unmarried,Female,1050,0,40,>50K
32,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,60,>50K
25,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,>50K
62,HS-grad,Widowed,Craft-repair,Other-relative,Female,2329,0,40,<=50K
41,10th,Never-married,Craft-repair,Unmarried,Male,0,0,40,<=50K
21,Some-college,Never-married,Adm-clerical,Not-in-family,Female,2511,0,30,<=50K
25,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
55,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,4386,0,48,>50K
30,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,<=50K
53,HS-grad,Never-married,Adm-clerical,Own-child,Male,0,0,50,<=50K
36,12th,Separated,Craft-repair,Unmarried,Male,0,0,40,<=50K
69,Masters,Married-civ-spouse,Sales,Husband,Male,6153,0,40,<=50K
21,Some-college,Never-married,Other-service,Own-child,Female,0,0,10,<=50K
49,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
54,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
38,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,>50K
44,Some-college,Separated,Adm-clerical,Not-in-family,Male,0,0,32,<=50K
27,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,7688,0,60,>50K
36,Assoc-voc,Divorced,Adm-clerical,Unmarried,Male,0,0,45,<=50K
48,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,>50K
38,11th,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,0,40,<=50K
66,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,>50K
33,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
37,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,40,<=50K
28,Some-college,Married-spouse-absent,Machine-op-inspct,Not-in-family,Female,0,0,45,<=50K
28,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
56,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
31,HS-grad,Separated,Handlers-cleaners,Unmarried,Male,0,0,40,<=50K
66,10th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
26,HS-grad,Never-married,Farming-fishing,Other-relative,Female,0,0,40,<=50K
34,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
65,HS-grad,Married-civ-spouse,?,Husband,Male,0,0,12,<=50K
21,11th,Never-married,Adm-clerical,Not-in-family,Male,0,0,24,<=50K
40,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,59,<=50K
30,Assoc-voc,Separated,Exec-managerial,Own-child,Male,0,0,40,<=50K
38,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
50,HS-grad,Widowed,Other-service,Unmarried,Female,0,0,40,<=50K
34,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,50,>50K
61,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,>50K
26,HS-grad,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
32,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
59,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,65,>50K
53,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
30,HS-grad,Separated,Exec-managerial,Unmarried,Female,0,0,40,<=50K
36,Some-college,Never-married,Other-service,Not-in-family,Female,0,0,8,<=50K
26,11th,Never-married,Exec-managerial,Not-in-family,Female,0,0,35,<=50K
53,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
42,HS-grad,Never-married,Transport-moving,Not-in-family,Male,0,0,40,<=50K
20,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,15,<=50K
20,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
67,11th,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,<=50K
52,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,<=50K
19,HS-grad,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
31,HS-grad,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,<=50K
35,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
47,Assoc-voc,Never-married,Sales,Unmarried,Female,0,0,30,<=50K
54,HS-grad,Separated,Craft-repair,Not-in-family,Male,0,0,50,<=50K
31,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,7688,0,55,>50K
20,Some-college,Never-married,?,Own-child,Male,0,0,35,<=50K
47,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,>50K
41,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,40,>50K
87,HS-grad,Widowed,?,Not-in-family,Female,0,0,20,<=50K
20,HS-grad,Never-married,Other-service,Own-child,Male,0,0,40,<=50K
35,Assoc-voc,Never-married,Other-service,Other-relative,Female,0,0,40,<=50K
20,9th,Never-married,Machine-op-inspct,Unmarried,Female,0,0,40,<=50K
48,Prof-school,Never-married,Prof-specialty,Not-in-family,Male,0,0,60,>50K
48,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,35,>50K
27,Assoc-voc,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
38,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
29,Some-college,Never-married,Sales,Not-in-family,Male,0,0,50,<=50K
77,HS-grad,Divorced,Other-service,Not-in-family,Female,0,0,18,<=50K
25,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
70,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,39,>50K
33,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
36,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,40,<=50K
41,Masters,Never-married,Adm-clerical,Not-in-family,Female,0,0,45,>50K
24,Masters,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,<=50K
40,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
50,Some-college,Divorced,Other-service,Not-in-family,Female,0,0,40,<=50K
19,HS-grad,Never-married,Other-service,Own-child,Female,0,0,14,<=50K
40,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
24,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
33,Assoc-voc,Never-married,Sales,Unmarried,Male,0,0,40,<=50K
50,Prof-school,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,<=50K
26,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,<=50K
25,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,0,0,35,<=50K
24,Bachelors,Never-married,Sales,Own-child,Female,0,0,20,<=50K
33,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,>50K
53,Prof-school,Married-civ-spouse,Protective-serv,Husband,Male,15024,0,45,>50K
34,Some-college,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,<=50K
25,HS-grad,Never-married,?,Not-in-family,Male,0,0,40,<=50K
48,HS-grad,Divorced,Craft-repair,Own-child,Male,0,0,40,<=50K
28,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
35,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,>50K
37,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
74,Some-college,Married-civ-spouse,?,Husband,Male,0,0,5,<=50K
24,Some-college,Never-married,Tech-support,Own-child,Male,0,0,40,<=50K
35,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
19,HS-grad,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
44,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,>50K
40,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
20,Some-college,Never-married,Exec-managerial,Own-child,Male,0,0,45,<=50K
46,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,<=50K
49,Some-college,Never-married,Adm-clerical,Other-relative,Female,0,1392,40,<=50K
21,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
40,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
29,12th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
36,Some-college,Never-married,Other-service,Unmarried,Female,0,0,17,<=50K
40,HS-grad,Never-married,?,Not-in-family,Male,0,0,30,<=50K
28,Bachelors,Never-married,Other-service,Not-in-family,Male,0,0,36,<=50K
46,11th,Separated,Other-service,Unmarried,Female,0,0,40,<=50K
39,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,80,>50K
28,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,41,<=50K
25,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,30,<=50K
31,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,45,<=50K
38,Masters,Married-civ-spouse,Sales,Husband,Male,0,1977,60,>50K
22,Some-college,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,<=50K
39,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,0,0,20,<=50K
53,Some-college,Never-married,?,Own-child,Female,0,0,15,<=50K
76,Some-college,Married-civ-spouse,?,Husband,Male,0,0,5,<=50K
35,10th,Married-civ-spouse,Adm-clerical,Own-child,Female,0,0,40,<=50K
30,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
54,Masters,Divorced,Prof-specialty,Not-in-family,Female,4345,0,40,<=50K
25,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,60,>50K
55,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
21,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,1980,40,<=50K
36,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
22,Bachelors,Never-married,Sales,Not-in-family,Female,0,0,40,<=50K
23,Bachelors,Never-married,Exec-managerial,Own-child,Male,0,0,50,<=50K
52,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,>50K
45,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
34,Some-college,Never-married,Sales,Not-in-family,Female,0,0,40,<=50K
24,Some-college,Never-married,Exec-managerial,Own-child,Female,0,0,43,<=50K
30,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,50,<=50K
38,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,7688,0,40,>50K
41,9th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
29,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,Male,0,0,40,<=50K
34,Some-college,Married-civ-spouse,Other-service,Wife,Female,0,0,35,>50K
66,HS-grad,Widowed,Other-service,Unmarried,Female,0,1904,25,>50K
87,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
55,HS-grad,Married-civ-spouse,?,Wife,Female,0,0,20,<=50K
40,Assoc-voc,Separated,Other-service,Not-in-family,Male,0,0,60,<=50K
20,Assoc-acdm,Never-married,Other-service,Own-child,Female,0,0,30,<=50K
45,Bachelors,Widowed,Other-service,Unmarried,Female,0,0,25,<=50K
33,Assoc-voc,Separated,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
43,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,50,<=50K
25,Bachelors,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
27,HS-grad,Divorced,Transport-moving,Not-in-family,Female,0,0,40,<=50K
24,Bachelors,Never-married,Handlers-cleaners,Own-child,Male,0,0,50,<=50K
52,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,20,>50K
19,Some-college,Never-married,?,Own-child,Female,0,0,10,<=50K
43,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,>50K
31,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,0,70,>50K
17,11th,Never-married,Other-service,Own-child,Male,0,0,40,<=50K
65,10th,Married-civ-spouse,?,Husband,Male,0,0,40,<=50K
19,HS-grad,Never-married,Other-service,Other-relative,Male,0,0,40,<=50K
63,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,12,>50K
51,Some-college,Married-civ-spouse,Sales,Wife,Female,0,0,56,>50K
43,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
42,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
19,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,20,<=50K
43,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,48,>50K
32,10th,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,99,<=50K
52,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
60,Prof-school,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
41,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,52,>50K
24,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,<=50K
17,11th,Never-married,Handlers-cleaners,Own-child,Male,0,0,35,<=50K
34,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,2000,40,<=50K
19,HS-grad,Never-married,Adm-clerical,Own-child,Female,0,0,35,<=50K
18,Some-college,Never-married,Priv-house-serv,Not-in-family,Female,0,0,16,<=50K
50,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
32,Bachelors,Divorced,Other-service,Unmarried,Female,0,0,40,<=50K
52,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,>50K
34,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,35,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1485,50,>50K
20,HS-grad,Never-married,Other-service,Not-in-family,Female,0,0,20,<=50K
41,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,50,>50K
56,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
41,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,Female,0,0,38,<=50K
42,Some-college,Married-civ-spouse,Sales,Husband,Male,5118,0,50,>50K
52,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
65,Some-college,Widowed,Other-service,Not-in-family,Female,0,0,20,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,19,<=50K
44,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
64,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,25,<=50K
42,Some-college,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
67,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,36,<=50K
27,Assoc-voc,Never-married,Sales,Own-child,Female,0,0,12,<=50K
45,Some-college,Divorced,Exec-managerial,Not-in-family,Male,0,0,50,<=50K
60,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,20,<=50K
35,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,48,<=50K
51,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,<=50K
24,Bachelors,Never-married,Sales,Own-child,Male,0,0,25,<=50K
36,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,>50K
53,Some-college,Separated,Adm-clerical,Not-in-family,Female,0,0,45,<=50K
44,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
24,Masters,Never-married,Handlers-cleaners,Own-child,Male,0,0,16,<=50K
30,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,<=50K
29,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,30,<=50K
20,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
49,HS-grad,Widowed,Adm-clerical,Unmarried,Female,0,0,40,<=50K
45,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,55,>50K
55,Bachelors,Married-civ-spouse,Farming-fishing,Wife,Female,0,0,60,<=50K
46,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
43,Assoc-acdm,Divorced,Craft-repair,Not-in-family,Male,8614,0,45,>50K
55,Masters,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
37,Some-college,Divorced,Other-service,Not-in-family,Female,0,0,40,<=50K
40,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
30,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
18,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,0,0,16,<=50K
34,HS-grad,Married-spouse-absent,?,Unmarried,Female,0,0,40,<=50K
73,HS-grad,Married-civ-spouse,?,Husband,Male,0,0,40,>50K
51,HS-grad,Divorced,?,Not-in-family,Female,0,0,92,<=50K
