age,education,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,income
78,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,99999,0,20,>50K
90,1st-4th,Widowed,?,Not-in-family,Female,0,0,40,<=50K
46,Some-college,Divorced,Machine-op-inspct,Unmarried,Male,0,0,40,<=50K
54,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,38,>50K
55,HS-grad,Never-married,Priv-house-serv,Unmarried,Female,0,0,40,<=50K
33,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,>50K
18,10th,Never-married,?,Other-relative,Female,0,0,30,<=50K
43,Masters,Divorced,Exec-managerial,Unmarried,Female,0,2547,40,>50K
43,Bachelors,Married-civ-spouse,Sales,Husband,Male,15024,0,50,>50K
65,Some-college,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
42,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,55,>50K
50,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,>50K
18,11th,Never-married,Prof-specialty,Other-relative,Male,0,0,3,<=50K
63,Masters,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,>50K
20,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
39,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,>50K
33,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
54,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
48,Bachelors,Married-civ-spouse,Other-service,Wife,Female,0,1902,40,>50K
35,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,56,<=50K
35,11th,Married-civ-spouse,Sales,Husband,Male,0,0,65,<=50K
24,HS-grad,Never-married,Other-service,Own-child,Male,0,0,40,<=50K
19,Some-college,Never-married,Sales,Own-child,Male,0,0,25,<=50K
32,10th,Separated,Other-service,Unmarried,Female,0,0,42,<=50K
49,Some-college,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
56,9th,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,<=50K
24,Some-college,Never-married,Sales,Not-in-family,Male,0,0,33,<=50K
26,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,<=50K
45,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
25,Masters,Never-married,Prof-specialty,Own-child,Female,0,0,40,<=50K
24,HS-grad,Never-married,Other-service,Own-child,Male,0,0,40,<=50K
22,Some-college,Never-married,Exec-managerial,Not-in-family,Male,0,0,35,<=50K
66,9th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,25,>50K
22,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,Female,0,0,40,<=50K
24,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
50,Bachelors,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
51,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
44,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,50,>50K
32,Some-college,Separated,Tech-support,Not-in-family,Male,0,1980,40,<=50K
28,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
29,Bachelors,Never-married,Tech-support,Not-in-family,Female,0,0,40,<=50K
47,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
33,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,<=50K
47,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,<=50K
41,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,55,>50K
42,Masters,Divorced,Prof-specialty,Not-in-family,Female,0,0,38,<=50K
24,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
31,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,70,<=50K
38,Bachelors,Married-civ-spouse,Other-service,Husband,Male,3908,0,70,<=50K
30,HS-grad,Divorced,Sales,Unmarried,Female,0,0,54,<=50K
55,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
46,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,Female,0,0,50,<=50K
31,Masters,Divorced,Prof-specialty,Not-in-family,Male,0,1590,60,<=50K
40,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,40,>50K
21,Some-college,Never-married,Sales,Own-child,Male,0,0,20,<=50K
28,HS-grad,Married-spouse-absent,Tech-support,Not-in-family,Female,0,0,37,<=50K
35,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
34,Some-college,Married-civ-spouse,Farming-fishing,Wife,Female,0,0,30,<=50K
39,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
20,Some-college,Never-married,?,Own-child,Male,0,0,60,<=50K
47,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,55,>50K
39,10th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,45,<=50K
38,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,>50K
33,12th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
43,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,30,<=50K
20,Some-college,Married-spouse-absent,Sales,Own-child,Female,0,0,18,<=50K
54,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
38,Some-college,Never-married,Other-service,Not-in-family,Female,0,0,30,<=50K
45,11th,Divorced,Adm-clerical,Unmarried,Female,0,0,16,<=50K
42,Some-college,Divorced,Exec-managerial,Unmarried,Female,0,0,45,<=50K
51,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,>50K
22,Some-college,Never-married,Other-service,Own-child,Male,0,0,16,<=50K
18,12th,Never-married,Other-service,Own-child,Male,0,0,30,<=50K
23,Bachelors,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
47,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
65,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
57,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
27,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
30,Some-college,Never-married,Craft-repair,Not-in-family,Male,0,0,45,<=50K
46,HS-grad,Divorced,Other-service,Not-in-family,Male,0,0,40,<=50K
46,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,10,<=50K
23,Some-college,Never-married,Adm-clerical,Own-child,Male,0,0,25,<=50K
23,Some-college,Never-married,Exec-managerial,Own-child,Male,0,0,40,<=50K
51,Some-college,Widowed,Other-service,Not-in-family,Female,0,0,40,<=50K
23,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,<=50K
35,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,40,<=50K
67,Some-college,Divorced,Other-service,Unmarried,Female,0,0,41,<=50K
47,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
33,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
47,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,40,>50K
24,HS-grad,Never-married,Other-service,Own-child,Male,0,0,30,<=50K
24,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,0,0,40,<=50K
53,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
31,10th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
22,HS-grad,Never-married,Transport-moving,Not-in-family,Male,0,0,40,<=50K
24,HS-grad,Separated,Other-service,Unmarried,Female,0,0,50,>50K
39,HS-grad,Divorced,Other-service,Not-in-family,Male,0,0,40,<=50K
56,9th,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
48,Some-college,Married-civ-spouse,Other-service,Husband,Male,0,0,40,>50K
45,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
26,HS-grad,Never-married,Craft-repair,Other-relative,Male,0,0,40,<=50K
46,Some-college,Divorced,Sales,Unmarried,Female,0,0,40,<=50K
39,Bachelors,Never-married,Tech-support,Own-child,Male,0,0,40,<=50K
31,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,>50K
29,Some-college,Never-married,Sales,Not-in-family,Male,0,0,60,<=50K
34,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
40,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,55,>50K
35,11th,Separated,?,Not-in-family,Female,6849,0,60,<=50K
49,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,>50K
44,HS-grad,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
62,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,2415,60,>50K
44,HS-grad,Never-married,Adm-clerical,Other-relative,Female,0,0,30,<=50K
24,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
55,Bachelors,Widowed,Adm-clerical,Unmarried,Female,0,0,40,<=50K
44,10th,Never-married,Craft-repair,Own-child,Male,0,0,50,<=50K
35,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,50,<=50K
52,HS-grad,Widowed,Other-service,Not-in-family,Female,0,0,20,<=50K
25,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,<=50K
30,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
24,HS-grad,Never-married,Sales,Not-in-family,Female,0,0,50,<=50K
40,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
28,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,<=50K
44,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,40,<=50K
56,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,0,0,60,<=50K
41,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,<=50K
59,Some-college,Married-civ-spouse,?,Husband,Male,0,0,40,<=50K
64,Doctorate,Widowed,Prof-specialty,Not-in-family,Male,8614,0,50,>50K
41,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,Male,0,0,40,>50K
47,Some-college,Divorced,Exec-managerial,Not-in-family,Female,0,0,65,<=50K
57,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,>50K
46,1st-4th,Separated,Machine-op-inspct,Own-child,Female,0,0,40,<=50K
29,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,>50K
25,Masters,Never-married,Prof-specialty,Own-child,Male,0,0,20,<=50K
36,10th,Divorced,Transport-moving,Unmarried,Male,0,0,48,<=50K
57,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Male,4650,0,40,<=50K
50,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,55,<=50K
22,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
61,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
31,Bachelors,Married-civ-spouse,Sales,Husband,Male,3908,0,50,<=50K
32,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
21,HS-grad,Never-married,Handlers-cleaners,Unmarried,Male,0,0,45,<=50K
25,HS-grad,Separated,Protective-serv,Own-child,Male,0,0,40,<=50K
20,Some-college,Never-married,?,Other-relative,Male,0,0,40,<=50K
46,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,0,44,>50K
37,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,5178,0,40,>50K
59,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,>50K
49,Masters,Separated,Exec-managerial,Not-in-family,Male,0,0,70,>50K
32,Bachelors,Divorced,Prof-specialty,Other-relative,Male,0,0,35,>50K
42,Masters,Divorced,Sales,Not-in-family,Male,0,0,50,>50K
47,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
23,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,12,<=50K
47,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,>50K
49,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,0,0,45,>50K
47,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
52,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
19,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
42,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,40,<=50K
60,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
46,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
59,HS-grad,Separated,Other-service,Not-in-family,Female,0,0,40,<=50K
47,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
21,Some-college,Never-married,Exec-managerial,Not-in-family,Female,0,0,38,<=50K
27,Bachelors,Never-married,Other-service,Own-child,Female,0,0,20,<=50K
31,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
48,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,65,>50K
19,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,30,<=50K
33,HS-grad,Separated,Craft-repair,Not-in-family,Male,0,0,50,<=50K
37,Doctorate,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,35,<=50K
24,Some-college,Never-married,Adm-clerical,Not-in-family,Male,0,2205,24,<=50K
47,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,80,<=50K
56,Bachelors,Divorced,Prof-specialty,Unmarried,Female,0,1741,40,<=50K
50,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,48,>50K
35,HS-grad,Divorced,Sales,Unmarried,Female,0,0,40,<=50K
55,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
42,HS-grad,Divorced,Craft-repair,Unmarried,Male,0,0,45,<=50K
36,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,5178,0,40,>50K
72,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,10,<=50K
53,Prof-school,Never-married,Prof-specialty,Not-in-family,Male,27828,0,40,>50K
38,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1485,60,>50K
80,1st-4th,Widowed,Farming-fishing,Not-in-family,Male,1086,0,20,<=50K
41,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,32,<=50K
34,HS-grad,Married-spouse-absent,Other-service,Unmarried,Female,0,0,65,<=50K
28,Bachelors,Never-married,Exec-managerial,Own-child,Male,0,0,40,<=50K
23,Bachelors,Never-married,Adm-clerical,Unmarried,Female,0,0,40,<=50K
73,12th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,18,<=50K
20,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
29,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,4787,0,40,>50K
35,Masters,Never-married,Craft-repair,Not-in-family,Male,0,0,50,>50K
28,HS-grad,Divorced,Other-service,Unmarried,Female,0,0,20,<=50K
25,Some-college,Never-married,Sales,Other-relative,Male,0,0,40,<=50K
52,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,2105,0,40,<=50K
26,Some-college,Never-married,Prof-specialty,Own-child,Female,0,0,35,<=50K
27,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,0,0,60,<=50K
33,HS-grad,Married-civ-spouse,Other-service,Own-child,Female,0,0,25,<=50K
23,HS-grad,Never-married,Transport-moving,Not-in-family,Male,0,0,45,<=50K
26,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
38,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,0,0,48,<=50K
56,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,0,0,45,>50K
46,Some-college,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,<=50K
62,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,0,0,32,<=50K
36,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,>50K
59,Bachelors,Never-married,Adm-clerical,Not-in-family,Male,0,0,38,<=50K
69,10th,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,17,<=50K
45,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,60,>50K
31,Some-college,Never-married,Other-service,Own-child,Female,0,0,37,<=50K
21,Some-college,Never-married,Other-service,Not-in-family,Female,0,0,25,<=50K
32,HS-grad,Separated,Other-service,Not-in-family,Female,0,0,30,<=50K
53,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
34,Assoc-acdm,Never-married,Adm-clerical,Own-child,Female,0,0,38,<=50K
43,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,60,>50K
32,Bachelors,Married-civ-spouse,Sales,Husband,Male,99999,0,50,>50K
43,HS-grad,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
22,Masters,Never-married,Sales,Other-relative,Female,0,0,21,<=50K
72,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,0,0,17,<=50K
18,HS-grad,Never-married,Sales,Own-child,Female,0,0,30,<=50K
44,Bachelors,Never-married,Adm-clerical,Unmarried,Female,0,0,40,<=50K
66,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,42,>50K
18,11th,Never-married,Sales,Own-child,Female,0,0,30,<=50K
51,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,40,>50K
29,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
59,HS-grad,Married-civ-spouse,?,Wife,Female,0,0,40,>50K
24,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,35,<=50K
33,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,25,>50K
23,Some-college,Never-married,Other-service,Own-child,Female,0,0,37,<=50K
27,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Female,0,0,40,<=50K
33,Some-college,Never-married,Prof-specialty,Not-in-family,Female,3674,0,16,<=50K
46,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
37,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,3103,0,50,>50K
35,HS-grad,Never-married,Protective-serv,Own-child,Male,0,0,40,<=50K
60,5th-6th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
21,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,16,<=50K
19,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,0,0,30,<=50K
29,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
76,HS-grad,Widowed,Other-service,Not-in-family,Female,0,0,13,<=50K
26,Bachelors,Never-married,Sales,Not-in-family,Male,0,0,50,<=50K
26,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,0,0,80,<=50K
74,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,Male,0,0,25,>50K
39,Some-college,Never-married,Sales,Not-in-family,Male,0,0,40,<=50K
33,Assoc-voc,Separated,Prof-specialty,Not-in-family,Male,0,0,45,<=50K
42,Masters,Married-civ-spouse,Sales,Husband,Male,99999,0,80,>50K
49,HS-grad,Divorced,Transport-moving,Not-in-family,Male,0,0,90,<=50K
26,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,0,55,>50K
51,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
42,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,70,<=50K
22,Assoc-voc,Never-married,Tech-support,Own-child,Female,0,0,36,<=50K
67,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,<=50K
18,HS-grad,Never-married,?,Own-child,Female,0,0,40,<=50K
42,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,1887,40,>50K
41,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
18,HS-grad,Never-married,Sales,Own-child,Female,0,0,25,<=50K
43,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,2415,55,>50K
35,Bachelors,Never-married,Sales,Not-in-family,Male,10520,0,45,>50K
30,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,50,>50K
21,Some-college,Never-married,Sales,Not-in-family,Female,0,0,50,<=50K
46,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
36,11th,Never-married,Machine-op-inspct,Unmarried,Female,0,0,40,<=50K
68,Some-college,Married-civ-spouse,Sales,Husband,Male,0,2377,55,>50K
35,HS-grad,Separated,Transport-moving,Not-in-family,Male,0,0,70,<=50K
39,Some-college,Separated,Prof-specialty,Unmarried,Female,0,0,37,<=50K
27,HS-grad,Never-married,Farming-fishing,Own-child,Male,0,0,40,<=50K
29,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
30,10th,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
25,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
58,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
23,Some-college,Never-married,Handlers-cleaners,Own-child,Male,0,0,22,<=50K
44,1st-4th,Married-civ-spouse,Transport-moving,Wife,Female,3908,0,60,<=50K
31,11th,Never-married,Transport-moving,Not-in-family,Male,0,0,35,<=50K
45,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,0,40,<=50K
36,HS-grad,Divorced,Other-service,Unmarried,Female,0,0,40,<=50K
62,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
51,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,43,<=50K
21,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,18,<=50K
46,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,>50K
36,12th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,48,<=50K
33,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,54,>50K
26,11th,Never-married,?,Not-in-family,Male,0,0,40,<=50K
31,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
44,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,50,>50K
50,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,55,<=50K
27,HS-grad,Never-married,Handlers-cleaners,Other-relative,Male,0,0,28,<=50K
33,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,0,37,<=50K
42,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,>50K
51,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1902,50,>50K
57,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,10,>50K
48,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,45,<=50K
42,11th,Married-civ-spouse,?,Husband,Male,0,0,15,<=50K
35,Some-college,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,<=50K
31,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,>50K
58,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,>50K
44,Masters,Never-married,Farming-fishing,Own-child,Male,0,0,99,<=50K
34,Bachelors,Divorced,Prof-specialty,Unmarried,Female,0,0,40,>50K
63,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
30,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,2051,40,<=50K
33,HS-grad,Never-married,Other-service,Unmarried,Male,0,0,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,47,<=50K
39,HS-grad,Separated,Craft-repair,Unmarried,Male,0,0,40,<=50K
18,10th,Never-married,Other-service,Own-child,Male,0,0,24,<=50K
23,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
41,11th,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
47,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
19,HS-grad,Never-married,?,Unmarried,Female,0,0,40,<=50K
18,Some-college,Never-married,?,Own-child,Female,0,0,40,<=50K
26,10th,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
36,11th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
50,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
49,10th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,1485,40,>50K
47,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,3325,0,45,<=50K
44,HS-grad,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,>50K
21,HS-grad,Never-married,Other-service,Own-child,Female,0,0,50,<=50K
34,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,7688,0,50,>50K
40,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,1848,55,>50K
25,HS-grad,Never-married,Other-service,Own-child,Female,0,0,35,<=50K
31,HS-grad,Never-married,Craft-repair,Other-relative,Male,0,0,50,<=50K
41,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,>50K
46,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,65,>50K
27,Assoc-voc,Married-civ-spouse,?,Husband,Male,0,0,20,<=50K
51,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,>50K
46,HS-grad,Divorced,Craft-repair,Not-in-family,Female,0,0,40,<=50K
47,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,0,50,<=50K
37,Assoc-voc,Married-civ-spouse,Tech-support,Wife,Female,0,0,24,>50K
37,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1902,40,>50K
27,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,56,<=50K
19,HS-grad,Never-married,Sales,Not-in-family,Female,0,0,40,<=50K
41,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
44,Masters,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,<=50K
44,Some-college,Divorced,Exec-managerial,Unmarried,Male,0,0,60,>50K
35,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
22,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
26,Some-college,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,45,<=50K
65,11th,Widowed,Other-service,Unmarried,Male,0,0,40,<=50K
50,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
31,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,>50K
48,Some-college,Widowed,Adm-clerical,Unmarried,Female,0,0,43,<=50K
44,Prof-school,Divorced,Prof-specialty,Not-in-family,Male,0,0,55,>50K
48,Assoc-acdm,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,0,55,<=50K
23,Some-college,Never-married,Sales,Own-child,Female,0,0,40,<=50K
34,Some-college,Married-civ-spouse,Tech-support,Husband,Male,3103,0,40,>50K
36,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,99,<=50K
55,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,43,>50K
42,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,1887,50,>50K
