workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Private,Bachelors,Divorced,Sales,Unmarried,White,Female,40,<=50K,
Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,40,<=50K,56
Private,7th-8th,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,26
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,
Local-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,36,<=50K,28
Self-emp-inc,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,50,<=50K,22
Self-emp-inc,Some-college,Divorced,Craft-repair,Unmarried,White,Male,60,<=50K,
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,>50K,28
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,
Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Male,41,<=50K,
Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,41
Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,30,<=50K,69
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,>50K,
?,Some-college,Never-married,?,Not-in-family,White,Female,25,<=50K,22
Private,10th,Never-married,Transport-moving,Own-child,Black,Male,10,<=50K,17
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K,17
Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,34
Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,>50K,27
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,>50K,34
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,52
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,24
Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,<=50K,
Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,<=50K,22
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Federal-gov,9th,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,43
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,31
Self-emp-inc,Doctorate,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,40
Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,40,>50K,
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,40,<=50K,37
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,45,<=50K,44
Federal-gov,Assoc-voc,Married-spouse-absent,Tech-support,Own-child,Black,Female,40,<=50K,39
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K,
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,
Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K,42
Local-gov,10th,Never-married,Handlers-cleaners,Own-child,White,Male,50,<=50K,23
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K,51
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,33
Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,30,<=50K,23
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,<=50K,61
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,7th-8th,Never-married,Other-service,Unmarried,White,Female,40,<=50K,23
Local-gov,12th,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,23
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,47
Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,60,>50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K,64
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,<=50K,48
?,HS-grad,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,35,<=50K,19
Federal-gov,HS-grad,Married-spouse-absent,Tech-support,Not-in-family,White,Female,40,>50K,34
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,55,>50K,
Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,<=50K,
Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,40,>50K,
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,50,<=50K,51
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,55,>50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,37
Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,35,<=50K,52
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,35
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,36,<=50K,44
Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,30,<=50K,22
Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,42
Private,Some-college,Divorced,Other-service,Not-in-family,Black,Female,60,<=50K,34
Self-emp-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K,
Private,Assoc-voc,Widowed,Adm-clerical,Unmarried,White,Female,48,<=50K,
Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,38
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,36,>50K,
Private,HS-grad,Widowed,Sales,Other-relative,White,Female,28,<=50K,49
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,26
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,44
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,55,>50K,
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,
Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,<=50K,42
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,2,<=50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,<=50K,44
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,57
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,39
Local-gov,7th-8th,Married-civ-spouse,Other-service,Other-relative,White,Male,40,<=50K,37
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,Male,40,<=50K,27
Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,12,<=50K,
Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Male,25,<=50K,27
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,<=50K,39
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,>50K,
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,25,<=50K,36
Private,HS-grad,Divorced,Sales,Other-relative,White,Male,50,<=50K,31
Self-emp-not-inc,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,53
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,47
Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,
Private,11th,Divorced,Craft-repair,Other-relative,White,Male,35,<=50K,50
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,
Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,40,<=50K,
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,
Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,45,<=50K,28
State-gov,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K,29
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,59
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,34
State-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Male,35,<=50K,47
Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,35
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,40,<=50K,
?,Some-college,Married-civ-spouse,?,Husband,White,Male,20,<=50K,28
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,<=50K,47
?,Masters,Divorced,?,Unmarried,White,Female,50,<=50K,
?,7th-8th,Divorced,?,Not-in-family,Black,Male,20,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,28
Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Female,40,<=50K,46
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,<=50K,19
Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,40,<=50K,
?,11th,Married-civ-spouse,?,Husband,White,Male,40,>50K,25
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,54
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,60,>50K,
?,11th,Never-married,?,Other-relative,White,Male,32,<=50K,18
Private,Some-college,Never-married,Other-service,Own-child,White,Male,28,<=50K,20
?,HS-grad,Married-civ-spouse,?,Wife,White,Female,32,<=50K,41
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,45,<=50K,26
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,30,<=50K,23
State-gov,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Female,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K,56
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,20,<=50K,32
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,30,<=50K,72
State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20,<=50K,19
Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,56
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,<=50K,34
Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,50
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,50,<=50K,19
Private,Masters,Divorced,Tech-support,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,10,<=50K,25
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,>50K,38
Private,11th,Never-married,Sales,Own-child,White,Male,15,<=50K,17
Private,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K,43
Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,34,<=50K,
Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,35,>50K,
Self-emp-not-inc,HS-grad,Separated,Sales,Unmarried,White,Female,20,<=50K,26
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,41
?,Bachelors,Never-married,?,Own-child,White,Male,40,<=50K,22
Private,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,40,<=50K,
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,>50K,
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K,38
Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,29
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,27
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,38,<=50K,51
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,27,<=50K,18
Private,11th,Divorced,Machine-op-inspct,Not-in-family,White,Female,48,<=50K,62
Private,Some-college,Separated,Other-service,Unmarried,White,Female,30,<=50K,28
Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,20,>50K,
Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,<=50K,
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,48
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,40
Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,50,>50K,44
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,23
Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,40,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,15,<=50K,
Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,40,<=50K,31
Self-emp-not-inc,9th,Widowed,Other-service,Unmarried,White,Female,35,<=50K,35
Private,HS-grad,Divorced,Protective-serv,Other-relative,White,Male,40,<=50K,36
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,25
Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,53,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Female,43,<=50K,33
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,26
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,32
Self-emp-inc,HS-grad,Separated,Sales,Unmarried,White,Female,40,<=50K,
Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,>50K,
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,30,<=50K,22
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,35,<=50K,20
Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,<=50K,20
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,36,<=50K,
Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,42,<=50K,22
Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,48,<=50K,
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,42,<=50K,29
Federal-gov,10th,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,<=50K,38
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,29
State-gov,HS-grad,Separated,Prof-specialty,Unmarried,Black,Female,45,<=50K,29
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,32,<=50K,64
Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,40,<=50K,
State-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,35,<=50K,24
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,>50K,25
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,31,<=50K,
Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,52
Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,43
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,33
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,<=50K,62
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,56
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,<=50K,47
Private,Assoc-voc,Never-married,Adm-clerical,Other-relative,Black,Female,40,<=50K,26
?,HS-grad,Widowed,?,Not-in-family,White,Female,20,<=50K,55
Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,23
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,33
Private,HS-grad,Never-married,Craft-repair,Unmarried,Black,Male,40,<=50K,44
Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,21
Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,60,<=50K,29
Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,<=50K,40
Private,10th,Divorced,Transport-moving,Not-in-family,White,Male,40,<=50K,
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,35,<=50K,37
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,43,>50K,60
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,
Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,50,<=50K,
Local-gov,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Female,40,<=50K,27
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,44,<=50K,42
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,<=50K,33
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,35,<=50K,72
Private,Bachelors,Never-married,Other-service,Own-child,White,Male,35,<=50K,28
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,<=50K,34
State-gov,Bachelors,Never-married,Sales,Not-in-family,White,Male,24,<=50K,48
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,>50K,
State-gov,7th-8th,Divorced,Prof-specialty,Not-in-family,White,Male,20,<=50K,61
Private,10th,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K,41
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,27,<=50K,31
Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,50,<=50K,23
Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,40,<=50K,24
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,45
?,Some-college,Married-civ-spouse,?,Husband,White,Male,35,<=50K,26
State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,<=50K,29
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,24
Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,23
Private,Masters,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,>50K,
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,29
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,<=50K,34
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,49
Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,<=50K,36
Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Male,50,<=50K,50
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,30,<=50K,34
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,42,<=50K,52
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,63
Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,<=50K,21
Self-emp-inc,10th,Divorced,Sales,Own-child,White,Female,30,<=50K,
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,32,<=50K,
State-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,51
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,>50K,
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,>50K,
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,72
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,40,>50K,
Private,11th,Never-married,Farming-fishing,Not-in-family,White,Male,20,<=50K,17
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K,38
Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,<=50K,40
Private,10th,Never-married,Other-service,Own-child,White,Female,25,<=50K,18
Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,37
State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K,33
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,53
?,Some-college,Never-married,?,Own-child,White,Male,35,<=50K,21
Private,9th,Divorced,Sales,Unmarried,Black,Female,40,<=50K,56
Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,43,<=50K,27
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,60,<=50K,
Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,
Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,<=50K,42
Private,HS-grad,Never-married,Priv-house-serv,Unmarried,White,Female,40,<=50K,44
Private,Some-college,Separated,Machine-op-inspct,Unmarried,Black,Female,30,<=50K,70
Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,59
Federal-gov,10th,Never-married,Craft-repair,Unmarried,Black,Male,40,<=50K,31
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,50
Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,>50K,
Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,31
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,<=50K,38
State-gov,Some-college,Never-married,Other-service,Own-child,Black,Male,40,<=50K,37
Private,11th,Never-married,Other-service,Own-child,White,Male,30,<=50K,19
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,60
Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,23
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,>50K,30
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,55,<=50K,31
Private,Bachelors,Never-married,Other-service,Own-child,White,Female,30,<=50K,18
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,15,<=50K,20
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,45,<=50K,26
Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,35,>50K,
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,40,<=50K,37
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,55
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,20,<=50K,29
Private,Masters,Married-civ-spouse,Sales,Husband,Black,Male,30,>50K,
Private,Some-college,Widowed,Machine-op-inspct,Unmarried,Black,Male,40,<=50K,
Local-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,33
Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K,
Private,Some-college,Never-married,Sales,Own-child,Black,Male,40,<=50K,39
Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,31
Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,30,<=50K,
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,42,<=50K,26
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K,33
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,37
Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,40,>50K,48
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Private,HS-grad,Separated,Other-service,Other-relative,White,Female,40,<=50K,42
?,HS-grad,Never-married,?,Own-child,White,Male,30,<=50K,41
Private,Masters,Never-married,Craft-repair,Not-in-family,White,Male,55,<=50K,
?,Bachelors,Married-spouse-absent,?,Unmarried,White,Male,20,<=50K,32
Self-emp-not-inc,11th,Widowed,Farming-fishing,Not-in-family,White,Male,40,<=50K,
Self-emp-not-inc,10th,Never-married,Farming-fishing,Own-child,White,Female,30,<=50K,21
Local-gov,Assoc-voc,Divorced,Protective-serv,Not-in-family,White,Male,8,<=50K,
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,53,<=50K,
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,40
Private,HS-grad,Never-married,Other-service,Not-in-family,Other,Male,40,<=50K,27
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,51
?,10th,Divorced,?,Unmarried,White,Female,35,<=50K,41
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,<=50K,
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,25
Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,37,<=50K,
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,49
