workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,<=50K,62.0
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,<=50K,31.0
Private,Masters,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,>50K,
Local-gov,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,56,<=50K,
Self-emp-not-inc,HS-grad,Never-married,Sales,Own-child,White,Male,48,<=50K,18.0
Local-gov,1st-4th,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,20,<=50K,80.0
Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,<=50K,23.0
?,Some-college,Never-married,?,Not-in-family,White,Male,45,<=50K,42.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,<=50K,55.0
Private,Bachelors,Divorced,Handlers-cleaners,Own-child,Black,Male,40,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,24,<=50K,64.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,80.0
Private,Masters,Never-married,Other-service,Not-in-family,White,Female,40,<=50K,
Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,>50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,23.0
Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,20.0
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,<=50K,41.0
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,<=50K,22.0
Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,25.0
Private,Masters,Never-married,Exec-managerial,Unmarried,White,Female,50,<=50K,
Private,Some-college,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,35,>50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,35.0
Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,70,<=50K,31.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,47.0
Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,40,<=50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,43,>50K,31.0
?,Some-college,Married-civ-spouse,?,Other-relative,White,Female,20,<=50K,28.0
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,<=50K,
Private,HS-grad,Divorced,Exec-managerial,Other-relative,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K,
Private,Some-college,Widowed,Adm-clerical,Other-relative,White,Female,22,<=50K,
Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,>50K,
?,HS-grad,Never-married,?,Own-child,White,Male,60,<=50K,19.0
Private,9th,Separated,Machine-op-inspct,Unmarried,White,Female,40,<=50K,59.0
Private,Some-college,Never-married,Farming-fishing,Unmarried,White,Male,50,<=50K,29.0
Private,5th-6th,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,28.0
?,11th,Never-married,?,Own-child,White,Female,20,<=50K,17.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,HS-grad,Never-married,Other-service,Other-relative,Other,Female,35,<=50K,21.0
Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,57,<=50K,53.0
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,<=50K,29.0
Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,50,<=50K,45.0
State-gov,Masters,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,<=50K,
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,23,<=50K,18.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,38.0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K,39.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,40,>50K,
Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,38,<=50K,
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,26.0
Private,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,74.0
Private,10th,Divorced,Transport-moving,Unmarried,White,Male,48,<=50K,
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,42,<=50K,39.0
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,
Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,<=50K,22.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,51.0
Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,
Private,HS-grad,Widowed,Prof-specialty,Unmarried,White,Female,35,<=50K,51.0
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,<=50K,35.0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,23.0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,34.0
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,16,<=50K,21.0
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,70,<=50K,38.0
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,51.0
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,>50K,46.0
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,18,<=50K,34.0
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,42.0
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,<=50K,41.0
State-gov,12th,Divorced,Other-service,Unmarried,White,Female,40,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,<=50K,35.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,26.0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,33.0
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Sales,Wife,Black,Female,36,<=50K,56.0
?,7th-8th,Widowed,?,Not-in-family,White,Female,6,<=50K,67.0
Private,10th,Never-married,Other-service,Other-relative,White,Male,30,<=50K,24.0
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,15,<=50K,19.0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,>50K,
Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,30,<=50K,30.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K,39.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,<=50K,41.0
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,49.0
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,
Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,30,<=50K,36.0
?,Assoc-acdm,Widowed,?,Not-in-family,White,Female,4,<=50K,78.0
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K,41.0
Private,9th,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,84,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,50.0
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,30.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,30,<=50K,40.0
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,
Private,10th,Divorced,Other-service,Not-in-family,Black,Female,38,<=50K,45.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,>50K,
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,<=50K,21.0
Private,Some-college,Never-married,Sales,Own-child,Black,Male,20,<=50K,20.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,62.0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,<=50K,56.0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,52,<=50K,42.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,30.0
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,<=50K,26.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,55,<=50K,25.0
Private,11th,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,19.0
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K,
?,Some-college,Never-married,?,Own-child,White,Female,40,<=50K,19.0
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,28.0
?,7th-8th,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,48,<=50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,31.0
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,52,<=50K,
Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,48,>50K,64.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,HS-grad,Separated,Sales,Not-in-family,White,Female,40,<=50K,46.0
Private,11th,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,25.0
Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Own-child,White,Male,40,<=50K,44.0
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,<=50K,44.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,
Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,40,<=50K,46.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,39.0
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,37.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,<=50K,31.0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,59.0
Private,Some-college,Separated,Other-service,Not-in-family,White,Male,28,<=50K,54.0
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,35,<=50K,30.0
Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,40,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,40,<=50K,51.0
Local-gov,Bachelors,Never-married,Tech-support,Own-child,White,Female,42,<=50K,37.0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,<=50K,44.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,58,>50K,
Private,Assoc-voc,Never-married,Sales,Unmarried,White,Female,55,<=50K,28.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,37.0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,45,<=50K,
Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,20,<=50K,75.0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,42,<=50K,25.0
Self-emp-not-inc,11th,Married-civ-spouse,Sales,Wife,White,Female,30,<=50K,34.0
State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,60,<=50K,45.0
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,26.0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,50.0
State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,20,<=50K,22.0
Private,12th,Never-married,Farming-fishing,Own-child,White,Female,30,<=50K,19.0
Private,7th-8th,Never-married,Other-service,Own-child,White,Male,40,<=50K,53.0
Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,40,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,20,<=50K,22.0
Private,10th,Never-married,Machine-op-inspct,Own-child,Black,Male,45,<=50K,28.0
Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,21.0
Private,12th,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K,29.0
Private,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,47.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,34.0
?,HS-grad,Married-civ-spouse,?,Wife,White,Female,25,<=50K,24.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,42,<=50K,35.0
Private,Prof-school,Married-civ-spouse,Exec-managerial,Wife,White,Female,48,>50K,
Private,Some-college,Widowed,Sales,Not-in-family,White,Male,35,<=50K,
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,20,<=50K,
State-gov,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,44,<=50K,37.0
?,Assoc-voc,Married-civ-spouse,?,Wife,White,Female,20,<=50K,42.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,<=50K,29.0
Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,<=50K,24.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,31.0
Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,>50K,35.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,42.0
Self-emp-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,<=50K,
Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,48,<=50K,59.0
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,>50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,45.0
Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,<=50K,47.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,34.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,<=50K,
State-gov,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,59.0
State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,44.0
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,34.0
Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,30,<=50K,51.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Private,Assoc-voc,Divorced,Tech-support,Unmarried,Black,Female,40,<=50K,
Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K,31.0
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,24.0
Private,HS-grad,Divorced,Tech-support,Unmarried,Black,Female,55,<=50K,
Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,
Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,15,<=50K,69.0
Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,15,<=50K,34.0
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,25,<=50K,21.0
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,>50K,63.0
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,50,<=50K,32.0
Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,40,<=50K,38.0
Private,9th,Divorced,Handlers-cleaners,Not-in-family,White,Male,24,<=50K,54.0
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,75,<=50K,37.0
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,72.0
Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,20,<=50K,28.0
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,50.0
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,
Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,99,>50K,
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,21.0
Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,6,<=50K,
Local-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Male,12,<=50K,
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,10,<=50K,24.0
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,
Private,Masters,Widowed,Exec-managerial,Not-in-family,White,Female,40,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,36.0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50,<=50K,25.0
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,<=50K,24.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,36.0
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,70,<=50K,28.0
Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,40.0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,Female,60,<=50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K,49.0
?,HS-grad,Never-married,?,Own-child,Black,Male,40,<=50K,22.0
Private,10th,Widowed,Sales,Unmarried,White,Female,40,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,<=50K,48.0
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,>50K,
Private,7th-8th,Divorced,Sales,Not-in-family,Other,Female,35,<=50K,
Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,20,<=50K,23.0
Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,58.0
Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,>50K,
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,34.0
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,37,<=50K,
Private,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Female,40,<=50K,44.0
Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,26.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,11th,Widowed,Craft-repair,Unmarried,White,Male,40,<=50K,
State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,
Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,40,<=50K,
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,45.0
Private,12th,Never-married,Other-service,Own-child,White,Male,32,<=50K,17.0
Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,50,>50K,45.0
Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K,37.0
Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,40,<=50K,33.0
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K,
?,Some-college,Married-civ-spouse,?,Husband,White,Male,20,<=50K,37.0
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,25,<=50K,24.0
Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K,30.0
State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,50,<=50K,28.0
Local-gov,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K,51.0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,29.0
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,>50K,31.0
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,78,<=50K,
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,<=50K,20.0
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,26.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,45,<=50K,48.0
Private,5th-6th,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,>50K,
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,10th,Divorced,Other-service,Not-in-family,White,Male,40,<=50K,31.0
Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
?,Some-college,Never-married,?,Own-child,Black,Female,24,<=50K,18.0
Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,40,<=50K,24.0
Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,>50K,
Private,Some-college,Married-spouse-absent,Sales,Not-in-family,White,Male,40,<=50K,45.0
?,Some-college,Married-civ-spouse,Farming-fishing,Own-child,White,Male,65,<=50K,29.0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,31.0
Private,HS-grad,Separated,Other-service,Not-in-family,Black,Female,45,<=50K,46.0
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,32.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,
Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,40.0
Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,70,<=50K,
Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,32,<=50K,33.0
Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,60,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,<=50K,57.0
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,30,<=50K,22.0
Private,Bachelors,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,<=50K,28.0
Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,20,<=50K,41.0
Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,40,<=50K,
Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,35,<=50K,19.0
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,21.0
Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,51.0
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,35,<=50K,22.0
Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,<=50K,
?,7th-8th,Married-civ-spouse,?,Own-child,White,Male,60,<=50K,24.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,65,<=50K,29.0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,27.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,<=50K,
Private,Some-college,Never-married,Sales,Own-child,Black,Female,21,<=50K,18.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,>50K,40.0
Private,10th,Divorced,Transport-moving,Unmarried,White,Male,40,<=50K,
Private,Some-college,Never-married,Sales,Own-child,White,Female,25,<=50K,18.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,39.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,<=50K,47.0
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,34.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,34.0
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,90.0
Local-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,35,<=50K,43.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,35.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,47.0
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20,<=50K,19.0
Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,45,<=50K,42.0
Self-emp-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,8,<=50K,18.0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,33.0
Private,Prof-school,Never-married,Adm-clerical,Not-in-family,White,Male,40,>50K,
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,>50K,44.0
Local-gov,HS-grad,Separated,Protective-serv,Not-in-family,Black,Male,40,<=50K,51.0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,52.0
